variable,group,value
CensusTract8094,min45,7.77959781
CensusTract8095,min45,7.892098273
CensusTract8096,min45,7.933373066
CensusTract8097,min45,7.900352541
CensusTract8098,min45,8.616312417
CensusTract8099,min45,8.314407687
CensusTract8100,min45,8.567920307
CensusTract8255.01,min45,8.320886159
CensusTract7201,min45,8.028194264
CensusTract8244,min45,7.95363902
CensusTract7202,min45,7.855378699
CensusTract7203,min45,7.81861878
CensusTract7204,min45,7.81861878
CensusTract7205,min45,7.784620401
CensusTract7206,min45,7.884201593
CensusTract7207,min45,7.939205123
CensusTract406,min45,8.195358173
CensusTract407,min45,8.229051146
CensusTract408,min45,7.889377079
CensusTract8169,min45,8.192519533
CensusTract8170,min45,8.163245416
CensusTract8171.01,min45,8.129582804
CensusTract8171.02,min45,8.129941799
CensusTract8258.01,min45,8.13973433
CensusTract8258.02,min45,8.129941799
CensusTract8258.03,min45,8.190517703
CensusTract8259,min45,8.229836408
CensusTract8260,min45,8.362114896
CensusTract3801,min45,8.265047277
CensusTract3802,min45,8.118628496
CensusTract4312,min45,8.13666178
CensusTract4314,min45,8.401735852
CensusTract8039.02,min45,8.207159672
CensusTract8040,min45,8.278224995
CensusTract8041.04,min45,8.421935452
CensusTract8101,min45,8.450274975
CensusTract8102,min45,8.764766177
CensusTract8103.01,min45,8.407705706
CensusTract501,min45,8.279230379
CensusTract6108,min45,8.702870631
CensusTract6110,min45,8.588721686
CensusTract6111,min45,8.625393578
CensusTract6113,min45,8.708506252
CensusTract6114,min45,8.230192913
CensusTract6115,min45,8.755367961
CensusTract6119,min45,8.755367961
CensusTract6812,min45,8.833200919
CensusTract8103.02,min45,8.758849355
CensusTract8104,min45,8.760425847
CensusTract8107.01,min45,8.835051595
CensusTract8107.02,min45,8.852425878
CensusTract8106,min45,8.901046817
CensusTract8172,min45,8.837732292
CensusTract8174,min45,8.888151065
CensusTract8176,min45,8.925119102
CensusTract6912,min45,9.019857004
CensusTract6911,min45,9.052467996
CensusTract7301,min45,9.019857004
CensusTract7303,min45,8.996902858
CensusTract7304,min45,9.036818054
CensusTract8177,min45,9.020259387
CensusTract8181,min45,8.765965556
CensusTract8261,min45,8.79186514
CensusTract8263.01,min45,8.852137018
CensusTract8263.03,min45,8.846474569
CensusTract8263.04,min45,8.764766177
CensusTract7305,min45,8.421935452
CensusTract7306,min45,8.404621238
CensusTract8028.01,min45,8.422326718
CensusTract3805,min45,8.479218488
CensusTract3812,min45,8.52823465
CensusTract3814,min45,8.538444881
CensusTract4403,min45,8.406776892
CensusTract8047.06,min45,8.379056294
CensusTract8047.10,min45,8.377327342
CensusTract8108,min45,8.363581721
CensusTract8109,min45,8.439031298
CensusTract8110,min45,8.511806239
CensusTract6120,min45,8.648566439
CensusTract6121,min45,8.970820871
CensusTract6201,min45,8.993832794
CensusTract6202,min45,9.111000834
CensusTract6203,min45,9.111000834
CensusTract6204,min45,8.939875438
CensusTract6301,min45,8.648566439
CensusTract8105.01,min45,8.511806239
CensusTract8105.02,min45,8.437484671
CensusTract8122,min45,8.425298127
CensusTract8182,min45,8.444707974
CensusTract8184.02,min45,8.390249735
CensusTract8188,min45,8.3835433
CensusTract8189,min45,8.480019876
CensusTract8264.02,min45,8.386966258
CensusTract8266,min45,8.439031298
CensusTract8267,min45,8.499303176
CensusTract8269.01,min45,8.499303176
CensusTract8269.02,min45,8.658654764
CensusTract7307,min45,8.966233677
CensusTract7401,min45,9.111000834
CensusTract7402,min45,9.346543821
CensusTract7403,min45,9.323618386
CensusTract7404,min45,9.310350183
CensusTract8030.05,min45,9.201288793
CensusTract8030.07,min45,9.083401717
CensusTract3818,min45,8.693399925
CensusTract3819,min45,8.651666966
CensusTract3901,min45,8.808031413
CensusTract3902,min45,8.81116916
CensusTract3903,min45,9.309607221
CensusTract3904,min45,9.314657504
CensusTract3905,min45,8.970750633
CensusTract3906,min45,9.020387236
CensusTract3907,min45,8.987912844
CensusTract8047.11,min45,9.017850685
CensusTract8048.06,min45,9.111163963
CensusTract8048.08,min45,9.076668841
CensusTract8048.09,min45,9.054706861
CensusTract8124,min45,9.054706861
CensusTract8125,min45,8.975197341
CensusTract4406,min45,9.0444381
CensusTract4409,min45,9.057701435
CensusTract4407,min45,9.064404474
CensusTract4408,min45,9.103509281
CensusTract8193,min45,9.123845166
CensusTract8194,min45,9.394442304
CensusTract8195,min45,9.403388193
CensusTract6309,min45,9.461464329
CensusTract6303,min45,9.390062589
CensusTract6305,min45,8.540199907
CensusTract6308,min45,8.572613836
CensusTract6401,min45,8.596509124
CensusTract6403,min45,8.871481822
CensusTract8196,min45,8.609576145
CensusTract8270,min45,8.949888222
CensusTract8271,min45,8.915636285
CensusTract3817,min45,8.93967368
CensusTract8272,min45,8.948200581
CensusTract8273,min45,8.858877941
CensusTract7501,min45,8.877581847
CensusTract7502,min45,8.983204475
CensusTract7503,min45,8.976843302
CensusTract7504,min45,8.983204475
CensusTract7505,min45,8.981631123
CensusTract8049.01,min45,8.977451408
CensusTract8049.02,min45,8.418302234
CensusTract8050.01,min45,8.784484016
CensusTract8050.02,min45,8.841700928
CensusTract1001,min45,9.000477602
CensusTract1003,min45,8.659009188
CensusTract1401,min45,8.632779104
CensusTract1402,min45,8.638661782
CensusTract1404,min45,8.770593334
CensusTract1405,min45,8.845141402
CensusTract8008,min45,8.893939876
CensusTract2427,min45,8.817747309
CensusTract702,min45,8.944238712
CensusTract703,min45,8.939436791
CensusTract704,min45,8.926803309
CensusTract705,min45,8.872373604
CensusTract706,min45,8.854537884
CensusTract707,min45,8.8808044
CensusTract1004,min45,8.823437054
CensusTract1006,min45,8.982992984
CensusTract1007,min45,8.980533411
CensusTract1102,min45,8.961640283
CensusTract1502,min45,8.807348022
CensusTract1503,min45,8.8640687
CensusTract1408,min45,8.803885499
CensusTract2312,min45,8.717420828
CensusTract2311,min45,8.812161782
CensusTract2424,min45,8.887142962
CensusTract2425,min45,8.846104425
CensusTract1202,min45,8.905161275
CensusTract1203,min45,8.752105735
CensusTract1204,min45,8.679829754
CensusTract2315,min45,9.006154278
CensusTract711,min45,9.15855068
CensusTract710,min45,9.032213505
CensusTract712,min45,8.99712995
CensusTract713,min45,8.930066762
CensusTract1103,min45,8.987075186
CensusTract2203,min45,8.86400161
CensusTract2204,min45,8.890273709
CensusTract2205,min45,8.935919204
CensusTract2403,min45,9.142738967
CensusTract2405,min45,9.007898869
CensusTract604,min45,9.159648167
CensusTract605,min45,9.044313062
CensusTract2408,min45,8.869960919
CensusTract2406,min45,9.007526418
CensusTract2407,min45,8.514317203
CensusTract2409,min45,8.721899279
CensusTract2426,min45,8.598410858
CensusTract8031,min45,8.813819929
CensusTract3106,min45,8.866247358
CensusTract3107,min45,8.671714183
CensusTract3108,min45,8.356854189
CensusTract206.02,min45,8.630374184
CensusTract3109,min45,8.699442809
CensusTract5101,min45,8.740043567
CensusTract5102,min45,8.658516765
CensusTract5611,min45,8.706511565
CensusTract1907.01,min45,8.885886265
CensusTract209.01,min45,8.793947133
CensusTract102.02,min45,8.727066396
CensusTract5701,min45,8.706665988
CensusTract5702,min45,8.685375272
CensusTract5703,min45,8.654706195
CensusTract5704,min45,8.66129899
CensusTract5705,min45,8.734137303
CensusTract6904,min45,8.6963328
CensusTract6913,min45,8.783935938
CensusTract6914,min45,8.807376725
CensusTract6915,min45,8.946759293
CensusTract3201,min45,8.882258878
CensusTract7105,min45,8.729552254
CensusTract3204,min45,8.706693213
CensusTract5801,min45,8.699682882
CensusTract5802,min45,8.863686651
CensusTract5803,min45,8.868359483
CensusTract5804,min45,8.858923514
CensusTract5806,min45,8.841704619
CensusTract5807,min45,8.805944775
CensusTract6813,min45,9.216523794
CensusTract6814,min45,8.934988065
CensusTract6903,min45,9.056617004
CensusTract6905,min45,8.932463688
CensusTract6909,min45,9.303009332
CensusTract6910,min45,9.245438849
CensusTract7001,min45,9.455258121
CensusTract7002,min45,9.252232714
CensusTract3206,min45,9.296683994
CensusTract3301,min45,9.296683994
CensusTract3302,min45,9.296683994
CensusTract5905,min45,9.203577284
CensusTract5906,min45,9.04411231
CensusTract6712,min45,9.07317567
CensusTract6711,min45,8.856677172
CensusTract6713,min45,8.890758392
CensusTract6715,min45,8.819932715
CensusTract6716,min45,8.851000496
CensusTract6718,min45,8.890836585
CensusTract6719,min45,8.914425392
CensusTract7101,min45,9.010171061
CensusTract7102,min45,9.052467996
CensusTract7104,min45,9.03641567
CensusTract4303,min45,9.409429979
CensusTract7106,min45,9.401284529
CensusTract7108,min45,9.379455308
CensusTract3403,min45,9.052467996
CensusTract3405,min45,9.010171061
CensusTract3406,min45,8.913422126
CensusTract4302,min45,8.891395273
CensusTract5103,min45,8.828171226
CensusTract5201,min45,8.993832794
CensusTract5907,min45,9.0065888
CensusTract6004,min45,8.8664839
CensusTract8241.15,min45,8.84472863
CensusTract8253.03,min45,8.688423251
CensusTract8300.07,min45,8.673471379
CensusTract8138.01,min45,8.691966077
CensusTract8306,min45,8.876105711
CensusTract8308,min45,8.948919811
CensusTract8307,min45,8.705518413
CensusTract8309,min45,8.74385164
CensusTract8352,min45,8.816121408
CensusTract8399,min45,9.4752151
CensusTract8397,min45,9.472155471
CensusTract8398,min45,9.379455308
CensusTract8348,min45,9.379455308
CensusTract8347,min45,9.187749751
CensusTract8320,min45,9.169636036
CensusTract8325,min45,8.658665087
CensusTract8323,min45,9.139203025
CensusTract8383,min45,9.323618386
CensusTract8318,min45,9.384748905
CensusTract8317,min45,9.29318973
CensusTract8351,min45,9.403996297
CensusTract8350,min45,9.4752151
CensusTract8437,min45,9.484749781
CensusTract2207.02,min45,9.512627104
CensusTract8421,min45,9.429848102
CensusTract8433,min45,9.299596394
CensusTract8241.23,min45,8.833275627
CensusTract8044.05,min45,9.125953919
CensusTract8311,min45,9.146675452
CensusTract8315,min45,8.698960631
CensusTract8316,min45,8.793350409
CensusTract8312,min45,9.032380905
CensusTract8310,min45,9.04255829
CensusTract8430,min45,9.009842425
CensusTract8431,min45,9.037494293
CensusTract8429,min45,9.411468724
CensusTract8435,min45,9.438882629
CensusTract8420,min45,9.547466733
CensusTract8080.02,min45,9.429905502
CensusTract301.01,min45,8.633210703
CensusTract307.01,min45,8.572909809
CensusTract701.03,min45,8.601003375
CensusTract8071,min45,8.918183768
CensusTract8072,min45,8.460638561
CensusTract8073,min45,8.598125656
CensusTract8074,min45,8.710798714
CensusTract8075,min45,8.82803855
CensusTract8077,min45,8.789278822
CensusTract8079,min45,8.75178583
CensusTract8080.01,min45,8.670481057
CensusTract8043.11,min45,8.751331659
CensusTract8083.01,min45,8.70414496
CensusTract8083.02,min45,8.75711354
CensusTract8086,min45,8.904373607
CensusTract8087.02,min45,8.925392798
CensusTract7702.02,min45,8.8792542
CensusTract7706.02,min45,8.868656409
CensusTract8061.04,min45,8.952915961
CensusTract8025.06,min45,9.338375739
CensusTract8025.05,min45,9.025741229
CensusTract8024.04,min45,9.120834226
CensusTract8030.17,min45,8.984156055
CensusTract8047.14,min45,8.85760505
CensusTract8043.10,min45,8.950411274
CensusTract8044.03,min45,8.962761705
CensusTract8206.06,min45,9.227895873
CensusTract8044.06,min45,9.157289745
CensusTract8047.16,min45,9.171114087
CensusTract8062.01,min45,9.190709552
CensusTract8206.04,min45,9.171114087
CensusTract8241.16,min45,9.219987224
CensusTract8240.05,min45,9.205085977
CensusTract8241.14,min45,9.139196039
CensusTract8238.06,min45,9.151360733
CensusTract8240.03,min45,9.093387026
CensusTract8241.22,min45,9.17585171
CensusTract8241.17,min45,9.150033054
CensusTract8319,min45,9.558427728
CensusTract8045.06,min45,9.134335698
CensusTract8241.19,min45,9.178130722
CensusTract8241.20,min45,9.090958412
CensusTract8395,min45,9.552631952
CensusTract8326,min45,9.138753369
CensusTract8369,min45,9.139458154
CensusTract8412,min45,9.174531933
CensusTract8419,min45,9.136128341
CensusTract8358,min45,9.115254459
CensusTract8388,min45,8.999528335
CensusTract8423,min45,8.939310101
CensusTract8155,min45,9.01542763
CensusTract8432,min45,8.82968232
CensusTract8434,min45,9.013452561
CensusTract8426,min45,9.043877841
CensusTract8032,min45,8.906213886
CensusTract8033,min45,8.945891745
CensusTract8089,min45,8.793399503
CensusTract8090,min45,9.079168718
CensusTract3018.03,min45,9.11123096
CensusTract8091,min45,9.087298215
CensusTract8092,min45,9.154888568
CensusTract8093,min45,8.771721848
CensusTract2210,min45,8.709563798
CensusTract2211,min45,8.695890393
CensusTract2428,min45,8.90137026
CensusTract2429,min45,8.903264865
CensusTract2430,min45,8.72234861
CensusTract2431,min45,9.67079795
CensusTract2432,min45,9.21746459
CensusTract2433,min45,9.197881437
CensusTract2434,min45,9.164915647
CensusTract714,min45,9.102643874
CensusTract1104,min45,9.114493032
CensusTract1506,min45,9.113794711
CensusTract1507,min45,9.016081493
CensusTract1508,min45,8.984710837
CensusTract1511,min45,9.192750666
CensusTract1512,min45,9.175808697
CensusTract2415,min45,9.091477289
CensusTract2411,min45,9.126524742
CensusTract2416,min45,9.37513514
CensusTract2413,min45,9.5784463
CensusTract2414,min45,9.37513514
CensusTract2435,min45,9.334166624
CensusTract2502,min45,9.000476083
CensusTract2503,min45,9.017094977
CensusTract2504,min45,8.926573559
CensusTract2505,min45,8.964940248
CensusTract715,min45,9.300168245
CensusTract718,min45,9.359444421
CensusTract801,min45,8.863401618
CensusTract803,min45,9.129381354
CensusTract804,min45,9.198518778
CensusTract1601,min45,9.29827364
CensusTract1602,min45,9.215464099
CensusTract1603,min45,9.160166851
CensusTract1604,min45,9.215464099
CensusTract1607,min45,9.215464099
CensusTract2213,min45,9.198518778
CensusTract2215,min45,9.127279677
CensusTract2214,min45,8.388206804
CensusTract2506,min45,8.385147175
CensusTract2507,min45,8.718515567
CensusTract2508,min45,9.074411218
CensusTract2510,min45,8.316753305
CensusTract2511,min45,8.226126521
CensusTract514,min45,8.199438962
CensusTract601,min45,9.181705902
CensusTract603,min45,9.109232619
CensusTract608,min45,9.180515275
CensusTract1608,min45,9.107033793
CensusTract1609,min45,8.127980938
CensusTract1610,min45,8.066726572
CensusTract1611,min45,8.132008952
CensusTract1612,min45,8.040661391
CensusTract1613,min45,8.040661391
CensusTract1701,min45,8.058153763
CensusTract2216,min45,8.066144512
CensusTract2421,min45,8.307130987
CensusTract2420,min45,8.053605615
CensusTract2512,min45,7.775864154
CensusTract2513,min45,7.977559134
CensusTract513,min45,7.957289989
CensusTract6007,min45,8.060382622
CensusTract6009,min45,8.314511392
CensusTract8212,min45,8.473871023
CensusTract6720,min45,8.5745539
CensusTract7109,min45,8.45496505
CensusTract7110,min45,8.085582271
CensusTract7111,min45,8.534547791
CensusTract7112,min45,7.820840986
CensusTract7115,min45,7.554029912
CensusTract7113,min45,7.829151111
CensusTract7114,min45,7.845862917
CensusTract2705,min45,8.085582271
CensusTract2712,min45,7.847342337
CensusTract2713,min45,7.540955545
CensusTract2714,min45,7.545245638
CensusTract3501,min45,7.784141319
CensusTract3504,min45,7.862425569
CensusTract3510,min45,7.831071764
CensusTract3514,min45,7.516549672
CensusTract3602,min45,7.543960974
CensusTract8139,min45,7.420502547
CensusTract8226.01,min45,8.110966703
CensusTract8227.01,min45,7.993198531
CensusTract8227.02,min45,8.356383708
CensusTract8228.01,min45,8.263999372
CensusTract8230.02,min45,8.582175082
CensusTract8140,min45,8.356179723
CensusTract8141,min45,8.263999372
CensusTract8142,min45,7.983052702
CensusTract8143,min45,8.169134952
CensusTract8144,min45,8.040509033
CensusTract8231.01,min45,7.387086252
CensusTract8233.02,min45,7.461632623
CensusTract8233.03,min45,7.784141319
CensusTract8235,min45,7.477929188
CensusTract8145,min45,7.824479218
CensusTract8146,min45,7.892417602
CensusTract8148,min45,7.861895995
CensusTract8149,min45,7.537952828
CensusTract8150,min45,7.887095644
CensusTract8151,min45,7.5657117
CensusTract8236.02,min45,8.047045465
CensusTract8236.04,min45,7.660216038
CensusTract8236.05,min45,7.643672142
CensusTract8237.02,min45,7.972344405
CensusTract1605.01,min45,7.990590357
CensusTract8152,min45,8.267875621
CensusTract8153,min45,8.22951811
CensusTract8154,min45,8.209591467
CensusTract8237.04,min45,8.295762593
CensusTract8237.05,min45,8.248257864
CensusTract8241.08,min45,8.179599434
CensusTract8158,min45,7.733116097
CensusTract8159,min45,7.838598712
CensusTract8160,min45,7.848607797
CensusTract8162,min45,7.805160664
CensusTract8245.07,min45,7.534458389
CensusTract8246.02,min45,7.732396957
CensusTract8247.01,min45,7.515158771
CensusTract8247.02,min45,7.566936147
CensusTract8252,min45,7.472818
CensusTract401,min45,7.648224848
CensusTract403,min45,7.554113152
CensusTract8163,min45,7.629826098
CensusTract8164.01,min45,7.472818
CensusTract8164.02,min45,7.398683012
CensusTract8166,min45,7.388868916
CensusTract8167,min45,7.324527739
CensusTract8255.03,min45,7.461632623
CensusTract8255.04,min45,7.108073799
CensusTract8255.05,min45,7.094903082
CensusTract8257,min45,7.502470383
CensusTract6603.01,min45,7.47917942
CensusTract2207.01,min45,7.529818103
CensusTract633.02,min45,7.294592171
CensusTract2522.01,min45,7.273237582
CensusTract6603.02,min45,7.291669645
CensusTract7302.02,min45,7.314402622
CensusTract8133.02,min45,7.3334538
CensusTract8137.02,min45,7.216456334
CensusTract8133.01,min45,7.287536897
CensusTract8024.03,min45,5.794168575
CensusTract8030.16,min45,6.620228586
CensusTract8037.01,min45,8.651889257
CensusTract8041.08,min45,8.646370647
CensusTract8047.15,min45,8.348519486
CensusTract8356,min45,8.646370647
CensusTract8400,min45,8.172242672
CensusTract8364,min45,8.226767392
CensusTract8361,min45,8.164242213
CensusTract8346,min45,8.176353266
CensusTract8436,min45,8.092732237
CensusTract619.02,min45,8.57568665
CensusTract301.02,min45,8.594188769
CensusTract301.03,min45,8.269400569
CensusTract307.06,min45,8.51078607
CensusTract306.01,min45,8.175865545
CensusTract812.02,min45,9.087870312
CensusTract633.03,min45,9.097368516
CensusTract2209.01,min45,9.077803562
CensusTract2106.02,min45,8.754220509
CensusTract2206.02,min45,9.044093097
CensusTract2206.01,min45,8.751798799
CensusTract404.01,min45,9.045304037
CensusTract2522.02,min45,9.078324329
CensusTract2521.02,min45,8.433590975
CensusTract7706.01,min45,9.170452564
CensusTract8061.03,min45,9.150788169
CensusTract8026.10,min45,9.116595915
CensusTract8026.09,min45,9.05119102
CensusTract8046.10,min45,9.165174633
CensusTract7702.01,min45,9.163811566
CensusTract8043.08,min45,8.999201599
CensusTract8206.05,min45,8.413071932
CensusTract8363,min45,8.60496805
CensusTract8345,min45,9.215464099
CensusTract8359,min45,9.094033499
CensusTract8360,min45,9.12889067
CensusTract8362,min45,8.570396781
CensusTract8344,min45,8.560681107
CensusTract8343,min45,8.286533462
CensusTract701.01,min45,8.285951401
CensusTract1105.01,min45,7.948149283
CensusTract301.04,min45,7.953279492
CensusTract814.01,min45,8.500939418
CensusTract4301.02,min45,8.496817496
CensusTract7709.02,min45,8.71152022
CensusTract8241.21,min45,9.09097387
CensusTract4301.01,min45,8.165061335
CensusTract8041.09,min45,8.077407028
CensusTract8045.07,min45,7.995025158
CensusTract8046.11,min45,7.756299765
CensusTract8240.04,min45,8.333160082
CensusTract8240.06,min45,8.205777471
CensusTract2521.01,min45,7.865959651
CensusTract105.01,min45,7.849506857
CensusTract207.01,min45,7.976600232
CensusTract102.01,min45,7.756755947
CensusTract7608.01,min45,7.756299765
CensusTract8390,min45,8.248686205
CensusTract4402.01,min45,7.742866268
CensusTract5401.01,min45,8.12011338
CensusTract8020.04,min45,8.195662807
CensusTract8020.03,min45,7.708359101
CensusTract8030.13,min45,7.782869606
CensusTract8026.08,min45,8.027235409
CensusTract8030.15,min45,7.431458116
CensusTract8030.14,min45,7.636549523
CensusTract8340,min45,7.599857333
CensusTract8339,min45,7.339174226
CensusTract8192,min45,7.385454337
CensusTract8156,min45,7.112863141
CensusTract8180,min45,7.397056919
CensusTract8120,min45,7.426949634
CensusTract8294.02,min45,7.404500259
CensusTract8113.02,min45,7.232143924
CensusTract8028.02,min45,7.425414261
CensusTract8198.01,min45,7.655563265
CensusTract8198.02,min45,7.392826628
CensusTract8199,min45,7.358916519
CensusTract8200,min45,7.600427626
CensusTract8274,min45,7.553424144
CensusTract8276,min45,8.501672667
CensusTract2827,min45,8.476930652
CensusTract2828,min45,8.476930652
CensusTract4003,min45,8.407363516
CensusTract4005,min45,7.812395414
CensusTract4008,min45,7.805119293
CensusTract4101,min45,7.898979978
CensusTract4105,min45,8.175188321
CensusTract4106,min45,8.332585825
CensusTract4601,min45,8.164519854
CensusTract8051.05,min45,8.082803985
CensusTract8277,min45,7.729912888
CensusTract8278.02,min45,7.707430904
CensusTract8278.04,min45,7.977378331
CensusTract4503,min45,8.039305009
CensusTract4602,min45,8.027826581
CensusTract8051.06,min45,7.986898578
CensusTract8051.07,min45,7.658103009
CensusTract8051.08,min45,8.712393761
CensusTract6404,min45,8.404645612
CensusTract6405,min45,9.110031536
CensusTract6406,min45,8.405477153
CensusTract6407,min45,8.191685158
CensusTract6408,min45,8.508442292
CensusTract6501,min45,8.191685158
CensusTract6502,min45,8.099300822
CensusTract2804,min45,8.911015327
CensusTract8114.01,min45,8.905475676
CensusTract8113.01,min45,8.740777125
CensusTract7506,min45,8.660454017
CensusTract8126,min45,8.854739226
CensusTract8030.08,min45,8.77382372
CensusTract8051.10,min45,8.673140843
CensusTract8051.11,min45,8.673140843
CensusTract8051.12,min45,8.581954494
CensusTract8052.01,min45,8.18101669
CensusTract8203,min45,7.546799231
CensusTract8204,min45,7.420332799
CensusTract8209.02,min45,7.420332799
CensusTract8210.01,min45,7.389246345
CensusTract8278.05,min45,7.412274798
CensusTract8280,min45,7.417308142
CensusTract8281,min45,7.696196027
CensusTract8282.02,min45,7.431188358
CensusTract2831,min45,8.194597721
CensusTract2838,min45,8.081137603
CensusTract4107,min45,8.015470374
CensusTract4108,min45,7.699561968
CensusTract8290,min45,7.723555618
CensusTract4109,min45,8.030024033
CensusTract4110,min45,8.030024033
CensusTract4111,min45,8.285857073
CensusTract4112,min45,8.288278783
CensusTract4606,min45,8.158215735
CensusTract4607,min45,7.852449933
CensusTract4604,min45,7.685700352
CensusTract4605,min45,7.754006322
CensusTract4610,min45,7.857627879
CensusTract8292,min45,8.22951811
CensusTract8293.01,min45,7.526325667
CensusTract8293.02,min45,7.757287562
CensusTract8294.01,min45,7.69791827
CensusTract8052.02,min45,7.361050936
CensusTract8053.01,min45,7.30709037
CensusTract8053.02,min45,7.362101354
CensusTract8054.01,min45,7.532123048
CensusTract7704,min45,8.165699545
CensusTract8001,min45,7.756428033
CensusTract8003,min45,7.864161801
CensusTract8129,min45,7.748407601
CensusTract8130,min45,7.874166039
CensusTract8131,min45,8.172000012
CensusTract8005,min45,7.856547004
CensusTract8211.01,min45,7.83474618
CensusTract8211.02,min45,7.253559193
CensusTract8213,min45,7.089887317
CensusTract8210.02,min45,7.078695043
CensusTract8284.01,min45,7.052272687
CensusTract8284.02,min45,7.664780074
CensusTract8285.04,min45,7.663861678
CensusTract4201,min45,7.368725634
CensusTract4202,min45,7.372644793
CensusTract4204,min45,7.556871129
CensusTract4207,min45,7.66765454
CensusTract8054.02,min45,9.122611173
CensusTract8055.01,min45,8.855555606
CensusTract8296,min45,8.892797235
CensusTract4208,min45,7.207854181
CensusTract4701,min45,7.384039663
CensusTract4801,min45,7.433291906
CensusTract4802,min45,8.081460442
CensusTract4803,min45,8.348274781
CensusTract4804,min45,8.255215329
CensusTract8055.02,min45,8.727362209
CensusTract8056,min45,9.213332398
CensusTract8300.01,min45,8.605332275
CensusTract8300.06,min45,8.609598154
CensusTract6504,min45,8.895856737
CensusTract6505,min45,6.288274627
CensusTract6604,min45,6.888531389
CensusTract8006,min45,7.390153348
CensusTract8010,min45,6.848955119
CensusTract8011,min45,7.419652148
CensusTract8012,min45,7.118120831
CensusTract8114.02,min45,7.602241903
CensusTract8134,min45,7.660810721
CensusTract8132,min45,7.722806938
CensusTract8214.01,min45,7.602241903
CensusTract8057.02,min45,7.401941331
CensusTract8058.02,min45,6.71755469
CensusTract8214.02,min45,6.70053833
CensusTract8216,min45,7.659201882
CensusTract8217,min45,7.719578613
CensusTract2909,min45,6.9718004
CensusTract2912,min45,7.494489556
CensusTract4212,min45,7.178261572
CensusTract8060.01,min45,7.52883635
CensusTract8060.03,min45,8.004105566
CensusTract8013,min45,7.962161035
CensusTract8014,min45,7.181119449
CensusTract8016.03,min45,7.155824082
CensusTract8017.01,min45,7.734473368
CensusTract8060.04,min45,7.668407106
CensusTract8063,min45,7.56966078
CensusTract8064,min45,7.894783182
CensusTract8065.01,min45,7.26195353
CensusTract2715,min45,7.964266433
CensusTract2922,min45,7.867342665
CensusTract2924,min45,7.978710903
CensusTract2925,min45,7.769980321
CensusTract8067,min45,7.209803041
CensusTract8068.01,min45,4.379839257
CensusTract8068.02,min45,4.186478345
CensusTract8069,min45,4.456049013
CensusTract8070,min45,6.834283233
CensusTract8019.01,min45,7.399350792
CensusTract8019.02,min45,7.244426963
CensusTract8021,min45,7.254344385
CensusTract8022,min45,7.248388776
CensusTract2718,min45,7.139268469
CensusTract2801,min45,7.456636565
CensusTract3012,min45,7.419145316
CensusTract3006,min45,7.297735705
CensusTract3007,min45,7.547092783
CensusTract3011,min45,7.173175548
CensusTract4805,min45,7.479628149
CensusTract4903,min45,6.926376529
CensusTract4905,min45,5.877308988
CensusTract8027.02,min45,4.276808903
CensusTract5202,min45,6.953987517
CensusTract5203,min45,4.314729192
CensusTract5204,min45,6.741696179
CensusTract5205,min45,4.321469333
CensusTract5206,min45,7.256587297
CensusTract6605,min45,7.156792804
CensusTract6606,min45,6.876928637
CensusTract6607,min45,7.047595908
CensusTract6608,min45,7.064934513
CensusTract6609,min45,7.090145549
CensusTract6610,min45,7.352378625
CensusTract8023,min45,7.28237669
CensusTract8024.02,min45,7.168462383
CensusTract8025.03,min45,3.270582503
CensusTract8025.04,min45,3.705676531
CensusTract2809,min45,6.399366063
CensusTract3016,min45,6.540958157
CensusTract4906,min45,7.054406036
CensusTract4907,min45,2.728431223
CensusTract4908,min45,3.600963862
CensusTract4910,min45,3.759599583
CensusTract4911,min45,6.740864334
CensusTract5302,min45,4.378157028
CensusTract5303,min45,6.415101412
CensusTract5304,min45,7.282006036
CensusTract5306,min45,6.537001291
CensusTract5601,min45,7.092371235
CensusTract6702,min45,7.100156996
CensusTract6703,min45,6.30035053
CensusTract6704,min45,2.449719013
CensusTract6611,min45,3.740967833
CensusTract6701,min45,7.121296067
CensusTract6706,min45,7.183683023
CensusTract6707,min45,7.075609102
CensusTract6708,min45,2.437200445
CensusTract6709,min45,2.204995419
CensusTract8027.01,min45,2.376704387
CensusTract2609,min45,2.484927014
CensusTract2610,min45,3.052242119
CensusTract2819,min45,2.725097408
CensusTract3102,min45,2.908517354
CensusTract3103,min45,2.525287895
CensusTract3104,min45,2.227798396
CensusTract3105,min45,1.835421759
CensusTract4912,min45,1.881184999
CensusTract4913,min45,1.71128374
CensusTract4914,min45,3.040541509
CensusTract5001,min45,2.52984553
CensusTract5002,min45,2.099898405
CensusTract5003,min45,4.096856915
CensusTract5602,min45,2.724679298
CensusTract5603,min45,4.103142162
CensusTract5607,min45,4.631725819
CensusTract5608,min45,7.402144124
CensusTract5609,min45,7.131458936
CensusTract5610,min45,7.180482228
CensusTract8017.02,min45,6.882081699
CensusTract8357,min45,7.207718153
CensusTract103,min45,7.127713636
CensusTract104,min45,5.16667313
CensusTract106,min45,6.129057989
CensusTract201,min45,3.97536319
CensusTract2808,min45,3.875346036
CensusTract4203,min45,6.369342547
CensusTract8066,min45,3.169753988
CensusTract8065.02,min45,3.224365887
CensusTract8059.02,min45,3.111871165
CensusTract1002,min45,6.873992666
CensusTract8048.05,min45,6.873362348
