variable,group,value
Census Tract 8069,30min,4.130308889
Census Tract 8070,30min,4.543608236
Census Tract 8019.01,30min,4.742784133
Census Tract 8019.02,30min,4.652843983
Census Tract 8021,30min,4.747908393
Census Tract 8022,30min,4.626428114
Census Tract 2718,30min,5.792991549
Census Tract 2801,30min,4.939671255
Census Tract 3012,30min,4.926926838
Census Tract 3006,30min,4.813584075
Census Tract 3007,30min,4.975578694
Census Tract 3011,30min,5.430389456
Census Tract 4805,30min,5.747739291
Census Tract 4903,30min,5.694788096
Census Tract 4905,30min,5.279531841
Census Tract 8027.02,30min,5.083287673
Census Tract 5202,30min,5.666046248
Census Tract 5203,30min,4.670605231
Census Tract 5204,30min,5.255838349
Census Tract 5205,30min,5.033215076
Census Tract 5206,30min,4.839260313
Census Tract 6605,30min,5.625991573
Census Tract 6606,30min,5.650758808
Census Tract 6607,30min,5.587351368
Census Tract 6608,30min,5.777163595
Census Tract 6609,30min,5.778706755
Census Tract 6610,30min,5.738907325
Census Tract 8023,30min,5.563515256
Census Tract 8024.02,30min,5.438170244
Census Tract 8025.03,30min,3.829471394
Census Tract 8025.04,30min,4.369796388
Census Tract 2809,30min,4.69384433
Census Tract 3016,30min,5.482672771
Census Tract 4906,30min,5.643781572
Census Tract 4907,30min,2.9012779
Census Tract 4908,30min,4.070057898
Census Tract 4910,30min,4.282160394
Census Tract 4911,30min,5.248870264
Census Tract 5302,30min,4.438284728
Census Tract 5303,30min,4.744622758
Census Tract 5304,30min,5.819003394
Census Tract 5306,30min,4.922337474
Census Tract 5601,30min,5.748716482
Census Tract 6702,30min,5.791130033
Census Tract 6703,30min,4.74926343
Census Tract 6704,30min,3.777860125
Census Tract 6611,30min,3.977962563
Census Tract 6701,30min,5.816681264
Census Tract 6706,30min,5.819947509
Census Tract 6707,30min,5.7213218
Census Tract 6708,30min,3.691869946
Census Tract 6709,30min,3.678544472
Census Tract 8027.01,30min,3.474775154
Census Tract 2609,30min,2.731467397
Census Tract 2610,30min,3.472137226
Census Tract 2819,30min,2.700587539
Census Tract 3102,30min,3.474775154
Census Tract 3103,30min,3.63729057
Census Tract 3104,30min,3.411152625
Census Tract 3105,30min,2.466179166
Census Tract 4912,30min,2.662994108
Census Tract 4913,30min,2.531726459
Census Tract 4914,30min,3.026168694
Census Tract 5001,30min,2.733761749
Census Tract 5002,30min,2.627856615
Census Tract 5003,30min,3.32382157
Census Tract 5602,30min,2.700587539
Census Tract 5603,30min,3.388114331
Census Tract 5607,30min,3.633225494
Census Tract 5608,30min,5.957812788
Census Tract 5609,30min,5.672268329
Census Tract 5610,30min,5.505338791
Census Tract 8017.02,30min,4.513186305
Census Tract 8357,30min,5.627642392
Census Tract 103,30min,5.153706604
Census Tract 104,30min,3.747036954
Census Tract 106,30min,4.079923092
Census Tract 201,30min,3.99716779
Census Tract 2808,30min,3.972776646
Census Tract 4203,30min,4.073523122
Census Tract 8066,30min,3.661134002
Census Tract 8065.02,30min,3.690156087
Census Tract 8059.02,30min,3.668249578
Census Tract 1002,30min,4.96477131
Census Tract 8048.05,30min,4.942284792
Census Tract 202,30min,4.41523188
Census Tract 8042.02,30min,3.99716779
Census Tract 8047.01,30min,5.116060197
Census Tract 8036.05,30min,3.75217324
Census Tract 1302,30min,3.27194637
Census Tract 8043.06,30min,3.616217539
Census Tract 204,30min,3.618345657
Census Tract 802.02,30min,3.792855668
Census Tract 2402,30min,3.76341394
Census Tract 8241.05,30min,4.019117686
Census Tract 6118,30min,6.051650653
Census Tract 8299.01,30min,6.82929699
Census Tract 602,30min,5.745369034
Census Tract 2212,30min,7.002105527
Census Tract 8265,30min,6.316734255
Census Tract 8253.02,30min,6.00967727
Census Tract 8241.07,30min,6.796644292
Census Tract 8302.02,30min,6.50246084
Census Tract 612,30min,6.426326038
Census Tract 8082,30min,5.666584906
Census Tract 302,30min,10.52606514
Census Tract 303,30min,10.98266399
Census Tract 304,30min,6.141327326
Census Tract 309,30min,6.621179549
Census Tract 310,30min,10.29041506
Census Tract 8236.03,30min,9.719905083
Census Tract 8224,30min,10.56236696
Census Tract 8157.02,30min,9.923458776
Census Tract 6006,30min,10.308975
Census Tract 8179,30min,10.52236661
Census Tract 8119,30min,11.08349522
Census Tract 4206,30min,11.21734492
Census Tract 1101,30min,11.54080329
Census Tract 314,30min,10.57242424
Census Tract 409,30min,10.83864416
Census Tract 502,30min,13.27275308
Census Tract 503,30min,7.040750437
Census Tract 8116,30min,6.97264106
Census Tract 8186,30min,10.95898403
Census Tract 8048.07,30min,9.943313576
Census Tract 8018,30min,9.043327212
Census Tract 8004,30min,4.878208715
Census Tract 717,30min,6.779753773
Census Tract 318,30min,6.200876832
Census Tract 8190,30min,10.25226453
Census Tract 8245.06,30min,10.29490235
Census Tract 8239.03,30min,7.568792964
Census Tract 8157.01,30min,10.11452766
Census Tract 8029,30min,12.25642616
Census Tract 317,30min,10.68150171
Census Tract 6104,30min,11.99965513
Census Tract 6714,30min,8.194526298
Census Tract 506,30min,8.668051097
Census Tract 505,30min,8.753958054
Census Tract 8239.04,30min,9.000898744
Census Tract 8201.03,30min,9.061723378
Census Tract 8058.01,30min,8.107843448
Census Tract 716,30min,8.519217362
Census Tract 8285.05,30min,8.874473659
Census Tract 8300.04,30min,8.981812922
Census Tract 8285.03,30min,8.720325309
Census Tract 8020.02,30min,8.747779412
Census Tract 8262.02,30min,9.933754731
Census Tract 4904,30min,10.24210052
Census Tract 8184.01,30min,10.72278061
Census Tract 8016.05,30min,9.939770197
Census Tract 8007,30min,8.82391988
Census Tract 623,30min,10.61847356
Census Tract 8231.02,30min,10.39552783
Census Tract 6304,30min,9.100949221
Census Tract 101,30min,8.945388513
Census Tract 8228.02,30min,9.547091967
Census Tract 8279.02,30min,8.966764858
Census Tract 8299.02,30min,9.078944291
Census Tract 8084,30min,6.004895001
Census Tract 6806,30min,6.120392423
Census Tract 8030.10,30min,7.067725461
Census Tract 8045.05,30min,8.06578549
Census Tract 8046.06,30min,5.161132923
Census Tract 8047.12,30min,6.965690412
Census Tract 8078,30min,6.400231115
Census Tract 8111,30min,6.095830022
Census Tract 305,30min,6.934083085
Census Tract 8288.01,30min,7.966926775
Census Tract 8205.01,30min,7.978455897
Census Tract 8147,30min,7.487579359
Census Tract 8191,30min,6.414705561
Census Tract 7705,30min,7.376407728
Census Tract 205,30min,7.477635939
Census Tract 813,30min,7.575240294
Census Tract 810,30min,7.533411768
Census Tract 1301,30min,7.490940945
Census Tract 1702,30min,13.29078256
Census Tract 1703,30min,10.43873667
Census Tract 1704,30min,10.97152466
Census Tract 1705,30min,11.00409916
Census Tract 1706,30min,9.15201238
Census Tract 1707,30min,7.931563227
Census Tract 1708,30min,7.825835072
Census Tract 2514,30min,8.124582331
Census Tract 2603,30min,8.060969425
Census Tract 2605,30min,8.661711809
Census Tract 2606,30min,8.782899189
Census Tract 2607,30min,9.449541515
Census Tract 2608,30min,7.184647304
Census Tract 507,30min,7.226402223
Census Tract 509,30min,7.383358325
Census Tract 510,30min,8.173363672
Census Tract 511,30min,10.84990865
Census Tract 512,30min,7.540458678
Census Tract 1709,30min,7.134149375
Census Tract 1710,30min,7.656802047
Census Tract 1711,30min,8.901684549
Census Tract 1801,30min,8.841928693
Census Tract 1901,30min,8.464068656
Census Tract 2222,30min,8.239155981
Census Tract 2225,30min,8.650776359
Census Tract 2226,30min,9.229612239
Census Tract 2515,30min,8.25980927
Census Tract 2516,30min,8.189096205
Census Tract 2517,30min,8.732017383
Census Tract 2518,30min,8.52315313
Census Tract 2519,30min,8.815598462
Census Tract 2520,30min,8.674339981
Census Tract 1303,30min,8.792100357
Census Tract 1902,30min,8.938739627
Census Tract 1903,30min,8.958429745
Census Tract 1908,30min,8.714397725
Census Tract 2601,30min,9.521991949
Census Tract 2602,30min,9.783433823
Census Tract 5301,30min,9.263255159
Census Tract 618,30min,9.310979632
Census Tract 8282.01,30min,9.096181789
Census Tract 8250,30min,9.100378729
Census Tract 8243,30min,9.33171029
Census Tract 8246.01,30min,9.450802564
Census Tract 8185,30min,9.209519042
Census Tract 8234,30min,8.725369106
Census Tract 8215,30min,8.67051817
Census Tract 4102,30min,8.786878582
Census Tract 8036.06,30min,9.132622597
Census Tract 2229,30min,8.699105022
Census Tract 2410,30min,9.604179727
Census Tract 8254,30min,8.563506482
Census Tract 8300.05,30min,8.801655894
Census Tract 8245.05,30min,8.682064158
Census Tract 8248,30min,8.444154288
Census Tract 8036.08,30min,8.428761241
Census Tract 1909,30min,9.092739965
Census Tract 1912,30min,8.415601626
Census Tract 2001,30min,8.371926483
Census Tract 2002,30min,7.071087683
Census Tract 2003,30min,8.211253375
Census Tract 2227,30min,8.611804165
Census Tract 2301,30min,7.372118795
Census Tract 2302,30min,7.217091328
Census Tract 2303,30min,7.608676199
Census Tract 2304,30min,7.386709437
Census Tract 2305,30min,8.819630501
Census Tract 3511,30min,9.489039948
Census Tract 8275,30min,8.797821669
Census Tract 8076,30min,7.68495131
Census Tract 8042.01,30min,7.402629591
Census Tract 8262.01,30min,7.861766798
Census Tract 8230.01,30min,7.872591842
Census Tract 8202.01,30min,8.76137478
Census Tract 8202.02,30min,8.879966684
Census Tract 6117,30min,9.134267449
Census Tract 5502,30min,9.202359691
Census Tract 8197,30min,8.536781409
Census Tract 3005,30min,8.168662885
Census Tract 8161,30min,8.594255373
Census Tract 8187,30min,9.227623568
Census Tract 8173,30min,9.000889322
Census Tract 3815,30min,8.58709039
Census Tract 4205,30min,7.95580465
Census Tract 8115,30min,9.085781532
Census Tract 815,30min,9.715987897
Census Tract 816,30min,9.924902699
Census Tract 817,30min,9.228414622
Census Tract 818,30min,7.703441939
Census Tract 819,30min,7.508356022
Census Tract 2228,30min,8.470342993
Census Tract 508,30min,8.605096047
Census Tract 2101,30min,9.777114724
Census Tract 2104,30min,8.323859472
Census Tract 2307,30min,7.511681619
Census Tract 2308,30min,6.049627912
Census Tract 2309,30min,6.311312089
Census Tract 8205.02,30min,7.057889476
Census Tract 8209.01,30min,7.317645054
Census Tract 8232,30min,6.715380565
Census Tract 8233.04,30min,8.854839776
Census Tract 8207,30min,8.962094678
Census Tract 8226.02,30min,8.717730692
Census Tract 6705,30min,8.586665723
Census Tract 8201.04,30min,8.520148657
Census Tract 5808,30min,8.741820623
Census Tract 8051.09,30min,6.607481588
Census Tract 8118,30min,7.371258956
Census Tract 3807,30min,6.252151344
Census Tract 7703,30min,6.222379931
Census Tract 8046.03,30min,6.022308884
Census Tract 1201,30min,6.962925239
Census Tract 2306,30min,8.647780896
Census Tract 2423,30min,7.141856842
Census Tract 2422,30min,7.289912718
Census Tract 321,30min,6.985571551
Census Tract 8283,30min,10.59222179
Census Tract 8249,30min,9.758974888
Census Tract 8278.01,30min,7.89215695
Census Tract 8015,30min,9.360369028
Census Tract 8060.02,30min,8.684361977
Census Tract 8117.01,30min,8.707993321
Census Tract 8238.03,30min,7.293173828
Census Tract 8208,30min,6.577637278
Census Tract 3008,30min,8.618898986
Census Tract 609,30min,9.525766154
Census Tract 610,30min,6.787902847
Census Tract 2107,30min,8.33515964
Census Tract 8175,30min,7.350314521
Census Tract 8183,30min,5.500809874
Census Tract 2916,30min,6.811312024
Census Tract 4004,30min,8.45576867
Census Tract 8165,30min,8.465601409
Census Tract 8057.01,30min,8.45443949
Census Tract 8048.03,30min,8.668306035
Census Tract 1911,30min,8.681750824
Census Tract 8041.05,30min,4.135746108
Census Tract 8047.05,30min,5.516493457
Census Tract 8036.03,30min,6.798533605
Census Tract 8201.01,30min,7.586909891
Census Tract 622,30min,5.862229938
Census Tract 6112,30min,6.952319561
Census Tract 3009,30min,7.264552033
Census Tract 611,30min,6.085623728
Census Tract 615,30min,5.082825389
Census Tract 620,30min,4.662406573
Census Tract 621,30min,5.90914255
Census Tract 8238.01,30min,7.438817933
Census Tract 8279.01,30min,5.833849206
Census Tract 8295,30min,4.491090555
Census Tract 902,30min,4.384599443
Census Tract 901,30min,5.512826252
Census Tract 8291,30min,4.927348548
Census Tract 8245.03,30min,6.135903952
Census Tract 8241.06,30min,4.430922053
Census Tract 8016.08,30min,6.495959194
Census Tract 8059.01,30min,5.790653487
Census Tract 8264.01,30min,4.183259921
Census Tract 2604,30min,5.632911143
Census Tract 8041.02,30min,5.554681747
Census Tract 3515,30min,5.386467278
Census Tract 8112,30min,6.404833797
Census Tract 7708,30min,5.964089401
Census Tract 8026.05,30min,5.124982866
Census Tract 8043.05,30min,6.241329862
Census Tract 8038,30min,8.250928332
Census Tract 2108,30min,5.436024918
Census Tract 2109,30min,6.079471474
Census Tract 8039.01,30min,5.32234652
Census Tract 8016.01,30min,5.312806617
Census Tract 8036.10,30min,6.778440741
Census Tract 8009,30min,7.301346192
Census Tract 811,30min,8.711886769
Census Tract 630,30min,6.915328392
Census Tract 2412,30min,4.554495796
Census Tract 312,30min,5.974908182
Census Tract 625,30min,5.519076825
Census Tract 626,30min,5.874028235
Census Tract 627,30min,5.807471013
Census Tract 628,30min,5.218442038
Census Tract 629,30min,5.140358104
Census Tract 624,30min,1.364351309
Census Tract 631,30min,1.748181382
Census Tract 632,30min,1.253750402
Census Tract 634,30min,1.862870195
Census Tract 903,30min,3.933883545
Census Tract 8370,30min,3.581480226
Census Tract 8045.08,30min,3.858841949
Census Tract 7709.01,30min,3.265807106
Census Tract 8324,30min,3.242261373
Census Tract 8329,30min,2.949251879
Census Tract 8403,30min,3.786531387
Census Tract 8238.05,30min,4.433988414
Census Tract 8386,30min,2.962948415
Census Tract 8396,30min,2.613511202
Census Tract 8349,30min,2.709858037
Census Tract 306.03,30min,3.747619534
Census Tract 8322,30min,3.768391856
Census Tract 8367,30min,3.884734536
Census Tract 8368,30min,5.569094759
Census Tract 8366,30min,5.408650991
Census Tract 8330,30min,4.952765177
Census Tract 8425,30min,5.773450381
Census Tract 8418,30min,4.380004301
Census Tract 8428,30min,4.033318816
Census Tract 8438,30min,6.33024863
Census Tract 8410,30min,6.41709177
Census Tract 8365,30min,7.073766353
Census Tract 8439,30min,6.256833344
Census Tract 8342,30min,9.135356305
Census Tract 8422,30min,6.66942968
Census Tract 8380,30min,6.086343279
Census Tract 107.02,30min,5.881357451
Census Tract 105.03,30min,5.788172562
Census Tract 105.02,30min,3.988660305
Census Tract 107.01,30min,3.741729674
Census Tract 209.02,30min,4.541249119
Census Tract 203.02,30min,4.785636497
Census Tract 206.01,30min,4.204423178
Census Tract 203.01,30min,4.20517013
Census Tract 7608.03,30min,4.686688482
Census Tract 5305.01,30min,6.960061838
Census Tract 5305.03,30min,2.573555012
Census Tract 6503.01,30min,5.726581155
Census Tract 6503.02,30min,4.614384194
Census Tract 5305.02,30min,4.783547341
Census Tract 8036.11,30min,2.607114047
Census Tract 8313,30min,2.491968743
Census Tract 8314,30min,2.290413847
Census Tract 8404,30min,4.454459747
Census Tract 8424,30min,2.448292166
Census Tract 8321,30min,4.982259622
Census Tract 208.02,30min,4.414955865
Census Tract 207.02,30min,6.090125797
Census Tract 208.01,30min,5.977879003
Census Tract 402.02,30min,5.923813216
Census Tract 402.01,30min,5.046970557
Census Tract 404.02,30min,4.016100762
Census Tract 315.01,30min,5.028116619
Census Tract 812.01,30min,5.399008104
Census Tract 633.01,30min,7.635779476
Census Tract 4909.01,30min,5.979680116
Census Tract 4909.02,30min,5.233052338
Census Tract 3018.01,30min,5.222771426
Census Tract 7003.01,30min,4.127588005
Census Tract 3017.02,30min,4.208349443
Census Tract 7004.01,30min,5.937216674
Census Tract 8036.12,30min,4.288666226
Census Tract 8037.02,30min,5.220278621
Census Tract 8047.13,30min,4.491015982
Census Tract 8043.09,30min,5.042939093
Census Tract 8045.10,30min,5.031948784
Census Tract 8371,30min,3.717238802
Census Tract 8374,30min,2.857829089
Census Tract 8378,30min,2.821751899
Census Tract 8373,30min,2.566591794
Census Tract 8415,30min,2.438423473
Census Tract 8387,30min,1.242691472
Census Tract 1505.01,30min,3.645934187
Census Tract 1504.01,30min,3.050359773
Census Tract 1505.02,30min,2.5879617
Census Tract 1105.02,30min,4.419925047
Census Tract 1504.02,30min,3.952177006
