variable,group,value,id
Census Tract 8080.01,min15,11.13866963,17031251300
Census Tract 8043.11,min15,11.32750022,17031251400
Census Tract 8083.01,min15,10.97787237,17031251500
Census Tract 8083.02,min15,11.44172242,17031251600
Census Tract 8086,min15,12.38250477,17031251700
Census Tract 8087.02,min15,15.91169165,17031251800
Census Tract 7702.02,min15,12.01300695,17031251900
Census Tract 7706.02,min15,12.75387553,17031252000
Census Tract 8061.04,min15,12.87634861,17031252101
Census Tract 8025.06,min15,16.96451331,17031252102
Census Tract 8025.05,min15,16.72503029,17031252201
Census Tract 8024.04,min15,17.74078467,17031252202
Census Tract 8030.17,min15,15.98536882,17031260100
Census Tract 8047.14,min15,11.67779806,17031260200
Census Tract 8043.10,min15,15.59210305,17031260300
Census Tract 8044.03,min15,15.6507069,17031260400
Census Tract 8206.06,min15,17.62487512,17031260500
Census Tract 8044.06,min15,16.59459609,17031260600
Census Tract 8047.16,min15,16.47412981,17031260700
Census Tract 8062.01,min15,16.62461184,17031260800
Census Tract 8206.04,min15,16.40612733,17031260900
Census Tract 8241.16,min15,17.45731674,17031261000
Census Tract 8240.05,min15,17.62597181,17031270500
Census Tract 8241.14,min15,16.68471785,17031271200
Census Tract 8238.06,min15,16.72140707,17031271300
Census Tract 8240.03,min15,16.38586544,17031271400
Census Tract 8241.22,min15,16.7324013,17031271500
Census Tract 8241.17,min15,16.54235551,17031271800
Census Tract 8319,min15,18.71458981,17031280100
Census Tract 8045.06,min15,14.36256225,17031280400
Census Tract 8241.19,min15,17.83280797,17031280800
Census Tract 8241.20,min15,13.58416708,17031280900
Census Tract 8395,min15,18.63262859,17031281900
Census Tract 8326,min15,12.96349775,17031282700
Census Tract 8369,min15,17.28324454,17031282800
Census Tract 8412,min15,13.85026056,17031283100
Census Tract 8419,min15,13.22021264,17031283200
Census Tract 8358,min15,12.28174404,17031283800
Census Tract 8388,min15,16.77869945,17031290900
Census Tract 8423,min15,12.04150565,17031291200
Census Tract 8155,min15,11.45225296,17031291600
Census Tract 8432,min15,12.43689211,17031292200
Census Tract 8434,min15,8.789391549,17031292400
Census Tract 8426,min15,8.759835892,17031292500
Census Tract 8032,min15,8.678284603,17031300500
Census Tract 8033,min15,8.474295529,17031300600
Census Tract 8089,min15,8.161657809,17031300700
Census Tract 8090,min15,7.725043914,17031300800
Census Tract 3018.03,min15,7.414556969,17031300900
Census Tract 8091,min15,7.327794407,17031301100
Census Tract 8092,min15,11.36228537,17031301200
Census Tract 8093,min15,7.308615118,17031301600
Census Tract 2210,min15,7.473360405,17031301701
Census Tract 2211,min15,7.320688728,17031301702
Census Tract 2428,min15,8.083222305,17031301801
Census Tract 2429,min15,8.562390413,17031301802
Census Tract 2430,min15,7.855051695,17031301803
Census Tract 2431,min15,18.80127093,17031310200
Census Tract 2432,min15,16.8551744,17031310300
Census Tract 2433,min15,16.27162387,17031310400
Census Tract 2434,min15,15.57274359,17031310500
Census Tract 714,min15,15.12543561,17031310600
Census Tract 1104,min15,11.77387579,17031310700
Census Tract 1506,min15,11.81205744,17031310800
Census Tract 1507,min15,11.35303072,17031310900
Census Tract 1508,min15,12.71786031,17031320100
Census Tract 1511,min15,14.7274385,17031320400
Census Tract 1512,min15,17.80548673,17031320600
Census Tract 2415,min15,16.89156419,17031330100
Census Tract 2411,min15,16.20825116,17031330200
Census Tract 2416,min15,15.99143889,17031340300
Census Tract 2413,min15,17.41475737,17031340400
Census Tract 2414,min15,16.11636034,17031340500
Census Tract 2435,min15,16.04403757,17031340600
Census Tract 2502,min15,14.69311369,17031350100
Census Tract 2503,min15,14.728615,17031350400
Census Tract 2504,min15,13.60702963,17031351000
Census Tract 2505,min15,14.4426524,17031351100
Census Tract 715,min15,15.73914979,17031351400
Census Tract 718,min15,16.5389346,17031351500
Census Tract 801,min15,13.53187166,17031360200
Census Tract 803,min15,13.93248492,17031380100
Census Tract 804,min15,14.07111871,17031380200
Census Tract 1601,min15,15.74786318,17031380500
Census Tract 1602,min15,15.53716303,17031380700
Census Tract 1603,min15,14.64567732,17031381200
Census Tract 1604,min15,15.38086706,17031381400
Census Tract 1607,min15,15.38086706,17031381500
Census Tract 2213,min15,14.74958611,17031381800
Census Tract 2215,min15,9.994889246,17031381900
Census Tract 2214,min15,13.46736153,17031390100
Census Tract 2506,min15,13.37776162,17031390200
Census Tract 2507,min15,13.34763288,17031390300
Census Tract 2508,min15,9.758954011,17031390400
Census Tract 2510,min15,13.31819874,17031390500
Census Tract 2511,min15,10.54538945,17031390600
Census Tract 514,min15,10.73159509,17031390700
Census Tract 601,min15,15.41044047,17031400300
Census Tract 603,min15,10.84431935,17031400400
Census Tract 608,min15,14.84400462,17031400500
Census Tract 1608,min15,10.98481789,17031400800
Census Tract 1609,min15,10.27989859,17031410100
Census Tract 1610,min15,5.927611042,17031410200
Census Tract 1611,min15,5.521646171,17031410500
Census Tract 1612,min15,5.873670859,17031410600
Census Tract 1613,min15,5.884025327,17031410700
Census Tract 1701,min15,6.344593621,17031410800
Census Tract 2216,min15,10.31325671,17031410900
Census Tract 2421,min15,10.21990353,17031411000
Census Tract 2420,min15,6.37257428,17031411100
Census Tract 2512,min15,5.902370534,17031411200
Census Tract 2513,min15,5.915622893,17031420100
Census Tract 513,min15,5.955936871,17031420200
Census Tract 6007,min15,5.995358789,17031420300
Census Tract 6009,min15,6.121109254,17031420400
Census Tract 8212,min15,6.211450237,17031420500
Census Tract 6720,min15,7.527960973,17031420600
Census Tract 7109,min15,6.199978556,17031420700
Census Tract 7110,min15,6.058256444,17031420800
Census Tract 7111,min15,7.712898785,17031421200
Census Tract 7112,min15,5.835734197,17031430101
Census Tract 7115,min15,5.743296766,17031430102
Census Tract 7113,min15,5.802254015,17031430200
Census Tract 7114,min15,5.814940349,17031430300
Census Tract 2705,min15,6.222468842,17031430400
Census Tract 2712,min15,5.816390446,17031430500
Census Tract 2713,min15,5.763538747,17031430600
Census Tract 2714,min15,5.729544618,17031430700
Census Tract 3501,min15,5.506853336,17031430800
Census Tract 3504,min15,5.649518276,17031430900
Census Tract 3510,min15,5.616663371,17031431200
Census Tract 3514,min15,5.351706696,17031431301
Census Tract 3602,min15,5.50353195,17031431302
Census Tract 8139,min15,5.39997898,17031431400
Census Tract 8226.01,min15,6.446235369,17031440101
Census Tract 8227.01,min15,5.747562359,17031440102
Census Tract 8227.02,min15,6.630376354,17031440201
Census Tract 8228.01,min15,6.482844794,17031440202
Census Tract 8230.02,min15,7.949473285,17031440300
Census Tract 8140,min15,7.549369491,17031440600
Census Tract 8141,min15,7.372172098,17031440700
Census Tract 8142,min15,6.391314473,17031440800
Census Tract 8143,min15,6.98088789,17031440900
Census Tract 8144,min15,5.931414388,17031450300
Census Tract 8231.01,min15,5.260142995,17031460100
Census Tract 8233.02,min15,1.625648843,17031460200
Census Tract 8233.03,min15,5.501703674,17031460301
Census Tract 8235,min15,5.221220747,17031460302
Census Tract 8145,min15,5.658924402,17031460400
Census Tract 8146,min15,5.812666301,17031460500
Census Tract 8148,min15,5.70650678,17031460600
Census Tract 8149,min15,5.629226487,17031460700
Census Tract 8150,min15,5.709921235,17031461000
Census Tract 8151,min15,1.981322272,17031470100
Census Tract 8236.02,min15,5.937449196,17031480100
Census Tract 8236.04,min15,5.614059172,17031480200
Census Tract 8236.05,min15,5.7517719,17031480300
Census Tract 8237.02,min15,5.75209119,17031480400
Census Tract 1605.01,min15,5.863264671,17031480500
Census Tract 8152,min15,7.361196665,17031490300
Census Tract 8153,min15,7.137036584,17031490400
Census Tract 8154,min15,7.020167942,17031490500
Census Tract 8237.04,min15,10.05500737,17031490600
Census Tract 8237.05,min15,7.099882401,17031490700
Census Tract 8241.08,min15,6.784605675,17031490800
Census Tract 8158,min15,2.374447435,17031490901
Census Tract 8159,min15,2.967072956,17031490902
Census Tract 8160,min15,2.827903672,17031491000
Census Tract 8162,min15,2.97947652,17031491100
Census Tract 8245.07,min15,2.816847608,17031491200
Census Tract 8246.02,min15,2.286345215,17031491300
Census Tract 8247.01,min15,2.208389501,17031491400
Census Tract 8247.02,min15,1.853819623,17031500100
Census Tract 8252,min15,1.710018385,17031500200
Census Tract 401,min15,2.200320026,17031500300
Census Tract 403,min15,5.412808294,17031510100
Census Tract 8163,min15,5.506038354,17031510200
Census Tract 8164.01,min15,1.762296736,17031510300
Census Tract 8164.02,min15,1.544221042,17031520100
Census Tract 8166,min15,1.541730616,17031520200
Census Tract 8167,min15,1.644721857,17031520300
Census Tract 8255.03,min15,1.624140944,17031520400
Census Tract 8255.04,min15,1.291206079,17031520500
Census Tract 8255.05,min15,1.28818199,17031520600
Census Tract 8257,min15,2.11074567,17031530100
Census Tract 6603.01,min15,2.078347667,17031530200
Census Tract 2207.01,min15,2.95982072,17031530300
Census Tract 633.02,min15,2.154737083,17031530400
Census Tract 2522.01,min15,0.923296226,17031530501
Census Tract 6603.02,min15,1.567341363,17031530502
Census Tract 7302.02,min15,2.445709842,17031530503
Census Tract 8133.02,min15,1.617052078,17031530600
Census Tract 8137.02,min15,1.598893779,17031540101
Census Tract 8133.01,min15,1.860012806,17031540102
Census Tract 8024.03,min15,0.385462441,17031550100
Census Tract 8030.16,min15,1.022652411,17031550200
Census Tract 8037.01,min15,4.829275805,17031560100
Census Tract 8041.08,min15,4.068971391,17031560200
Census Tract 8047.15,min15,3.867900971,17031560300
Census Tract 8356,min15,3.98451707,17031560400
Census Tract 8400,min15,3.283933043,17031560700
Census Tract 8364,min15,2.853199309,17031560800
Census Tract 8361,min15,2.945871656,17031560900
Census Tract 8346,min15,2.891858463,17031561000
Census Tract 8436,min15,2.691720282,17031561100
Census Tract 619.02,min15,3.961278598,17031570100
Census Tract 301.02,min15,4.059242436,17031570200
Census Tract 301.03,min15,3.100383984,17031570300
Census Tract 307.06,min15,3.234690033,17031570400
Census Tract 306.01,min15,2.548512497,17031570500
Census Tract 812.02,min15,7.287927485,17031580100
Census Tract 633.03,min15,7.451838125,17031580200
Census Tract 2209.01,min15,7.259328524,17031580300
Census Tract 2106.02,min15,6.901595873,17031580400
Census Tract 2206.02,min15,6.919575602,17031580501
Census Tract 2206.01,min15,6.702547413,17031580502
Census Tract 404.01,min15,7.050558235,17031580600
Census Tract 2522.02,min15,7.284723987,17031580700
Census Tract 2521.02,min15,6.684592655,17031580800
Census Tract 7706.01,min15,11.6537829,17031590500
Census Tract 8061.03,min15,11.4480341,17031590600
Census Tract 8026.10,min15,14.22549536,17031590700
Census Tract 8026.09,min15,14.68686995,17031600400
Census Tract 8046.10,min15,14.69370511,17031600600
Census Tract 7702.01,min15,11.33804314,17031600700
Census Tract 8043.08,min15,14.45996069,17031600900
Census Tract 8206.05,min15,10.13642087,17031610300
Census Tract 8363,min15,10.79705577,17031610400
Census Tract 8345,min15,15.43020178,17031610800
Census Tract 8359,min15,10.24645443,17031611000
Census Tract 8360,min15,10.393851,17031611100
Census Tract 8362,min15,10.73034545,17031611200
Census Tract 8344,min15,10.72414553,17031611300
Census Tract 8343,min15,10.05134616,17031611400
Census Tract 701.01,min15,10.02967652,17031611500
Census Tract 1105.01,min15,5.8874022,17031611600
Census Tract 301.04,min15,6.031835092,17031611700
Census Tract 814.01,min15,9.92952982,17031611800
Census Tract 4301.02,min15,9.834612577,17031611900
Census Tract 7709.02,min15,10.88063151,17031612000
Census Tract 8241.21,min15,10.85431525,17031612100
Census Tract 4301.01,min15,2.263104198,17031620100
Census Tract 8041.09,min15,1.963763002,17031620200
Census Tract 8045.07,min15,1.92013121,17031620300
Census Tract 8046.11,min15,1.913682889,17031620400
Census Tract 8240.04,min15,10.16695947,17031630100
Census Tract 8240.06,min15,6.363205649,17031630200
Census Tract 2521.01,min15,2.086001494,17031630300
Census Tract 105.01,min15,2.065653254,17031630400
Census Tract 207.01,min15,5.976636556,17031630500
Census Tract 102.01,min15,1.675373031,17031630800
Census Tract 7608.01,min15,1.858069267,17031630900
Census Tract 8390,min15,4.740670396,17031640100
Census Tract 4402.01,min15,2.180312855,17031640300
Census Tract 5401.01,min15,2.252131494,17031640400
Census Tract 8020.04,min15,2.597375954,17031640500
Census Tract 8020.03,min15,1.576076959,17031640600
Census Tract 8030.13,min15,4.481966614,17031640700
Census Tract 8026.08,min15,4.938863144,17031640800
Census Tract 8030.15,min15,1.996727443,17031650100
Census Tract 8030.14,min15,4.099579588,17031650200
Census Tract 8340,min15,4.182066063,17031650301
Census Tract 8339,min15,4.148499913,17031650302
Census Tract 8192,min15,5.133648957,17031650400
Census Tract 8156,min15,3.840061367,17031650500
Census Tract 8180,min15,2.473285726,17031660301
Census Tract 8120,min15,1.696382946,17031660302
Census Tract 8294.02,min15,1.713084528,17031660400
Census Tract 8113.02,min15,4.652735869,17031660500
Census Tract 8028.02,min15,2.404241077,17031660600
Census Tract 8198.01,min15,2.707442532,17031660700
Census Tract 8198.02,min15,2.438728318,17031660800
Census Tract 8199,min15,4.66575578,17031660900
Census Tract 8200,min15,4.830967284,17031661000
