variable,group,value,id
Census Tract 311,30min,0.0659276,17031031100
Census Tract 312,30min,0.0368868,17031031200
Census Tract 313,30min,0.041405,17031031300
Census Tract 314,30min,0.0636672,17031031400
Census Tract 315.01,30min,0.0249272,17031031501
Census Tract 315.02,30min,0.029779,17031031502
Census Tract 317,30min,0.014463,17031031700
Census Tract 318,30min,0.0443337,17031031800
Census Tract 319,30min,0.0304966,17031031900
Census Tract 321,30min,0.0288176,17031032100
Census Tract 401,30min,0.0488398,17031040100
Census Tract 402.01,30min,0.058171,17031040201
Census Tract 402.02,30min,0.0384358,17031040202
Census Tract 403,30min,0.0252209,17031040300
Census Tract 404.01,30min,0.0206187,17031040401
Census Tract 404.02,30min,0.922255,17031040402
Census Tract 406,30min,0.0480357,17031040600
Census Tract 407,30min,0.0246505,17031040700
Census Tract 408,30min,0.015819,17031040800
Census Tract 409,30min,0.0466979,17031040900
Census Tract 501,30min,0.0225462,17031050100
Census Tract 502,30min,0.0616098,17031050200
Census Tract 503,30min,0.0454349,17031050300
Census Tract 505,30min,0.0553371,17031050500
Census Tract 506,30min,0.0523562,17031050600
Census Tract 507,30min,0.027509,17031050700
Census Tract 508,30min,0.0258697,17031050800
Census Tract 509,30min,0.0434736,17031050900
Census Tract 510,30min,0.0141157,17031051000
Census Tract 511,30min,0.0302752,17031051100
Census Tract 512,30min,0.03461,17031051200
Census Tract 513,30min,0.060399,17031051300
Census Tract 514,30min,0.055649,17031051400
Census Tract 601,30min,0.0709205,17031060100
Census Tract 602,30min,0.0445987,17031060200
Census Tract 603,30min,0.0240155,17031060300
Census Tract 604,30min,0.0222256,17031060400
Census Tract 605,30min,0.0561197,17031060500
Census Tract 608,30min,0.0366916,17031060800
Census Tract 609,30min,0.693171,17031060900
Census Tract 610,30min,0.0704725,17031061000
Census Tract 611,30min,0.0329158,17031061100
Census Tract 612,30min,0.0495375,17031061200
Census Tract 615,30min,0.0727373,17031061500
Census Tract 618,30min,0.943739,17031061800
Census Tract 619.01,30min,0.0493897,17031061901
Census Tract 619.02,30min,0.049373,17031061902
Census Tract 620,30min,0.0505772,17031062000
Census Tract 621,30min,0.0401849,17031062100
Census Tract 622,30min,0.0271646,17031062200
Census Tract 623,30min,0.0343936,17031062300
Census Tract 624,30min,0.0104222,17031062400
Census Tract 625,30min,0.00362262,17031062500
Census Tract 626,30min,0.0202689,17031062600
Census Tract 627,30min,0.0315724,17031062700
Census Tract 628,30min,0.0155139,17031062800
Census Tract 629,30min,0.0246254,17031062900
Census Tract 630,30min,0.0053435,17031063000
Census Tract 631,30min,0.0463724,17031063100
Census Tract 632,30min,0.0245855,17031063200
Census Tract 633.01,30min,0.0368928,17031063301
Census Tract 633.02,30min,0.0331832,17031063302
Census Tract 633.03,30min,0.0214541,17031063303
Census Tract 634,30min,0.00270306,17031063400
Census Tract 701.01,30min,0.0345728,17031070101
Census Tract 701.02,30min,0.0270195,17031070102
Census Tract 701.03,30min,0.0125338,17031070103
Census Tract 702,30min,0.0104164,17031070200
Census Tract 703,30min,0.0311305,17031070300
Census Tract 704,30min,0.0148862,17031070400
Census Tract 705,30min,0.00485805,17031070500
Census Tract 706,30min,0.0228794,17031070600
Census Tract 707,30min,0.0531121,17031070700
Census Tract 710,30min,0.0312768,17031071000
Census Tract 711,30min,0.0248759,17031071100
Census Tract 712,30min,0.0261447,17031071200
Census Tract 713,30min,0.0160755,17031071300
Census Tract 714,30min,0.0337421,17031071400
Census Tract 715,30min,0.00434603,17031071500
Census Tract 716,30min,0.0541217,17031071600
Census Tract 717,30min,0.0594579,17031071700
Census Tract 718,30min,0.0146687,17031071800
Census Tract 801,30min,0.0142514,17031080100
Census Tract 802.01,30min,0.00671938,17031080201
Census Tract 802.02,30min,0.032021,17031080202
Census Tract 803,30min,0.0220361,17031080300
Census Tract 804,30min,0.0596169,17031080400
Census Tract 810,30min,0.0151532,17031081000
Census Tract 811,30min,0.0125741,17031081100
Census Tract 812.01,30min,0.00602869,17031081201
Census Tract 812.02,30min,0.0343266,17031081202
Census Tract 813,30min,0.0376688,17031081300
Census Tract 814.01,30min,0.0203974,17031081401
Census Tract 814.02,30min,0.0356317,17031081402
Census Tract 814.03,30min,0.0177415,17031081403
Census Tract 815,30min,0.00548906,17031081500
Census Tract 816,30min,0.00886987,17031081600
Census Tract 817,30min,0.0170096,17031081700
Census Tract 818,30min,0.0179516,17031081800
Census Tract 819,30min,0.0586377,17031081900
Census Tract 901,30min,0.125818,17031090100
Census Tract 902,30min,0.0463097,17031090200
Census Tract 903,30min,0.0641259,17031090300
Census Tract 1001,30min,0.0249169,17031100100
Census Tract 1002,30min,0.0514072,17031100200
Census Tract 1003,30min,0.418073,17031100300
Census Tract 1004,30min,0.0866919,17031100400
Census Tract 1005,30min,1.07111,17031100500
Census Tract 1006,30min,0.0155434,17031100600
Census Tract 1007,30min,0.0830647,17031100700
Census Tract 1101,30min,0.0501153,17031110100
Census Tract 1102,30min,0.0139611,17031110200
Census Tract 1103,30min,0.0533866,17031110300
Census Tract 1104,30min,0.0189138,17031110400
Census Tract 1105.01,30min,0.0804987,17031110501
Census Tract 1105.02,30min,0.0860213,17031110502
Census Tract 1201,30min,0.0442513,17031120100
Census Tract 1202,30min,0.0822501,17031120200
Census Tract 1203,30min,0.00584466,17031120300
Census Tract 1204,30min,0.0682016,17031120400
Census Tract 1301,30min,0.0463223,17031130100
Census Tract 1302,30min,0.197456,17031130200
Census Tract 1303,30min,0.0538982,17031130300
Census Tract 1401,30min,0.0303238,17031140100
Census Tract 1402,30min,0.845304,17031140200
Census Tract 1403.01,30min,1.03447,17031140301
Census Tract 1403.02,30min,0.298817,17031140302
Census Tract 1404,30min,0.0349454,17031140400
Census Tract 1405,30min,0.0379617,17031140500
Census Tract 1406.01,30min,0.0205859,17031140601
Census Tract 1406.02,30min,0.619775,17031140602
Census Tract 1407.01,30min,1.00677,17031140701
Census Tract 1407.02,30min,1.03282,17031140702
Census Tract 1408,30min,0.039095,17031140800
Census Tract 1502,30min,0.0491066,17031150200
Census Tract 1503,30min,0.0290182,17031150300
Census Tract 1504.01,30min,0.0314017,17031150401
Census Tract 1504.02,30min,0.0471462,17031150402
Census Tract 1505.01,30min,0.0866972,17031150501
Census Tract 1505.02,30min,0.0821328,17031150502
Census Tract 1506,30min,0.0417546,17031150600
Census Tract 1507,30min,0.0446937,17031150700
Census Tract 1508,30min,0.0582797,17031150800
Census Tract 1510.01,30min,0.0742662,17031151001
Census Tract 1510.02,30min,0.0527137,17031151002
Census Tract 1511,30min,0.0156784,17031151100
Census Tract 1512,30min,0.0552859,17031151200
Census Tract 1601,30min,0.0602886,17031160100
Census Tract 1602,30min,0.3755,17031160200
Census Tract 1603,30min,0.307593,17031160300
Census Tract 1604,30min,0.0315101,17031160400
Census Tract 1605.01,30min,0.985159,17031160501
Census Tract 1605.02,30min,1.02851,17031160502
Census Tract 1606.01,30min,0.0781126,17031160601
Census Tract 1606.02,30min,0.855111,17031160602
Census Tract 1607,30min,0.636278,17031160700
Census Tract 1608,30min,0.566251,17031160800
Census Tract 1609,30min,0.921175,17031160900
Census Tract 1610,30min,0.00548705,17031161000
Census Tract 1611,30min,0.0794788,17031161100
Census Tract 1612,30min,0.0981612,17031161200
Census Tract 1613,30min,0.0457198,17031161300
Census Tract 1701,30min,0.153084,17031170100
Census Tract 1702,30min,0.578194,17031170200
Census Tract 1703,30min,0.0807399,17031170300
Census Tract 1704,30min,0.0315973,17031170400
Census Tract 1705,30min,0.129526,17031170500
Census Tract 1706,30min,0.150361,17031170600
Census Tract 1707,30min,0.0315238,17031170700
Census Tract 1708,30min,0.0121686,17031170800
Census Tract 1709,30min,0.0599132,17031170900
Census Tract 1710,30min,0.0311308,17031171000
Census Tract 1711,30min,0.0861195,17031171100
Census Tract 1801,30min,0.0657749,17031180100
Census Tract 1901,30min,0.0592589,17031190100
Census Tract 1902,30min,0.0592581,17031190200
Census Tract 1903,30min,0.0209718,17031190300
Census Tract 1904.01,30min,0.0312838,17031190401
Census Tract 1904.02,30min,0.052353,17031190402
Census Tract 1906.01,30min,0.0859258,17031190601
Census Tract 1906.02,30min,0.0500033,17031190602
Census Tract 1907.01,30min,0.401247,17031190701
Census Tract 1907.02,30min,0.032141,17031190702
Census Tract 1908,30min,0.0601306,17031190800
Census Tract 1909,30min,0.0603179,17031190900
Census Tract 1910,30min,0.0458091,17031191000
Census Tract 1911,30min,0.0575493,17031191100
Census Tract 1912,30min,0.0559693,17031191200
Census Tract 1913.01,30min,0.0943537,17031191301
Census Tract 1913.02,30min,0.0349682,17031191302
Census Tract 2001,30min,0.925028,17031200100
Census Tract 2002,30min,0.038545,17031200200
Census Tract 2003,30min,0.00924288,17031200300
Census Tract 2004.01,30min,0.0397619,17031200401
Census Tract 2004.02,30min,0.0524746,17031200402
Census Tract 2101,30min,0.00231317,17031210100
Census Tract 2104,30min,0.717279,17031210400
Census Tract 2105.01,30min,0.0226684,17031210501
Census Tract 2105.02,30min,0.0678494,17031210502
Census Tract 2106.01,30min,0.0283758,17031210601
Census Tract 2106.02,30min,0.00465823,17031210602
Census Tract 2107,30min,0.289646,17031210700
Census Tract 2108,30min,0.0324903,17031210800
Census Tract 2109,30min,0.0466632,17031210900
Census Tract 2203,30min,0.0537666,17031220300
Census Tract 2204,30min,0.0476132,17031220400
Census Tract 2205,30min,0.0363,17031220500
Census Tract 2206.01,30min,0.0203334,17031220601
Census Tract 2206.02,30min,0.027998,17031220602
Census Tract 2207.01,30min,0.0260956,17031220701
Census Tract 2207.02,30min,0.0682206,17031220702
Census Tract 2209.01,30min,0.362304,17031220901
Census Tract 2209.02,30min,0.0274235,17031220902
Census Tract 2210,30min,0.057928,17031221000
Census Tract 2211,30min,0.0363929,17031221100
Census Tract 2212,30min,0.0427184,17031221200
Census Tract 2213,30min,0.0362752,17031221300
Census Tract 2214,30min,0.0641943,17031221400
Census Tract 2215,30min,0.734401,17031221500
Census Tract 2216,30min,0.0131315,17031221600
Census Tract 2222,30min,0.250352,17031222200
Census Tract 2225,30min,0.0411775,17031222500
Census Tract 2226,30min,0.0208997,17031222600
Census Tract 2227,30min,0.0395696,17031222700
Census Tract 2228,30min,0.064832,17031222800
Census Tract 2229,30min,0.0875837,17031222900
Census Tract 2301,30min,0.0308756,17031230100
Census Tract 2302,30min,0.0338245,17031230200
Census Tract 2303,30min,0.067447,17031230300
Census Tract 2304,30min,0.0423513,17031230400
Census Tract 2305,30min,0.0524054,17031230500
Census Tract 2306,30min,0.0332372,17031230600
Census Tract 2307,30min,0.0338706,17031230700
Census Tract 2308,30min,0.402706,17031230800
Census Tract 2309,30min,0.331248,17031230900
Census Tract 2311,30min,0.0624603,17031231100
Census Tract 2312,30min,0.053721,17031231200
Census Tract 2315,30min,0.0210111,17031231500
Census Tract 2402,30min,0.0289963,17031240200
Census Tract 2403,30min,0.0258251,17031240300
Census Tract 2405,30min,0.0255475,17031240500
Census Tract 2406,30min,0.0561227,17031240600
Census Tract 2407,30min,0.0399451,17031240700
Census Tract 2408,30min,0.0384792,17031240800
Census Tract 2409,30min,0.0225596,17031240900
Census Tract 2410,30min,0.0409696,17031241000
Census Tract 2411,30min,0.0420909,17031241100
Census Tract 2412,30min,0.0209292,17031241200
Census Tract 2413,30min,0.0412439,17031241300
Census Tract 2414,30min,0.0361339,17031241400
Census Tract 2415,30min,0.0277875,17031241500
Census Tract 2416,30min,0.0486001,17031241600
Census Tract 2420,30min,0.0456101,17031242000
Census Tract 2421,30min,0.0324766,17031242100
Census Tract 2422,30min,0.0471641,17031242200
Census Tract 2423,30min,0.0254459,17031242300
Census Tract 2424,30min,0.0408275,17031242400
Census Tract 2425,30min,0.0355428,17031242500
Census Tract 2426,30min,0.029168,17031242600
Census Tract 2427,30min,0.0278409,17031242700
Census Tract 2428,30min,0.0102741,17031242800
Census Tract 2429,30min,0.0384552,17031242900
Census Tract 2430,30min,0.010927,17031243000
Census Tract 2431,30min,0.0185998,17031243100
Census Tract 2432,30min,0.0375595,17031243200
Census Tract 2433,30min,0.0565603,17031243300
Census Tract 2434,30min,0.14283,17031243400
Census Tract 2435,30min,0.525475,17031243500
Census Tract 2502,30min,0.128153,17031250200
Census Tract 2503,30min,0.131738,17031250300
Census Tract 2504,30min,0.245375,17031250400
Census Tract 2505,30min,0.0470158,17031250500
Census Tract 2506,30min,0.15813,17031250600
Census Tract 2507,30min,0.688162,17031250700
Census Tract 2508,30min,0.268672,17031250800
Census Tract 2510,30min,0.0502257,17031251000
Census Tract 2511,30min,0.679066,17031251100
Census Tract 2512,30min,0.610065,17031251200
Census Tract 2513,30min,0.0920552,17031251300
Census Tract 2514,30min,0.0640899,17031251400
Census Tract 2515,30min,0.226626,17031251500
Census Tract 2516,30min,0.0667082,17031251600
Census Tract 2517,30min,0.0178,17031251700
Census Tract 2518,30min,0.571272,17031251800
Census Tract 2519,30min,0.0103955,17031251900
Census Tract 2520,30min,0.0434133,17031252000
Census Tract 2521.01,30min,0.0969581,17031252101
Census Tract 2521.02,30min,0.513938,17031252102
Census Tract 2522.01,30min,0.118781,17031252201
Census Tract 2522.02,30min,0.380855,17031252202
Census Tract 2601,30min,0.0401409,17031260100
Census Tract 2602,30min,0.0784935,17031260200
Census Tract 2603,30min,0.100484,17031260300
Census Tract 2604,30min,0.137901,17031260400
Census Tract 2605,30min,0.134473,17031260500
Census Tract 2606,30min,0.103744,17031260600
Census Tract 2607,30min,0.073424,17031260700
Census Tract 2608,30min,0.0632973,17031260800
Census Tract 2609,30min,0.103366,17031260900
Census Tract 2610,30min,0.0953389,17031261000
Census Tract 2705,30min,0.0575291,17031270500
Census Tract 2712,30min,0.0707404,17031271200
Census Tract 2713,30min,0.0279629,17031271300
Census Tract 2714,30min,0.0417477,17031271400
Census Tract 2715,30min,0.0236656,17031271500
Census Tract 2718,30min,0.0976243,17031271800
Census Tract 2801,30min,0.0216419,17031280100
Census Tract 2804,30min,0.0483727,17031280400
Census Tract 2808,30min,0.0484776,17031280800
Census Tract 2809,30min,0.075402,17031280900
Census Tract 2819,30min,0.00943142,17031281900
Census Tract 2827,30min,0.262528,17031282700
Census Tract 2828,30min,0.332278,17031282800
Census Tract 2831,30min,0.011805,17031283100
Census Tract 2832,30min,0.0249671,17031283200
Census Tract 2838,30min,0.117172,17031283800
Census Tract 2909,30min,0.108665,17031290900
Census Tract 2912,30min,0.0629474,17031291200
Census Tract 2916,30min,0.0159007,17031291600
Census Tract 2922,30min,0.07723,17031292200
Census Tract 2924,30min,0.0376328,17031292400
Census Tract 2925,30min,0.072231,17031292500
Census Tract 3005,30min,0.051429,17031300500
Census Tract 3006,30min,0.0450672,17031300600
Census Tract 3007,30min,0.0503274,17031300700
Census Tract 3008,30min,0.0145039,17031300800
Census Tract 3009,30min,0.0469688,17031300900
Census Tract 3011,30min,0.0805634,17031301100
Census Tract 3012,30min,0.0441066,17031301200
Census Tract 3016,30min,0.0518345,17031301600
Census Tract 3017.01,30min,0.0272165,17031301701
Census Tract 3017.02,30min,0.068476,17031301702
Census Tract 3018.01,30min,0.0756763,17031301801
Census Tract 3018.02,30min,0.0140165,17031301802
Census Tract 3018.03,30min,0.0653347,17031301803
Census Tract 3102,30min,0.0396192,17031310200
Census Tract 3103,30min,0.022763,17031310300
Census Tract 3104,30min,0.0300675,17031310400
Census Tract 3105,30min,0.0510997,17031310500
Census Tract 3106,30min,0.0355583,17031310600
Census Tract 3107,30min,0.0320628,17031310700
Census Tract 3108,30min,0.0425015,17031310800
Census Tract 3109,30min,0.0712707,17031310900
Census Tract 3201,30min,0.0935029,17031320100
Census Tract 3204,30min,0.0274003,17031320400
Census Tract 3206,30min,0.00258277,17031320600
Census Tract 3301,30min,0.0318456,17031330100
Census Tract 3302,30min,0.0703456,17031330200
Census Tract 3403,30min,0.508986,17031340300
Census Tract 3404,30min,0.171483,17031340400
Census Tract 3405,30min,0.0481903,17031340500
Census Tract 3406,30min,0.0509101,17031340600
Census Tract 3501,30min,0.0296848,17031350100
Census Tract 3504,30min,0.102412,17031350400
Census Tract 3510,30min,0.852741,17031351000
Census Tract 3511,30min,0.062103,17031351100
Census Tract 3514,30min,0.041663,17031351400
Census Tract 3515,30min,0.048329,17031351500
Census Tract 3602,30min,0.0399076,17031360200
Census Tract 3801,30min,0.0767937,17031380100
Census Tract 3802,30min,1.00765,17031380200
Census Tract 3805,30min,0.0699292,17031380500
Census Tract 3807,30min,0.0351566,17031380700
Census Tract 3812,30min,0.0571601,17031381200
Census Tract 3814,30min,0.0137498,17031381400
Census Tract 3815,30min,0.0477346,17031381500
Census Tract 3818,30min,0.0618111,17031381800
Census Tract 3819,30min,0.0270782,17031381900
Census Tract 3901,30min,0.00270824,17031390100
Census Tract 3902,30min,0.0513112,17031390200
Census Tract 3903,30min,0.619555,17031390300
Census Tract 3904,30min,0.0740803,17031390400
Census Tract 3905,30min,0.991229,17031390500
Census Tract 3906,30min,0.0715874,17031390600
Census Tract 3907,30min,0.0382664,17031390700
Census Tract 4003,30min,0.675158,17031400300
Census Tract 4004,30min,0.0884807,17031400400
Census Tract 4005,30min,0.0638658,17031400500
Census Tract 4008,30min,0.111383,17031400800
Census Tract 4101,30min,0.0238238,17031410100
Census Tract 4102,30min,0.0464226,17031410200
Census Tract 4105,30min,0.026697,17031410500
Census Tract 4106,30min,0.0663617,17031410600
Census Tract 4107,30min,0.0584869,17031410700
Census Tract 4108,30min,0.0243722,17031410800
Census Tract 4109,30min,0.0107965,17031410900
Census Tract 4110,30min,0.0147332,17031411000
Census Tract 4111,30min,0.0251977,17031411100
Census Tract 4112,30min,0.0144242,17031411200
Census Tract 4201,30min,0.0626308,17031420100
Census Tract 4202,30min,0.062302,17031420200
Census Tract 4203,30min,0.0419358,17031420300
Census Tract 4204,30min,0.0589497,17031420400
Census Tract 4205,30min,0.0610137,17031420500
Census Tract 4206,30min,0.0727071,17031420600
Census Tract 4207,30min,0.11951,17031420700
Census Tract 4208,30min,0.110204,17031420800
Census Tract 4212,30min,0.508376,17031421200
Census Tract 4301.01,30min,0.0807852,17031430101
Census Tract 4301.02,30min,0.0691063,17031430102
Census Tract 4302,30min,0.635844,17031430200
Census Tract 4303,30min,0.115937,17031430300
Census Tract 4304,30min,0.0768172,17031430400
Census Tract 4305,30min,0.0310273,17031430500
Census Tract 4306,30min,0.0201959,17031430600
Census Tract 4307,30min,0.039282,17031430700
Census Tract 4308,30min,0.0568095,17031430800
Census Tract 4309,30min,0.068469,17031430900
Census Tract 4312,30min,0.0612328,17031431200
Census Tract 4313.01,30min,0.0769457,17031431301
Census Tract 4313.02,30min,1.00747,17031431302
Census Tract 4314,30min,0.307433,17031431400
Census Tract 4401.01,30min,0.8348,17031440101
Census Tract 4401.02,30min,0.0572782,17031440102
Census Tract 4402.01,30min,0.82904,17031440201
Census Tract 4402.02,30min,0.820875,17031440202
Census Tract 4403,30min,0.0742632,17031440300
Census Tract 4406,30min,0.584044,17031440600
Census Tract 4407,30min,0.307507,17031440700
Census Tract 4408,30min,0.07539,17031440800
Census Tract 4409,30min,0.698938,17031440900
Census Tract 4503,30min,0.0500677,17031450300
Census Tract 4601,30min,0.137605,17031460100
Census Tract 4602,30min,0.0801343,17031460200
Census Tract 4603.01,30min,0.128048,17031460301
Census Tract 4603.02,30min,0.121664,17031460302
Census Tract 4604,30min,0.0908203,17031460400
Census Tract 4605,30min,0.071172,17031460500
Census Tract 4606,30min,0.110674,17031460600
Census Tract 4607,30min,0.0608058,17031460700
Census Tract 4610,30min,0.0336416,17031461000
Census Tract 4701,30min,0.115563,17031470100
Census Tract 4801,30min,0.059072,17031480100
Census Tract 4802,30min,0.0235617,17031480200
Census Tract 4803,30min,0.0375933,17031480300
Census Tract 4804,30min,0.0673084,17031480400
Census Tract 4805,30min,0.045261,17031480500
Census Tract 4903,30min,0.27196,17031490300
Census Tract 4904,30min,0.734576,17031490400
Census Tract 4905,30min,0.461396,17031490500
Census Tract 4906,30min,0.383336,17031490600
Census Tract 4907,30min,0.138437,17031490700
Census Tract 4908,30min,0.161261,17031490800
Census Tract 4909.01,30min,0.0900306,17031490901
Census Tract 4909.02,30min,0.131957,17031490902
Census Tract 4910,30min,0.0699465,17031491000
Census Tract 4911,30min,0.289302,17031491100
Census Tract 4912,30min,0.38294,17031491200
Census Tract 4913,30min,0.0429832,17031491300
Census Tract 4914,30min,0.075323,17031491400
Census Tract 5001,30min,0.729631,17031500100
Census Tract 5002,30min,0.16869,17031500200
Census Tract 5003,30min,0.0554714,17031500300
Census Tract 5101,30min,0.0937791,17031510100
Census Tract 5102,30min,0.0489233,17031510200
Census Tract 5103,30min,0.0785779,17031510300
Census Tract 5201,30min,0.575445,17031520100
Census Tract 5202,30min,0.110414,17031520200
Census Tract 5203,30min,0.031807,17031520300
Census Tract 5204,30min,0.0145583,17031520400
Census Tract 5205,30min,0.374452,17031520500
Census Tract 5206,30min,0.432032,17031520600
Census Tract 5301,30min,0.0821871,17031530100
Census Tract 5302,30min,0.124837,17031530200
Census Tract 5303,30min,0.156949,17031530300
Census Tract 5304,30min,0.242599,17031530400
Census Tract 5305.01,30min,0.213842,17031530501
Census Tract 5305.02,30min,0.196683,17031530502
Census Tract 5305.03,30min,0.590705,17031530503
Census Tract 5306,30min,0.137562,17031530600
Census Tract 5401.01,30min,0.956108,17031540101
Census Tract 5401.02,30min,1.02993,17031540102
Census Tract 5501,30min,0.140896,17031550100
Census Tract 5502,30min,0.5366,17031550200
Census Tract 5601,30min,0.106435,17031560100
Census Tract 5602,30min,0.0942146,17031560200
Census Tract 5603,30min,0.063653,17031560300
Census Tract 5604,30min,0.0573072,17031560400
Census Tract 5607,30min,0.0490977,17031560700
Census Tract 5608,30min,0.0179341,17031560800
Census Tract 5609,30min,0.0428138,17031560900
Census Tract 5610,30min,0.0362848,17031561000
Census Tract 5611,30min,0.0368408,17031561100
Census Tract 5701,30min,0.0515671,17031570100
Census Tract 5702,30min,0.0418533,17031570200
Census Tract 5703,30min,0.552884,17031570300
Census Tract 5704,30min,0.0565336,17031570400
Census Tract 5705,30min,0.0505504,17031570500
Census Tract 5801,30min,0.286852,17031580100
Census Tract 5802,30min,0.134418,17031580200
Census Tract 5803,30min,0.113769,17031580300
Census Tract 5804,30min,0.00700301,17031580400
Census Tract 5805.01,30min,0.377603,17031580501
Census Tract 5805.02,30min,0.0235988,17031580502
Census Tract 5806,30min,1.05024,17031580600
Census Tract 5807,30min,0.254872,17031580700
Census Tract 5808,30min,0.284844,17031580800
Census Tract 5905,30min,0.150915,17031590500
Census Tract 5906,30min,0.345755,17031590600
Census Tract 5907,30min,0.770999,17031590700
Census Tract 6004,30min,0.938241,17031600400
Census Tract 6006,30min,0.736782,17031600600
Census Tract 6007,30min,0.999036,17031600700
Census Tract 6009,30min,0.867419,17031600900
Census Tract 6103,30min,0.539326,17031610300
Census Tract 6104,30min,0.64302,17031610400
Census Tract 6108,30min,0.127127,17031610800
Census Tract 6110,30min,0.127714,17031611000
Census Tract 6111,30min,0.104751,17031611100
Census Tract 6112,30min,0.881464,17031611200
Census Tract 6113,30min,0.954234,17031611300
Census Tract 6114,30min,0.645428,17031611400
Census Tract 6115,30min,0.0796534,17031611500
Census Tract 6116,30min,0.51615,17031611600
Census Tract 6117,30min,0.506613,17031611700
Census Tract 6118,30min,0.674851,17031611800
Census Tract 6119,30min,1.05741,17031611900
Census Tract 6120,30min,1.07597,17031612000
Census Tract 6121,30min,0.109518,17031612100
Census Tract 6201,30min,0.0736962,17031620100
Census Tract 6202,30min,0.0674883,17031620200
Census Tract 6203,30min,0.0810716,17031620300
Census Tract 6204,30min,0.0637686,17031620400
Census Tract 6301,30min,0.919472,17031630100
Census Tract 6302,30min,0.344617,17031630200
Census Tract 6303,30min,0.497403,17031630300
Census Tract 6304,30min,0.89047,17031630400
Census Tract 6305,30min,0.439802,17031630500
Census Tract 6308,30min,0.780071,17031630800
Census Tract 6309,30min,0.696295,17031630900
Census Tract 6401,30min,0.0955585,17031640100
Census Tract 6403,30min,0.0593412,17031640300
Census Tract 6404,30min,0.0730854,17031640400
Census Tract 6405,30min,0.0422514,17031640500
Census Tract 6406,30min,0.0518,17031640600
Census Tract 6407,30min,0.1177,17031640700
Census Tract 6408,30min,0.116634,17031640800
Census Tract 6501,30min,0.0367262,17031650100
Census Tract 6502,30min,0.0661407,17031650200
Census Tract 6503.01,30min,0.0627765,17031650301
Census Tract 6503.02,30min,0.0380932,17031650302
Census Tract 6504,30min,0.0585504,17031650400
Census Tract 6505,30min,0.154038,17031650500
Census Tract 6603.01,30min,0.120695,17031660301
Census Tract 6603.02,30min,0.7455,17031660302
Census Tract 6604,30min,0.0719296,17031660400
Census Tract 6605,30min,0.0938267,17031660500
Census Tract 6606,30min,0.303977,17031660600
Census Tract 6607,30min,0.129849,17031660700
Census Tract 6608,30min,0.0637674,17031660800
Census Tract 6609,30min,0.0568705,17031660900
Census Tract 6610,30min,0.10283,17031661000
Census Tract 6611,30min,0.0907032,17031661100
Census Tract 6701,30min,0.809183,17031670100
Census Tract 6702,30min,1.12265,17031670200
Census Tract 6703,30min,0.890486,17031670300
Census Tract 6704,30min,0.70379,17031670400
Census Tract 6705,30min,0.883413,17031670500
Census Tract 6706,30min,0.670116,17031670600
Census Tract 6707,30min,0.197668,17031670700
Census Tract 6708,30min,0.418147,17031670800
Census Tract 6709,30min,0.380541,17031670900
Census Tract 6711,30min,0.449725,17031671100
Census Tract 6712,30min,0.704232,17031671200
Census Tract 6713,30min,0.192925,17031671300
Census Tract 6714,30min,0.18795,17031671400
Census Tract 6715,30min,0.293319,17031671500
Census Tract 6716,30min,1.07346,17031671600
Census Tract 6718,30min,0.940147,17031671800
Census Tract 6719,30min,0.856275,17031671900
Census Tract 6720,30min,0.174271,17031672000
Census Tract 6805,30min,0.117874,17031680500
Census Tract 6806,30min,0.100574,17031680600
Census Tract 6809,30min,0.0833453,17031680900
Census Tract 6810,30min,0.0580749,17031681000
Census Tract 6811,30min,1.01971,17031681100
Census Tract 6812,30min,1.03777,17031681200
Census Tract 6813,30min,0.755303,17031681300
Census Tract 6814,30min,0.63891,17031681400
Census Tract 6903,30min,0.145399,17031690300
Census Tract 6904,30min,0.371541,17031690400
Census Tract 6905,30min,0.157181,17031690500
Census Tract 6909,30min,0.715263,17031690900
Census Tract 6910,30min,0.88256,17031691000
Census Tract 6911,30min,0.141115,17031691100
Census Tract 6912,30min,0.631784,17031691200
Census Tract 6913,30min,1.02176,17031691300
Census Tract 6914,30min,0.776326,17031691400
Census Tract 6915,30min,0.142798,17031691500
Census Tract 7001,30min,0.152242,17031700100
Census Tract 7002,30min,0.148155,17031700200
Census Tract 7003.01,30min,0.132446,17031700301
Census Tract 7003.02,30min,0.0678821,17031700302
Census Tract 7004.01,30min,0.148802,17031700401
Census Tract 7004.02,30min,0.0860931,17031700402
Census Tract 7005.01,30min,0.520523,17031700501
Census Tract 7005.02,30min,0.0482978,17031700502
Census Tract 7101,30min,1.12892,17031710100
Census Tract 7102,30min,1.11668,17031710200
Census Tract 7103,30min,1.04758,17031710300
Census Tract 7104,30min,1.01132,17031710400
Census Tract 7105,30min,0.83565,17031710500
Census Tract 7106,30min,0.523378,17031710600
Census Tract 7107,30min,0.914079,17031710700
Census Tract 7108,30min,0.913649,17031710800
Census Tract 7109,30min,0.142612,17031710900
Census Tract 7110,30min,0.857852,17031711000
Census Tract 7111,30min,0.696171,17031711100
Census Tract 7112,30min,0.545686,17031711200
Census Tract 7113,30min,0.160958,17031711300
Census Tract 7114,30min,1.04359,17031711400
Census Tract 7115,30min,1.08248,17031711500
Census Tract 7201,30min,0.0388335,17031720100
Census Tract 7202,30min,0.0846565,17031720200
Census Tract 7203,30min,0.0378463,17031720300
