group,variable,value
min30,17031770201,5.91426763
min30,17031770202,6.16981546
min30,17031770300,5.396771125
min30,17031770400,6.412262059
min30,17031770500,11.64114125
min30,17031770601,8.136436083
min30,17031770602,12.10319109
min30,17031770700,13.32718678
min30,17031770800,7.811555498
min30,17031770901,10.8998828
min30,17031770902,11.55881165
min30,17031800100,4.151851127
min30,17031800200,4.617499454
min30,17031800300,5.86458696
min30,17031800400,4.618177333
min30,17031800500,7.134819756
min30,17031800600,4.837902672
min30,17031800700,8.271505816
min30,17031800800,8.588664929
min30,17031800900,8.93452346
min30,17031801000,8.17360268
min30,17031801100,7.058062114
min30,17031801200,4.803675034
min30,17031801300,4.986818967
min30,17031801400,8.644313989
min30,17031801500,5.521255612
min30,17031801601,3.684329824
min30,17031801603,5.81208951
min30,17031801605,4.466584992
min30,17031801606,5.735962445
min30,17031801607,5.780517275
min30,17031801608,6.099487085
min30,17031801701,4.657319014
min30,17031801702,4.770225077
min30,17031801800,6.296820376
min30,17031801901,5.496062191
min30,17031801902,8.566544202
min30,17031802002,5.661337564
min30,17031802003,4.539289758
min30,17031802004,5.977429795
min30,17031802100,5.949152493
min30,17031802200,8.524162323
min30,17031802300,5.900476663
min30,17031802402,4.766909805
min30,17031802403,4.129489591
min30,17031802404,4.393120149
min30,17031802503,4.130308889
min30,17031802504,4.543608236
min30,17031802505,4.742784133
min30,17031802506,4.652843983
min30,17031802605,4.747908393
min30,17031802607,4.626428114
min30,17031802608,5.792991549
min30,17031802609,4.939671255
min30,17031802610,4.926926838
min30,17031802701,4.813584075
min30,17031802702,4.975578694
min30,17031802801,5.430389456
min30,17031802802,5.747739291
min30,17031802900,5.694788096
min30,17031803005,5.279531841
min30,17031803007,5.083287673
min30,17031803008,5.666046248
min30,17031803010,4.670605231
min30,17031803012,5.255838349
min30,17031803013,5.033215076
min30,17031803014,4.839260313
min30,17031803015,5.625991573
min30,17031803016,5.650758808
min30,17031803017,5.587351368
min30,17031803100,5.777163595
min30,17031803200,5.778706755
min30,17031803300,5.738907325
min30,17031803400,5.563515256
min30,17031803500,5.438170244
min30,17031803603,3.829471394
min30,17031803604,4.369796388
min30,17031803605,4.69384433
min30,17031803606,5.482672771
min30,17031803607,5.643781572
min30,17031803608,2.9012779
min30,17031803610,4.070057898
min30,17031803611,4.282160394
min30,17031803612,5.248870264
min30,17031803701,4.438284728
min30,17031803702,4.744622758
min30,17031803800,5.819003394
min30,17031803901,4.922337474
min30,17031803902,5.748716482
min30,17031804000,5.791130033
min30,17031804102,4.74926343
min30,17031804104,3.777860125
min30,17031804105,3.977962563
min30,17031804106,5.816681264
min30,17031804108,5.819947509
min30,17031804109,5.7213218
min30,17031804201,3.691869946
min30,17031804202,3.678544472
min30,17031804305,3.474775154
min30,17031804306,2.731467397
min30,17031804308,3.472137226
min30,17031804309,2.700587539
min30,17031804310,3.474775154
min30,17031804311,3.63729057
min30,17031804403,3.411152625
min30,17031804404,2.466179166
min30,17031804405,2.662994108
min30,17031804406,2.531726459
min30,17031804505,3.026168694
min30,17031804506,2.733761749
min30,17031804507,2.627856615
min30,17031804508,3.32382157
min30,17031804509,2.700587539
min30,17031804510,3.388114331
min30,17031804511,3.633225494
min30,17031804603,5.957812788
min30,17031804606,5.672268329
min30,17031804607,5.505338791
min30,17031804608,4.513186305
min30,17031804609,5.627642392
min30,17031804610,5.153706604
min30,17031804611,3.747036954
min30,17031804701,4.079923092
min30,17031804705,3.99716779
min30,17031804706,3.972776646
min30,17031804709,4.073523122
min30,17031804710,3.661134002
min30,17031804711,3.690156087
min30,17031804712,3.668249578
min30,17031804713,4.96477131
min30,17031804714,4.942284792
min30,17031804715,4.41523188
min30,17031804716,3.99716779
min30,17031804803,5.116060197
min30,17031804804,3.75217324
min30,17031804805,3.27194637
min30,17031804806,3.616217539
min30,17031804807,3.618345657
min30,17031804808,3.792855668
min30,17031804809,3.76341394
min30,17031804810,4.019117686
min30,17031804901,6.051650653
min30,17031804902,6.82929699
min30,17031805001,5.745369034
min30,17031805002,7.002105527
min30,17031805105,6.316734255
min30,17031805106,6.00967727
min30,17031805107,6.796644292
min30,17031805108,6.50246084
min30,17031805109,6.426326038
min30,17031805110,5.666584906
min30,17031805111,10.52606514
min30,17031805112,10.98266399
min30,17031805201,6.141327326
min30,17031805202,6.621179549
min30,17031805301,10.29041506
min30,17031805302,9.719905083
min30,17031805401,10.56236696
min30,17031805402,9.923458776
min30,17031805501,10.308975
min30,17031805502,10.52236661
min30,17031805600,11.08349522
min30,17031805701,11.21734492
min30,17031805702,11.54080329
min30,17031805801,10.57242424
min30,17031805802,10.83864416
min30,17031805901,13.27275308
min30,17031805902,7.040750437
min30,17031806001,6.97264106
min30,17031806002,10.95898403
min30,17031806003,9.943313576
min30,17031806004,9.043327212
min30,17031806102,4.878208715
min30,17031806103,6.779753773
min30,17031806104,6.200876832
min30,17031806201,10.25226453
min30,17031806202,10.29490235
min30,17031806300,7.568792964
min30,17031806400,10.11452766
min30,17031806501,12.25642616
min30,17031806502,10.68150171
min30,17031806600,11.99965513
min30,17031806700,8.194526298
min30,17031806801,8.668051097
min30,17031806802,8.753958054
min30,17031806900,9.000898744
min30,17031807000,9.061723378
min30,17031807100,8.107843448
min30,17031807200,8.519217362
min30,17031807300,8.874473659
min30,17031807400,8.981812922
min30,17031807500,8.720325309
min30,17031807600,8.747779412
min30,17031807700,9.933754731
min30,17031807800,10.24210052
min30,17031807900,10.72278061
min30,17031808001,9.939770197
min30,17031808002,8.82391988
min30,17031808100,10.61847356
min30,17031808200,10.39552783
min30,17031808301,9.100949221
min30,17031808302,8.945388513
min30,17031808400,9.547091967
min30,17031808500,8.966764858
min30,17031808600,9.078944291
min30,17031808702,6.004895001
min30,17031808800,6.120392423
min30,17031808900,7.067725461
min30,17031809000,8.06578549
min30,17031809100,5.161132923
min30,17031809200,6.965690412
min30,17031809300,6.400231115
min30,17031809400,6.095830022
min30,17031809500,6.934083085
min30,17031809600,7.966926775
min30,17031809700,7.978455897
min30,17031809800,7.487579359
min30,17031809900,6.414705561
min30,17031810000,7.376407728
min30,17031810100,7.477635939
min30,17031810200,7.575240294
min30,17031810301,7.533411768
min30,17031810302,7.490940945
min30,17031810400,13.29078256
min30,17031810501,10.43873667
min30,17031810502,10.97152466
min30,17031810600,11.00409916
min30,17031810701,9.15201238
min30,17031810702,7.931563227
min30,17031810800,7.825835072
min30,17031810900,8.124582331
min30,17031811000,8.060969425
min30,17031811100,8.661711809
min30,17031811200,8.782899189
min30,17031811301,9.449541515
min30,17031811302,7.184647304
min30,17031811401,7.226402223
min30,17031811402,7.383358325
min30,17031811500,8.173363672
min30,17031811600,10.84990865
min30,17031811701,7.540458678
min30,17031811702,7.134149375
min30,17031811800,7.656802047
min30,17031811900,8.901684549
min30,17031812000,8.841928693
min30,17031812100,8.464068656
min30,17031812200,8.239155981
min30,17031812301,8.650776359
min30,17031812302,9.229612239
min30,17031812400,8.25980927
min30,17031812500,8.189096205
min30,17031812600,8.732017383
min30,17031812700,8.52315313
min30,17031812801,8.815598462
min30,17031812802,8.674339981
min30,17031812900,8.792100357
min30,17031813000,8.938739627
min30,17031813100,8.958429745
min30,17031813200,8.714397725
min30,17031813301,9.521991949
min30,17031813302,9.783433823
min30,17031813400,9.263255159
min30,17031813500,9.310979632
min30,17031813600,9.096181789
min30,17031813701,9.100378729
min30,17031813702,9.33171029
min30,17031813801,9.450802564
min30,17031813802,9.209519042
min30,17031813900,8.725369106
min30,17031814000,8.67051817
min30,17031814100,8.786878582
min30,17031814200,9.132622597
min30,17031814300,8.699105022
min30,17031814400,9.604179727
min30,17031814500,8.563506482
min30,17031814600,8.801655894
min30,17031814700,8.682064158
min30,17031814800,8.444154288
min30,17031814900,8.428761241
min30,17031815000,9.092739965
min30,17031815100,8.415601626
min30,17031815200,8.371926483
min30,17031815300,7.071087683
min30,17031815400,8.211253375
min30,17031815500,8.611804165
min30,17031815600,7.372118795
min30,17031815701,7.217091328
min30,17031815702,7.608676199
min30,17031815800,7.386709437
min30,17031815900,8.819630501
min30,17031816000,9.489039948
min30,17031816100,8.797821669
min30,17031816200,7.68495131
min30,17031816300,7.402629591
min30,17031816401,7.861766798
min30,17031816402,7.872591842
min30,17031816500,8.76137478
min30,17031816600,8.879966684
min30,17031816700,9.134267449
min30,17031816800,9.202359691
min30,17031816900,8.536781409
min30,17031817000,8.168662885
min30,17031817101,8.594255373
min30,17031817102,9.227623568
min30,17031817200,9.000889322
min30,17031817300,8.58709039
min30,17031817400,7.95580465
min30,17031817500,9.085781532
min30,17031817600,9.715987897
min30,17031817700,9.924902699
min30,17031817900,9.228414622
min30,17031818000,7.703441939
min30,17031818100,7.508356022
min30,17031818200,8.470342993
min30,17031818300,8.605096047
min30,17031818401,9.777114724
min30,17031818402,8.323859472
min30,17031818500,7.511681619
min30,17031818600,6.049627912
min30,17031818700,6.311312089
min30,17031818800,7.057889476
min30,17031818900,7.317645054
min30,17031819000,6.715380565
min30,17031819100,8.854839776
min30,17031819200,8.962094678
min30,17031819300,8.717730692
min30,17031819400,8.586665723
min30,17031819500,8.520148657
min30,17031819600,8.741820623
min30,17031819700,6.607481588
min30,17031819801,7.371258956
min30,17031819802,6.252151344
min30,17031819900,6.222379931
min30,17031820000,6.022308884
min30,17031820101,6.962925239
min30,17031820103,8.647780896
min30,17031820104,7.141856842
min30,17031820201,7.289912718
min30,17031820202,6.985571551
min30,17031820300,10.59222179
min30,17031820400,9.758974888
min30,17031820501,7.89215695
min30,17031820502,9.360369028
min30,17031820603,8.684361977
min30,17031820604,8.707993321
min30,17031820605,7.293173828
min30,17031820606,6.577637278
min30,17031820700,8.618898986
min30,17031820800,9.525766154
min30,17031820901,6.787902847
min30,17031820902,8.33515964
min30,17031821001,7.350314521
min30,17031821002,5.500809874
min30,17031821101,6.811312024
min30,17031821102,8.45576867
min30,17031821200,8.465601409
min30,17031821300,8.45443949
min30,17031821401,8.668306035
min30,17031821402,8.681750824
min30,17031821500,4.135746108
min30,17031821600,5.516493457
min30,17031821700,6.798533605
min30,17031821800,7.586909891
min30,17031821900,5.862229938
min30,17031822000,6.952319561
min30,17031822101,7.264552033
min30,17031822102,6.085623728
min30,17031822200,5.082825389
min30,17031822301,4.662406573
min30,17031822302,5.90914255
min30,17031822400,7.438817933
min30,17031822500,5.833849206
min30,17031822601,4.491090555
min30,17031822602,4.384599443
min30,17031822701,5.512826252
min30,17031822702,4.927348548
min30,17031822801,6.135903952
min30,17031822802,4.430922053
min30,17031822900,6.495959194
min30,17031823001,5.790653487
min30,17031823002,4.183259921
min30,17031823101,5.632911143
min30,17031823102,5.554681747
min30,17031823200,5.386467278
min30,17031823302,6.404833797
min30,17031823303,5.964089401
min30,17031823304,5.124982866
min30,17031823400,6.241329862
min30,17031823500,8.250928332
min30,17031823602,5.436024918
min30,17031823603,6.079471474
min30,17031823604,5.32234652
min30,17031823605,5.312806617
min30,17031823702,6.778440741
min30,17031823703,7.301346192
min30,17031823704,8.711886769
min30,17031823705,6.915328392
min30,17031823801,4.554495796
min30,17031823803,5.974908182
min30,17031823805,5.519076825
min30,17031823806,5.874028235
min30,17031823901,5.807471013
min30,17031823903,5.218442038
min30,17031823904,5.140358104
min30,17031824003,1.364351309
min30,17031824004,1.748181382
min30,17031824005,1.253750402
min30,17031824006,1.862870195
min30,17031824105,3.933883545
min30,17031824106,3.581480226
min30,17031824107,3.858841949
min30,17031824108,3.265807106
min30,17031824113,3.242261373
min30,17031824114,2.949251879
min30,17031824115,3.786531387
min30,17031824116,4.433988414
min30,17031824117,2.962948415
min30,17031824119,2.613511202
min30,17031824120,2.709858037
min30,17031824121,3.747619534
min30,17031824122,3.768391856
min30,17031824123,3.884734536
min30,17031824300,5.569094759
min30,17031824400,5.408650991
min30,17031824503,4.952765177
min30,17031824505,5.773450381
min30,17031824506,4.380004301
min30,17031824507,4.033318816
min30,17031824601,6.33024863
min30,17031824602,6.41709177
min30,17031824701,7.073766353
min30,17031824702,6.256833344
min30,17031824800,9.135356305
min30,17031824900,6.66942968
min30,17031825000,6.086343279
min30,17031825200,5.881357451
min30,17031825302,5.788172562
min30,17031825303,3.988660305
min30,17031825304,3.741729674
min30,17031825400,4.541249119
min30,17031825501,4.785636497
min30,17031825503,4.204423178
min30,17031825504,4.20517013
min30,17031825505,4.686688482
min30,17031825600,6.960061838
min30,17031825700,2.573555012
min30,17031825801,5.726581155
min30,17031825802,4.614384194
min30,17031825803,4.783547341
min30,17031825900,2.607114047
min30,17031826000,2.491968743
min30,17031826100,2.290413847
min30,17031826201,4.454459747
min30,17031826202,2.448292166
min30,17031826301,4.982259622
min30,17031826303,4.414955865
min30,17031826304,6.090125797
min30,17031826401,5.977879003
min30,17031826402,5.923813216
min30,17031826500,5.046970557
min30,17031826600,4.016100762
min30,17031826700,5.028116619
min30,17031826800,5.399008104
min30,17031826901,7.635779476
min30,17031826902,5.979680116
min30,17031827000,5.233052338
min30,17031827100,5.222771426
min30,17031827200,4.127588005
min30,17031827300,4.208349443
min30,17031827400,5.937216674
min30,17031827500,4.288666226
min30,17031827600,5.220278621
min30,17031827700,4.491015982
min30,17031827801,5.042939093
min30,17031827802,5.031948784
min30,17031827804,3.717238802
min30,17031827805,2.857829089
min30,17031827901,2.821751899
min30,17031827902,2.566591794
min30,17031828000,2.438423473
min30,17031828100,1.242691472
min30,17031828201,3.645934187
min30,17031828202,3.050359773
min30,17031828300,2.5879617
min30,17031828401,4.419925047
min30,17031828402,3.952177006
min30,17031828503,2.466810052
min30,17031828504,2.466810052
min30,17031828505,1.07327712
min30,17031828506,1.059223722
min30,17031828601,3.738935095
min30,17031828602,3.738935095
min30,17031828701,4.102431625
min30,17031828702,4.434089382
min30,17031828801,3.738935095
min30,17031828802,3.738935095
min30,17031828900,3.738935095
min30,17031829000,2.787320945
min30,17031829100,2.607661609
min30,17031829200,3.738935095
min30,17031829301,3.738935095
min30,17031829302,1.10009465
min30,17031829401,1.10009465
min30,17031829402,1.10009465
min30,17031829500,2.607661609
min30,17031829600,2.607661609
min30,17031829700,2.607661609
min30,17031829800,3.813834141
min30,17031829901,6.653082369
min30,17031829902,3.813834141
min30,17031830001,2.238217576
min30,17031830003,2.238217576
min30,17031830004,2.238217576
min30,17031830005,1.10009465
min30,17031830006,1.10009465
min30,17031830007,1.10009465
min30,17031830008,2.238217576
min30,17031830100,1.10009465
min30,17031830201,1.10009465
min30,17031830202,1.10009465
min30,17031830300,1.10009465
min30,17031830400,1.10009465
min30,17031830500,9.442035414
min30,17031830600,7.479737528
min30,17031830700,8.212361757
min30,17031830800,8.917480797
min30,17031830900,11.83177445
min30,17031831000,10.96881011
min30,17031831100,12.39126087
min30,17031831200,9.357281611
min30,17031831300,9.717472557
min30,17031831400,9.58480421
min30,17031831500,8.336480961
min30,17031831600,8.13666096
min30,17031831700,12.25379323
min30,17031831800,9.515223253
min30,17031831900,10.34708619
min30,17031832000,9.618798193
min30,17031832100,9.405418125
min30,17031832200,10.97090337
min30,17031832300,11.01815226
min30,17031832400,10.50379541
min30,17031832500,10.56231553
min30,17031832600,10.15964596
min30,17031832900,9.632775303
min30,17031833000,10.99690301
min30,17031833100,10.23776287
min30,17031833300,9.572710071
min30,17031833900,7.314613173
min30,17031834000,8.676266626
min30,17031834200,7.613893254
min30,17031834300,7.477960011
min30,17031834400,7.446478887
min30,17031834500,9.586779346
min30,17031834600,9.609546307
min30,17031834700,9.289848443
min30,17031834800,9.104255573
min30,17031834900,7.607539343
min30,17031835000,7.437842116
min30,17031835100,7.648524895
min30,17031835200,9.730479973
min30,17031835500,10.07258252
min30,17031835600,9.910819907
min30,17031835800,9.406997183
min30,17031835900,9.880015356
min30,17031836000,9.078702551
min30,17031836100,9.234535412
min30,17031836200,7.708393125
min30,17031836300,8.569400276
min30,17031836400,8.921241701
min30,17031836500,8.977632585
min30,17031836600,9.565511033
min30,17031836700,8.797847152
min30,17031836800,9.086651902
min30,17031836900,9.20532309
min30,17031837000,9.45733592
min30,17031837100,9.068473808
min30,17031837300,9.368888676
min30,17031837400,9.451239086
min30,17031837800,9.605040872
min30,17031838000,9.614078253
min30,17031838100,10.27498446
min30,17031838200,9.529226949
min30,17031838300,9.642230312
min30,17031838600,9.13706284
min30,17031838700,9.308370804
min30,17031838800,6.471086517
min30,17031839000,10.804584
min30,17031839100,10.19334707
min30,17031839200,9.575793553
min30,17031839500,9.668145322
min30,17031839600,9.75597429
min30,17031839700,9.304770639
min30,17031839800,9.789565712
min30,17031839900,9.77516284
min30,17031840000,9.942632488
min30,17031840100,9.830763614
min30,17031840200,9.701629961
min30,17031840300,9.587612717
min30,17031840400,9.58721557
min30,17031840700,9.540303309
min30,17031840800,9.437371715
min30,17031841000,10.47382134
min30,17031841100,10.3308085
min30,17031841200,9.639444442
min30,17031841300,9.486093133
min30,17031841400,9.352654853
min30,17031841500,9.326592689
min30,17031841600,9.375410104
min30,17031841700,9.370420299
min30,17031841800,8.642447879
min30,17031841900,11.17562864
min30,17031842000,9.931738756
min30,17031842100,8.851095829
min30,17031842200,10.11253452
min30,17031842300,10.35281194
min30,17031842400,9.533061214
min30,17031842500,9.976132517
min30,17031842600,9.407796085
min30,17031842800,9.156041743
min30,17031842900,10.00144932
min30,17031843000,9.297284668
min30,17031843100,9.449594242
min30,17031843200,9.804352004
min30,17031843300,9.426122964
min30,17031843400,9.205126197
min30,17031843500,9.470268179
min30,17031843600,8.996283534
min30,17031843700,10.59609285
min30,17031843800,9.193717522
min30,17031843900,7.343872081
min45,17031010100,7.499671333
min45,17031010201,7.620583926
min45,17031010202,7.656504312
min45,17031010300,7.51230977
min45,17031010400,7.646866658
min45,17031010501,7.634730933
min45,17031010502,7.661256296
min45,17031010503,7.677161567
min45,17031010600,7.750574964
min45,17031010701,7.744794347
min45,17031010702,7.728221003
min45,17031020100,7.762602685
min45,17031020200,7.845218079
min45,17031020301,7.910619171
min45,17031020302,7.824191397
min45,17031020400,7.77959781
min45,17031020500,7.892098273
min45,17031020601,7.933373066
min45,17031020602,7.900352541
min45,17031020701,8.616312417
min45,17031020702,8.314407687
min45,17031020801,8.567920307
min45,17031020802,8.320886159
min45,17031020901,8.028194264
min45,17031020902,7.95363902
min45,17031030101,7.855378699
min45,17031030102,7.81861878
min45,17031030103,7.81861878
min45,17031030104,7.784620401
min45,17031030200,7.884201593
min45,17031030300,7.939205123
min45,17031030400,8.195358173
min45,17031030500,8.229051146
min45,17031030601,7.889377079
min45,17031030603,8.192519533
min45,17031030604,8.163245416
min45,17031030701,8.129582804
min45,17031030702,8.129941799
min45,17031030703,8.13973433
min45,17031030706,8.129941799
min45,17031030800,8.190517703
min45,17031030900,8.229836408
min45,17031031000,8.362114896
min45,17031031100,8.265047277
min45,17031031200,8.118628496
min45,17031031300,8.13666178
min45,17031031400,8.401735852
min45,17031031501,8.207159672
min45,17031031502,8.278224995
min45,17031031700,8.421935452
min45,17031031800,8.450274975
min45,17031031900,8.764766177
min45,17031032100,8.407705706
min45,17031040100,8.279230379
min45,17031040201,8.702870631
min45,17031040202,8.588721686
min45,17031040300,8.625393578
min45,17031040401,8.708506252
min45,17031040402,8.230192913
min45,17031040600,8.755367961
min45,17031040700,8.755367961
min45,17031040800,8.833200919
min45,17031040900,8.758849355
min45,17031050100,8.760425847
min45,17031050200,8.835051595
min45,17031050300,8.852425878
min45,17031050500,8.901046817
min45,17031050600,8.837732292
min45,17031050700,8.888151065
min45,17031050800,8.925119102
min45,17031050900,9.019857004
min45,17031051000,9.052467996
min45,17031051100,9.019857004
min45,17031051200,8.996902858
min45,17031051300,9.036818054
min45,17031051400,9.020259387
min45,17031060100,8.765965556
min45,17031060200,8.79186514
min45,17031060300,8.852137018
min45,17031060400,8.846474569
min45,17031060500,8.764766177
min45,17031060800,8.421935452
min45,17031060900,8.404621238
min45,17031061000,8.422326718
min45,17031061100,8.479218488
min45,17031061200,8.52823465
min45,17031061500,8.538444881
min45,17031061800,8.406776892
min45,17031061901,8.379056294
min45,17031061902,8.377327342
min45,17031062000,8.363581721
min45,17031062100,8.439031298
min45,17031062200,8.511806239
min45,17031062300,8.648566439
min45,17031062400,8.970820871
min45,17031062500,8.993832794
min45,17031062600,9.111000834
min45,17031062700,9.111000834
min45,17031062800,8.939875438
min45,17031062900,8.648566439
min45,17031063000,8.511806239
min45,17031063100,8.437484671
min45,17031063200,8.425298127
min45,17031063301,8.444707974
min45,17031063302,8.390249735
min45,17031063303,8.3835433
min45,17031063400,8.480019876
min45,17031070101,8.386966258
min45,17031070102,8.439031298
min45,17031070103,8.499303176
min45,17031070200,8.499303176
min45,17031070300,8.658654764
min45,17031070400,8.966233677
min45,17031070500,9.111000834
min45,17031070600,9.346543821
min45,17031070700,9.323618386
min45,17031071000,9.310350183
min45,17031071100,9.201288793
min45,17031071200,9.083401717
min45,17031071300,8.693399925
min45,17031071400,8.651666966
min45,17031071500,8.808031413
min45,17031071600,8.81116916
min45,17031071700,9.309607221
min45,17031071800,9.314657504
min45,17031080100,8.970750633
min45,17031080201,9.020387236
min45,17031080202,8.987912844
min45,17031080300,9.017850685
min45,17031080400,9.111163963
min45,17031081000,9.076668841
min45,17031081100,9.054706861
min45,17031081201,9.054706861
min45,17031081202,8.975197341
min45,17031081300,9.0444381
min45,17031081401,9.057701435
min45,17031081402,9.064404474
min45,17031081403,9.103509281
min45,17031081500,9.123845166
min45,17031081600,9.394442304
min45,17031081700,9.403388193
min45,17031081800,9.461464329
min45,17031081900,9.390062589
min45,17031090100,8.540199907
min45,17031090200,8.572613836
min45,17031090300,8.596509124
min45,17031100100,8.871481822
min45,17031100200,8.609576145
min45,17031100300,8.949888222
min45,17031100400,8.915636285
min45,17031100500,8.93967368
min45,17031100600,8.948200581
min45,17031100700,8.858877941
min45,17031110100,8.877581847
min45,17031110200,8.983204475
min45,17031110300,8.976843302
min45,17031110400,8.983204475
min45,17031110501,8.981631123
min45,17031110502,8.977451408
min45,17031120100,8.418302234
min45,17031120200,8.784484016
min45,17031120300,8.841700928
min45,17031120400,9.000477602
min45,17031130100,8.659009188
min45,17031130200,8.632779104
min45,17031130300,8.638661782
min45,17031140100,8.770593334
min45,17031140200,8.845141402
min45,17031140301,8.893939876
min45,17031140302,8.817747309
min45,17031140400,8.944238712
min45,17031140500,8.939436791
min45,17031140601,8.926803309
min45,17031140602,8.872373604
min45,17031140701,8.854537884
min45,17031140702,8.8808044
min45,17031140800,8.823437054
min45,17031150200,8.982992984
min45,17031150300,8.980533411
min45,17031150401,8.961640283
min45,17031150402,8.807348022
min45,17031150501,8.8640687
min45,17031150502,8.803885499
min45,17031150600,8.717420828
min45,17031150700,8.812161782
min45,17031150800,8.887142962
min45,17031151001,8.846104425
min45,17031151002,8.905161275
min45,17031151100,8.752105735
min45,17031151200,8.679829754
min45,17031160100,9.006154278
min45,17031160200,9.15855068
min45,17031160300,9.032213505
min45,17031160400,8.99712995
min45,17031160501,8.930066762
min45,17031160502,8.987075186
min45,17031160601,8.86400161
min45,17031160602,8.890273709
min45,17031160700,8.935919204
min45,17031160800,9.142738967
min45,17031160900,9.007898869
min45,17031161000,9.159648167
min45,17031161100,9.044313062
min45,17031161200,8.869960919
min45,17031161300,9.007526418
min45,17031170100,8.514317203
min45,17031170200,8.721899279
min45,17031170300,8.598410858
min45,17031170400,8.813819929
min45,17031170500,8.866247358
min45,17031170600,8.671714183
min45,17031170700,8.356854189
min45,17031170800,8.630374184
min45,17031170900,8.699442809
min45,17031171000,8.740043567
min45,17031171100,8.658516765
min45,17031180100,8.706511565
min45,17031190100,8.885886265
min45,17031190200,8.793947133
min45,17031190300,8.727066396
min45,17031190401,8.706665988
min45,17031190402,8.685375272
min45,17031190601,8.654706195
min45,17031190602,8.66129899
min45,17031190701,8.734137303
min45,17031190702,8.6963328
min45,17031190800,8.783935938
min45,17031190900,8.807376725
min45,17031191000,8.946759293
min45,17031191100,8.882258878
min45,17031191200,8.729552254
min45,17031191301,8.706693213
min45,17031191302,8.699682882
min45,17031200100,8.863686651
min45,17031200200,8.868359483
min45,17031200300,8.858923514
min45,17031200401,8.841704619
min45,17031200402,8.805944775
min45,17031210100,9.216523794
min45,17031210400,8.934988065
min45,17031210501,9.056617004
min45,17031210502,8.932463688
min45,17031210601,9.303009332
min45,17031210602,9.245438849
min45,17031210700,9.455258121
min45,17031210800,9.252232714
min45,17031210900,9.296683994
min45,17031220300,9.296683994
min45,17031220400,9.296683994
min45,17031220500,9.203577284
min45,17031220601,9.04411231
min45,17031220602,9.07317567
min45,17031220701,8.856677172
min45,17031220702,8.890758392
min45,17031220901,8.819932715
min45,17031220902,8.851000496
min45,17031221000,8.890836585
min45,17031221100,8.914425392
min45,17031221200,9.010171061
min45,17031221300,9.052467996
min45,17031221400,9.03641567
min45,17031221500,9.409429979
min45,17031221600,9.401284529
min45,17031222200,9.379455308
min45,17031222500,9.052467996
min45,17031222600,9.010171061
min45,17031222700,8.913422126
min45,17031222800,8.891395273
min45,17031222900,8.828171226
min45,17031230100,8.993832794
min45,17031230200,9.0065888
min45,17031230300,8.8664839
min45,17031230400,8.84472863
min45,17031230500,8.688423251
min45,17031230600,8.673471379
min45,17031230700,8.691966077
min45,17031230800,8.876105711
min45,17031230900,8.948919811
min45,17031231100,8.705518413
min45,17031231200,8.74385164
min45,17031231500,8.816121408
min45,17031240200,9.4752151
min45,17031240300,9.472155471
min45,17031240500,9.379455308
min45,17031240600,9.379455308
min45,17031240700,9.187749751
min45,17031240800,9.169636036
min45,17031240900,8.658665087
min45,17031241000,9.139203025
min45,17031241100,9.323618386
min45,17031241200,9.384748905
min45,17031241300,9.29318973
min45,17031241400,9.403996297
min45,17031241500,9.4752151
min45,17031241600,9.484749781
min45,17031242000,9.512627104
min45,17031242100,9.429848102
min45,17031242200,9.299596394
min45,17031242300,8.833275627
min45,17031242400,9.125953919
min45,17031242500,9.146675452
min45,17031242600,8.698960631
min45,17031242700,8.793350409
min45,17031242800,9.032380905
min45,17031242900,9.04255829
min45,17031243000,9.009842425
min45,17031243100,9.037494293
min45,17031243200,9.411468724
min45,17031243300,9.438882629
min45,17031243400,9.547466733
min45,17031243500,9.429905502
min45,17031250200,8.633210703
min45,17031250300,8.572909809
min45,17031250400,8.601003375
min45,17031250500,8.918183768
min45,17031250600,8.460638561
min45,17031250700,8.598125656
min45,17031250800,8.710798714
min45,17031251000,8.82803855
min45,17031251100,8.789278822
min45,17031251200,8.75178583
min45,17031251300,8.670481057
min45,17031251400,8.751331659
min45,17031251500,8.70414496
min45,17031251600,8.75711354
min45,17031251700,8.904373607
min45,17031251800,8.925392798
min45,17031251900,8.8792542
min45,17031252000,8.868656409
min45,17031252101,8.952915961
min45,17031252102,9.338375739
min45,17031252201,9.025741229
min45,17031252202,9.120834226
min45,17031260100,8.984156055
min45,17031260200,8.85760505
min45,17031260300,8.950411274
min45,17031260400,8.962761705
min45,17031260500,9.227895873
min45,17031260600,9.157289745
min45,17031260700,9.171114087
min45,17031260800,9.190709552
min45,17031260900,9.171114087
min45,17031261000,9.219987224
min45,17031270500,9.205085977
min45,17031271200,9.139196039
min45,17031271300,9.151360733
min45,17031271400,9.093387026
min45,17031271500,9.17585171
min45,17031271800,9.150033054
min45,17031280100,9.558427728
min45,17031280400,9.134335698
min45,17031280800,9.178130722
min45,17031280900,9.090958412
min45,17031281900,9.552631952
min45,17031282700,9.138753369
min45,17031282800,9.139458154
min45,17031283100,9.174531933
min45,17031283200,9.136128341
min45,17031283800,9.115254459
min45,17031290900,8.999528335
min45,17031291200,8.939310101
min45,17031291600,9.01542763
min45,17031292200,8.82968232
min45,17031292400,9.013452561
min45,17031292500,9.043877841
min45,17031300500,8.906213886
min45,17031300600,8.945891745
min45,17031300700,8.793399503
