variable,id,group,value
Census Tract 5305.01,17031825600,min15,6.667982835
Census Tract 5305.03,17031825700,min15,0.790252191
Census Tract 6503.01,17031825801,min15,1.81596424
Census Tract 6503.02,17031825802,min15,1.345402463
Census Tract 5305.02,17031825803,min15,1.364157943
Census Tract 8036.11,17031825900,min15,1.153271038
Census Tract 8313,17031826000,min15,1.088808178
Census Tract 8314,17031826100,min15,0.848510403
Census Tract 8404,17031826201,min15,3.778474167
Census Tract 8424,17031826202,min15,1.106902335
Census Tract 8321,17031826301,min15,1.938250864
Census Tract 208.02,17031826303,min15,1.840049799
Census Tract 207.02,17031826304,min15,2.680957225
Census Tract 208.01,17031826401,min15,1.596329012
Census Tract 402.02,17031826402,min15,1.361471252
Census Tract 402.01,17031826500,min15,1.842672747
Census Tract 404.02,17031826600,min15,1.403984698
Census Tract 315.01,17031826700,min15,1.836796115
Census Tract 812.01,17031826800,min15,1.693998387
Census Tract 633.01,17031826901,min15,5.609652352
Census Tract 4909.01,17031826902,min15,4.97268919
Census Tract 4909.02,17031827000,min15,3.589318378
Census Tract 3018.01,17031827100,min15,2.095312753
Census Tract 7003.01,17031827200,min15,3.229359727
Census Tract 3017.02,17031827300,min15,4.42166889
Census Tract 7004.01,17031827400,min15,5.922354436
Census Tract 8036.12,17031827500,min15,5.706651547
Census Tract 8037.02,17031827600,min15,5.876972917
Census Tract 8047.13,17031827700,min15,5.875034471
Census Tract 8043.09,17031827801,min15,4.39105485
Census Tract 8045.10,17031827802,min15,4.671955716
Census Tract 8371,17031827804,min15,1.885206638
Census Tract 8374,17031827805,min15,1.541893179
Census Tract 8378,17031827901,min15,1.486365879
Census Tract 8373,17031827902,min15,1.128810417
Census Tract 8415,17031828000,min15,1.128810417
Census Tract 8387,17031828100,min15,0.819138041
Census Tract 1505.01,17031828201,min15,3.823349426
Census Tract 1504.01,17031828202,min15,2.858004103
Census Tract 1505.02,17031828300,min15,1.448826095
Census Tract 1105.02,17031828401,min15,41.58585238
Census Tract 1504.02,17031828402,min15,5.340549984
Census Tract 1403.02,17031828503,min15,0.701033083
Census Tract 1403.01,17031828504,min15,0.701033083
Census Tract 7003.02,17031828505,min15,0.732452718
Census Tract 5805.01,17031828506,min15,0.732452718
Census Tract 5805.02,17031828601,min15,3.502584516
Census Tract 7302.01,17031828602,min15,3.502584516
Census Tract 3018.02,17031828701,min15,5.411530961
Census Tract 4401.01,17031828702,min15,3.954896063
Census Tract 3017.01,17031828801,min15,3.502584516
Census Tract 8045.09,17031828802,min15,3.502584516
Census Tract 8045.11,17031828900,min15,3.502584516
Census Tract 8046.09,17031829000,min15,1.004272324
Census Tract 8046.08,17031829100,min15,0.785795457
Census Tract 8062.02,17031829200,min15,3.502584516
Census Tract 8391,17031829301,min15,3.502584516
Census Tract 8331,17031829302,min15,1.339150205
Census Tract 8381,17031829401,min15,1.339150205
Census Tract 8333,17031829402,min15,1.339150205
Census Tract 8382,17031829500,min15,0.785795457
Census Tract 1407.02,17031829600,min15,0.785795457
Census Tract 1406.02,17031829700,min15,0.785795457
Census Tract 1407.01,17031829800,min15,3.56175954
Census Tract 1605.02,17031829901,min15,6.613436784
Census Tract 1606.02,17031829902,min15,3.56175954
Census Tract 1510.02,17031830001,min15,0.961092754
Census Tract 1510.01,17031830003,min15,0.961092754
Census Tract 1904.02,17031830004,min15,0.961092754
Census Tract 4313.01,17031830005,min15,1.339150205
Census Tract 4313.02,17031830006,min15,1.339150205
Census Tract 4603.02,17031830007,min15,1.339150205
Census Tract 4603.01,17031830008,min15,0.961092754
Census Tract 7005.01,17031830100,min15,1.339150205
Census Tract 7005.02,17031830201,min15,1.339150205
Census Tract 2106.01,17031830202,min15,1.339150205
Census Tract 8123.02,17031830300,min15,1.339150205
Census Tract 8128.02,17031830400,min15,1.339150205
Census Tract 8128.01,17031830500,min15,7.498072412
Census Tract 8123.01,17031830600,min15,8.711022729
Census Tract 8138.02,17031830700,min15,9.63602711
Census Tract 8137.01,17031830800,min15,8.937590388
Census Tract 8206.03,17031830900,min15,15.93486795
Census Tract 8411,17031831000,min15,14.45580238
Census Tract 8402,17031831100,min15,14.97202922
Census Tract 8413,17031831200,min15,6.848598144
Census Tract 8407,17031831300,min15,8.57822291
Census Tract 8416,17031831400,min15,17.43528894
Census Tract 8417,17031831500,min15,3.823714072
Census Tract 1906.02,17031831600,min15,4.028789827
Census Tract 1904.01,17031831700,min15,11.39420204
Census Tract 1907.02,17031831800,min15,4.48038561
Census Tract 1913.02,17031831900,min15,13.4211945
Census Tract 1906.01,17031832000,min15,10.14736102
Census Tract 1913.01,17031832100,min15,9.307998611
Census Tract 2004.02,17031832200,min15,14.56470085
Census Tract 2004.01,17031832300,min15,15.31656955
Census Tract 2209.02,17031832400,min15,13.97754425
Census Tract 2105.01,17031832500,min15,14.34592677
Census Tract 1606.01,17031832600,min15,13.57931312
Census Tract 619.01,17031832900,min15,14.3546106
Census Tract 8408,17031833000,min15,18.334981
Census Tract 307.03,17031833100,min15,14.68884926
Census Tract 814.03,17031833300,min15,13.05389303
Census Tract 307.02,17031833900,min15,5.701154961
Census Tract 4401.02,17031834000,min15,9.426931112
Census Tract 4402.02,17031834200,min15,6.141533337
Census Tract 8241.13,17031834300,min15,5.7088585
Census Tract 8253.04,17031834400,min15,5.984678794
Census Tract 8300.08,17031834500,min15,10.98625162
Census Tract 8030.12,17031834600,min15,15.20299441
Census Tract 8026.07,17031834700,min15,11.27972118
Census Tract 8414,17031834800,min15,11.12490478
Census Tract 8305,17031834900,min15,6.595486846
Census Tract 8401,17031835000,min15,5.857262504
Census Tract 8392,17031835100,min15,5.716525094
Census Tract 8355,17031835200,min15,3.444531487
Census Tract 8044.04,17031835500,min15,16.1728656
Census Tract 8048.04,17031835600,min15,16.08053763
Census Tract 306.04,17031835800,min15,15.14186569
Census Tract 315.02,17031835900,min15,15.45883251
Census Tract 814.02,17031836000,min15,13.71577289
Census Tract 802.01,17031836100,min15,14.43296607
Census Tract 7608.02,17031836200,min15,6.052140406
Census Tract 1406.01,17031836300,min15,6.633308393
Census Tract 701.02,17031836400,min15,13.48683863
Census Tract 2105.02,17031836500,min15,13.61323151
Census Tract 8002,17031836600,min15,12.86495746
Census Tract 5401.02,17031836700,min15,11.55277281
Census Tract 7004.02,17031836800,min15,12.26254968
Census Tract 8301,17031836900,min15,15.86882206
Census Tract 8302.01,17031837000,min15,16.54884939
Census Tract 8303,17031837100,min15,12.26739242
Census Tract 8304,17031837300,min15,16.1569074
Census Tract 8127,17031837400,min15,16.57958354
Census Tract 308,17031837800,min15,13.5965609
Census Tract 311,17031838000,min15,13.83717291
Census Tract 8117.02,17031838100,min15,14.50620014
Census Tract 8121,17031838200,min15,13.49571211
Census Tract 8218,17031838300,min15,13.18894007
Census Tract 8219,17031838600,min15,16.11452339
Census Tract 8220,17031838700,min15,15.98669515
Census Tract 8221.01,17031838800,min15,1.693555943
Census Tract 8286.01,17031839000,min15,18.18811628
Census Tract 8286.02,17031839100,min15,14.57228579
Census Tract 8287.01,17031839200,min15,14.52598954
Census Tract 8287.02,17031839500,min15,14.57774608
Census Tract 8229,17031839600,min15,14.83546842
Census Tract 313,17031839700,min15,14.41214291
Census Tract 319,17031839800,min15,14.70906489
Census Tract 8135,17031839900,min15,14.78354748
Census Tract 8136,17031840000,min15,15.3120313
Census Tract 8221.02,17031840100,min15,15.06635378
Census Tract 8222,17031840200,min15,14.71350428
Census Tract 8223.01,17031840300,min15,11.65027779
Census Tract 8223.02,17031840400,min15,11.23500197
Census Tract 8225,17031840700,min15,11.726049
Census Tract 8289,17031840800,min15,7.095114255
Census Tract 8288.02,17031841000,min15,17.7769281
Census Tract 8088,17031841100,min15,16.30570704
Census Tract 6116,17031841200,min15,11.99262131
Census Tract 3404,17031841300,min15,11.57666034
Census Tract 8168,17031841400,min15,12.73600356
Census Tract 7707,17031841500,min15,12.23445608
Census Tract 8061.02,17031841600,min15,12.88782538
Census Tract 4307,17031841700,min15,11.32190054
Census Tract 8081,17031841800,min15,6.258027191
Census Tract 8048.10,17031841900,min15,18.77507856
Census Tract 8085,17031842000,min15,15.30427421
Census Tract 1910,17031842100,min15,8.176088176
Census Tract 8239.01,17031842200,min15,13.61196921
Census Tract 5604,17031842300,min15,13.71118223
Census Tract 7107,17031842400,min15,7.981870595
Census Tract 5501,17031842500,min15,15.41622404
Census Tract 2832,17031842600,min15,15.58302241
Census Tract 9800,17031842800,min15,6.691089279
Census Tract 9801,17031842900,min15,12.33505893
Census Tract 1005,17031843000,min15,16.37300994
Census Tract 8016.07,17031843100,min15,12.09114023
Census Tract 8041.06,17031843200,min15,11.62276045
Census Tract 8016.06,17031843300,min15,12.02755742
Census Tract 8297,17031843400,min15,8.730463688
Census Tract 8300.03,17031843500,min15,7.064320889
Census Tract 8237.03,17031843600,min15,9.735629928
Census Tract 8298,17031843700,min15,15.39466608
Census Tract 8046.07,17031843800,min15,14.7742802
Census Tract 8047.09,17031843900,min15,5.922230592
Census Tract 6302,17031010100,min30,7.181378248
Census Tract 4304,17031010201,min30,7.738980831
Census Tract 4306,17031010202,min30,7.426909458
Census Tract 4308,17031010300,min30,7.230641903
Census Tract 4305,17031010400,min30,7.240820796
Census Tract 4309,17031010501,min30,7.271678126
Census Tract 6103,17031010502,min30,7.245876291
Census Tract 6810,17031010503,min30,6.848746618
Census Tract 6811,17031010600,min30,7.391322547
Census Tract 6805,17031010701,min30,7.764228325
Census Tract 8034,17031010702,min30,7.497251914
Census Tract 8035,17031020100,min30,7.848037163
Census Tract 8036.04,17031020200,min30,8.129983334
Census Tract 6809,17031020301,min30,8.585095629
Census Tract 8036.07,17031020302,min30,7.966617382
Census Tract 8094,17031020400,min30,7.799838017
Census Tract 8095,17031020500,min30,7.661511907
Census Tract 8096,17031020601,min30,8.103975835
Census Tract 8097,17031020602,min30,8.031312216
Census Tract 8098,17031020701,min30,8.484999944
Census Tract 8099,17031020702,min30,8.305464133
Census Tract 8100,17031020801,min30,9.022879487
Census Tract 8255.01,17031020802,min30,8.365465202
Census Tract 7201,17031020901,min30,8.253630749
Census Tract 8244,17031020902,min30,7.79408085
Census Tract 7202,17031030101,min30,7.133316872
Census Tract 7203,17031030102,min30,7.008332271
Census Tract 7204,17031030103,min30,7.384723473
Census Tract 7205,17031030104,min30,7.008332271
Census Tract 7206,17031030200,min30,7.462016524
Census Tract 7207,17031030300,min30,7.566752855
Census Tract 406,17031030400,min30,7.653369842
Census Tract 407,17031030500,min30,7.6887781
Census Tract 408,17031030601,min30,7.496974505
Census Tract 8169,17031030603,min30,8.412609393
Census Tract 8170,17031030604,min30,8.429640355
Census Tract 8171.01,17031030701,min30,7.545080766
Census Tract 8171.02,17031030702,min30,8.327298118
Census Tract 8258.01,17031030703,min30,8.030959785
Census Tract 8258.02,17031030706,min30,8.327298118
Census Tract 8258.03,17031030800,min30,8.47225045
Census Tract 8259,17031030900,min30,8.532946341
Census Tract 8260,17031031000,min30,8.719149168
Census Tract 3801,17031031100,min30,8.212716595
Census Tract 3802,17031031200,min30,7.816467936
Census Tract 4312,17031031300,min30,7.914666388
Census Tract 4314,17031031400,min30,8.915057194
Census Tract 8039.02,17031031501,min30,8.089520966
Census Tract 8040,17031031502,min30,8.188117677
Census Tract 8041.04,17031031700,min30,9.420104073
Census Tract 8101,17031031800,min30,9.454027351
Census Tract 8102,17031031900,min30,9.790192777
Census Tract 8103.01,17031032100,min30,8.717170099
Census Tract 501,17031040100,min30,8.702826037
Census Tract 6108,17031040201,min30,9.027349861
Census Tract 6110,17031040202,min30,9.170122776
Census Tract 6111,17031040300,min30,9.230989211
Census Tract 6113,17031040401,min30,9.056302185
Census Tract 6114,17031040402,min30,8.546676856
Census Tract 6115,17031040600,min30,9.622262191
Census Tract 6119,17031040700,min30,9.626927945
Census Tract 6812,17031040800,min30,9.808771204
Census Tract 8103.02,17031040900,min30,9.626579639
Census Tract 8104,17031050100,min30,9.680264609
Census Tract 8107.01,17031050200,min30,9.966590152
Census Tract 8107.02,17031050300,min30,10.18687461
Census Tract 8106,17031050500,min30,10.07839004
Census Tract 8172,17031050600,min30,9.954446752
Census Tract 8174,17031050700,min30,10.04638797
Census Tract 8176,17031050800,min30,10.29701384
Census Tract 6912,17031050900,min30,10.5767744
Census Tract 6911,17031051000,min30,10.59372654
Census Tract 7301,17031051100,min30,10.32635352
Census Tract 7303,17031051200,min30,10.28689006
Census Tract 7304,17031051300,min30,10.39728718
Census Tract 8177,17031051400,min30,10.39619808
Census Tract 8181,17031060100,min30,9.79057539
Census Tract 8261,17031060200,min30,9.843673493
Census Tract 8263.01,17031060300,min30,10.12257473
Census Tract 8263.03,17031060400,min30,10.07262874
Census Tract 8263.04,17031060500,min30,9.760719518
Census Tract 7305,17031060800,min30,9.416761413
Census Tract 7306,17031060900,min30,8.915649095
Census Tract 8028.01,17031061000,min30,8.987180931
Census Tract 3805,17031061100,min30,9.641575337
Census Tract 3812,17031061200,min30,9.709165794
Census Tract 3814,17031061500,min30,9.753272592
Census Tract 4403,17031061800,min30,8.991516713
Census Tract 8047.06,17031061901,min30,9.057864485
Census Tract 8047.10,17031061902,min30,8.993569013
Census Tract 8108,17031062000,min30,8.834298881
Census Tract 8109,17031062100,min30,9.156834962
Census Tract 8110,17031062200,min30,9.894370036
Census Tract 6120,17031062300,min30,10.09383022
Census Tract 6121,17031062400,min30,10.2780307
Census Tract 6201,17031062500,min30,10.36625536
Census Tract 6202,17031062600,min30,10.38157739
Census Tract 6203,17031062700,min30,10.38746031
Census Tract 6204,17031062800,min30,10.18917174
Census Tract 6301,17031062900,min30,10.0412119
Census Tract 8105.01,17031063000,min30,9.462432395
Census Tract 8105.02,17031063100,min30,9.10034101
Census Tract 8122,17031063200,min30,9.015394839
Census Tract 8182,17031063301,min30,9.175381629
Census Tract 8184.02,17031063302,min30,9.007870857
Census Tract 8188,17031063303,min30,9.010590388
Census Tract 8189,17031063400,min30,9.21706128
Census Tract 8264.02,17031070101,min30,8.959015714
Census Tract 8266,17031070102,min30,9.107518882
Census Tract 8267,17031070103,min30,9.395003985
Census Tract 8269.01,17031070200,min30,9.390015229
Census Tract 8269.02,17031070300,min30,10.14031662
Census Tract 7307,17031070400,min30,10.25475957
Census Tract 7401,17031070500,min30,10.3605783
Census Tract 7402,17031070600,min30,10.55059761
Census Tract 7403,17031070700,min30,10.47582871
Census Tract 7404,17031071000,min30,10.44600604
Census Tract 8030.05,17031071100,min30,10.42454365
Census Tract 8030.07,17031071200,min30,10.26617365
Census Tract 3818,17031071300,min30,10.157698
Census Tract 3819,17031071400,min30,10.10852028
Census Tract 3901,17031071500,min30,10.16921432
Census Tract 3902,17031071600,min30,10.16921432
Census Tract 3903,17031071700,min30,10.4776665
Census Tract 3904,17031071800,min30,9.962699005
Census Tract 3905,17031080100,min30,9.761331542
Census Tract 3906,17031080201,min30,10.29970243
Census Tract 3907,17031080202,min30,10.45823098
Census Tract 8047.11,17031080300,min30,10.30449407
Census Tract 8048.06,17031080400,min30,9.754288657
Census Tract 8048.08,17031081000,min30,10.01626741
Census Tract 8048.09,17031081100,min30,10.01723195
Census Tract 8124,17031081201,min30,10.02922118
Census Tract 8125,17031081202,min30,10.01145805
Census Tract 4406,17031081300,min30,9.939216668
Census Tract 4409,17031081401,min30,9.55015799
Census Tract 4407,17031081402,min30,9.577342258
Census Tract 4408,17031081403,min30,9.609102971
Census Tract 8193,17031081500,min30,10.13333421
Census Tract 8194,17031081600,min30,10.23838702
Census Tract 8195,17031081700,min30,10.23821223
Census Tract 6309,17031081800,min30,10.35263607
Census Tract 6303,17031081900,min30,10.05089805
Census Tract 6305,17031090100,min30,10.50649165
Census Tract 6308,17031090200,min30,11.50103652
Census Tract 6401,17031090300,min30,11.63713738
Census Tract 6403,17031100100,min30,12.40733488
Census Tract 8196,17031100200,min30,11.46833506
Census Tract 8270,17031100300,min30,12.9211695
Census Tract 8271,17031100400,min30,11.38682945
Census Tract 3817,17031100500,min30,11.60001121
Census Tract 8272,17031100600,min30,12.88439999
Census Tract 8273,17031100700,min30,11.653328
Census Tract 7501,17031110100,min30,12.32793696
Census Tract 7502,17031110200,min30,12.53916877
Census Tract 7503,17031110300,min30,12.75925622
Census Tract 7504,17031110400,min30,12.54268493
Census Tract 7505,17031110501,min30,12.41361711
Census Tract 8049.01,17031110502,min30,12.31875489
Census Tract 8049.02,17031120100,min30,9.805727138
Census Tract 8050.01,17031120200,min30,11.12235978
Census Tract 8050.02,17031120300,min30,11.54992509
Census Tract 1001,17031120400,min30,12.56019511
Census Tract 1003,17031130100,min30,9.938868691
Census Tract 1401,17031130200,min30,9.253662202
Census Tract 1402,17031130300,min30,9.267057127
Census Tract 1404,17031140100,min30,9.456559803
Census Tract 1405,17031140200,min30,9.833598968
Census Tract 8008,17031140301,min30,11.55278583
Census Tract 2427,17031140302,min30,10.68898596
Census Tract 702,17031140400,min30,12.09721838
Census Tract 703,17031140500,min30,12.03627235
Census Tract 704,17031140601,min30,12.00415641
Census Tract 705,17031140602,min30,11.52495347
Census Tract 706,17031140701,min30,10.94428459
Census Tract 707,17031140702,min30,11.49819284
Census Tract 1004,17031140800,min30,9.992783825
Census Tract 1006,17031150200,min30,12.4245114
Census Tract 1007,17031150300,min30,12.32896626
Census Tract 1102,17031150401,min30,12.27060145
Census Tract 1502,17031150402,min30,12.04839476
Census Tract 1503,17031150501,min30,12.10733285
Census Tract 1408,17031150502,min30,11.70345038
Census Tract 2312,17031150600,min30,11.59285326
Census Tract 2311,17031150700,min30,11.64190082
Census Tract 2424,17031150800,min30,11.72862095
Census Tract 2425,17031151001,min30,10.77294849
Census Tract 1202,17031151002,min30,11.8295166
Census Tract 1203,17031151100,min30,10.41259748
Census Tract 1204,17031151200,min30,10.27181684
Census Tract 2315,17031160100,min30,12.46661175
Census Tract 711,17031160200,min30,12.74064556
Census Tract 710,17031160300,min30,12.52195376
Census Tract 712,17031160400,min30,12.05578222
Census Tract 713,17031160501,min30,11.65285726
Census Tract 1103,17031160502,min30,12.05566469
Census Tract 2203,17031160601,min30,10.63480199
Census Tract 2204,17031160602,min30,11.5343031
Census Tract 2205,17031160700,min30,11.74751679
Census Tract 2403,17031160800,min30,12.40787873
Census Tract 2405,17031160900,min30,12.24457074
Census Tract 604,17031161000,min30,12.58895045
Census Tract 605,17031161100,min30,12.53735183
Census Tract 2408,17031161200,min30,11.664561
Census Tract 2406,17031161300,min30,12.26945287
Census Tract 2407,17031170100,min30,9.761919248
Census Tract 2409,17031170200,min30,11.22255055
Census Tract 2426,17031170300,min30,10.38395137
Census Tract 8031,17031170400,min30,10.20248354
Census Tract 3106,17031170500,min30,10.03440682
Census Tract 3107,17031170600,min30,9.570245467
Census Tract 3108,17031170700,min30,9.174573848
Census Tract 206.02,17031170800,min30,9.607419516
Census Tract 3109,17031170900,min30,9.344234953
Census Tract 5101,17031171000,min30,9.692999605
Census Tract 5102,17031171100,min30,8.644444225
Census Tract 5611,17031180100,min30,9.317452298
Census Tract 1907.01,17031190100,min30,10.88806099
Census Tract 209.01,17031190200,min30,10.59115634
Census Tract 102.02,17031190300,min30,9.681230833
Census Tract 5701,17031190401,min30,8.426669923
Census Tract 5702,17031190402,min30,8.570404692
Census Tract 5703,17031190601,min30,8.29003339
Census Tract 5704,17031190602,min30,8.35926031
Census Tract 5705,17031190701,min30,8.64835189
Census Tract 6904,17031190702,min30,8.57801213
Census Tract 6913,17031190800,min30,10.25122117
Census Tract 6914,17031190900,min30,10.30568192
Census Tract 6915,17031191000,min30,9.796912201
Census Tract 3201,17031191100,min30,9.457166283
Census Tract 7105,17031191200,min30,8.5922932
Census Tract 3204,17031191301,min30,8.170854395
Census Tract 5801,17031191302,min30,8.384393182
Census Tract 5802,17031200100,min30,10.8416888
Census Tract 5803,17031200200,min30,9.83122225
Census Tract 5804,17031200300,min30,9.501466141
Census Tract 5806,17031200401,min30,9.491452196
Census Tract 5807,17031200402,min30,9.433446109
Census Tract 6813,17031210100,min30,12.07813777
Census Tract 6814,17031210400,min30,11.72786571
Census Tract 6903,17031210501,min30,11.99225972
Census Tract 6905,17031210502,min30,10.95251959
Census Tract 6909,17031210601,min30,12.6886903
Census Tract 6910,17031210602,min30,12.18319853
Census Tract 7001,17031210700,min30,12.20697562
Census Tract 7002,17031210800,min30,12.08269566
Census Tract 3206,17031210900,min30,12.01216179
Census Tract 3301,17031220300,min30,11.96485468
Census Tract 3302,17031220400,min30,12.058207
Census Tract 5905,17031220500,min30,11.51923151
Census Tract 5906,17031220601,min30,11.44434507
Census Tract 6712,17031220602,min30,11.99449469
Census Tract 6711,17031220701,min30,10.45934953
Census Tract 6713,17031220702,min30,10.46063476
Census Tract 6715,17031220901,min30,9.455013259
Census Tract 6716,17031220902,min30,9.768006938
Census Tract 6718,17031221000,min30,10.4992332
Census Tract 6719,17031221100,min30,10.53653237
Census Tract 7101,17031221200,min30,10.57429824
Census Tract 7102,17031221300,min30,10.66373461
Census Tract 7104,17031221400,min30,10.57741477
Census Tract 4303,17031221500,min30,10.83875376
Census Tract 7106,17031221600,min30,10.95703249
Census Tract 7108,17031222200,min30,10.76150513
Census Tract 3403,17031222500,min30,10.51309415
Census Tract 3405,17031222600,min30,9.886939687
Census Tract 3406,17031222700,min30,9.85185773
Census Tract 4302,17031222800,min30,9.661200151
Census Tract 5103,17031222900,min30,9.586708853
Census Tract 5201,17031230100,min30,9.78720459
Census Tract 5907,17031230200,min30,9.797134468
Census Tract 6004,17031230300,min30,9.672680811
Census Tract 8241.15,17031230400,min30,9.567486075
Census Tract 8253.03,17031230500,min30,9.330920234
Census Tract 8300.07,17031230600,min30,8.782396608
Census Tract 8138.01,17031230700,min30,9.461436942
Census Tract 8306,17031230800,min30,9.633533899
Census Tract 8308,17031230900,min30,9.699517611
Census Tract 8307,17031231100,min30,8.929719607
Census Tract 8309,17031231200,min30,8.997227537
Census Tract 8352,17031231500,min30,8.998857337
Census Tract 8399,17031240200,min30,11.07593927
Census Tract 8397,17031240300,min30,10.85469975
Census Tract 8398,17031240500,min30,10.73092278
Census Tract 8348,17031240600,min30,10.57822748
Census Tract 8347,17031240700,min30,10.52344399
Census Tract 8320,17031240800,min30,9.988827916
Census Tract 8325,17031240900,min30,9.547523784
Census Tract 8323,17031241000,min30,10.49656197
Census Tract 8383,17031241100,min30,10.5637033
Census Tract 8318,17031241200,min30,10.80844779
Census Tract 8317,17031241300,min30,9.947076503
Census Tract 8351,17031241400,min30,10.24980116
Census Tract 8350,17031241500,min30,11.07961995
Census Tract 8437,17031241600,min30,10.90484337
Census Tract 2207.02,17031242000,min30,10.59714058
Census Tract 8421,17031242100,min30,10.35896806
Census Tract 8433,17031242200,min30,9.884637742
Census Tract 8241.23,17031242300,min30,9.61446909
Census Tract 8044.05,17031242400,min30,9.930355692
Census Tract 8311,17031242500,min30,9.933030359
Census Tract 8315,17031242600,min30,9.550098797
Census Tract 8316,17031242700,min30,9.06796278
Census Tract 8312,17031242800,min30,9.657834438
Census Tract 8310,17031242900,min30,9.812047733
Census Tract 8430,17031243000,min30,9.180207595
Census Tract 8431,17031243100,min30,9.911427531
Census Tract 8429,17031243200,min30,10.07237454
Census Tract 8435,17031243300,min30,10.18057962
Census Tract 8420,17031243400,min30,10.60153892
Census Tract 8080.02,17031243500,min30,10.29656734
Census Tract 301.01,17031250200,min30,9.242690191
Census Tract 307.01,17031250300,min30,8.672393295
Census Tract 701.03,17031250400,min30,8.87182862
Census Tract 8071,17031250500,min30,8.065335003
Census Tract 8072,17031250600,min30,8.420267599
Census Tract 8073,17031250700,min30,8.615390395
Census Tract 8074,17031250800,min30,9.236395204
Census Tract 8075,17031251000,min30,9.709059049
Census Tract 8077,17031251100,min30,9.022862329
Census Tract 8079,17031251200,min30,8.622428595
Census Tract 8080.01,17031251300,min30,8.47490385
Census Tract 8043.11,17031251400,min30,8.36779295
Census Tract 8083.01,17031251500,min30,8.580929033
Census Tract 8083.02,17031251600,min30,8.860959304
Census Tract 8086,17031251700,min30,9.448327595
Census Tract 8087.02,17031251800,min30,9.620993057
Census Tract 7702.02,17031251900,min30,8.907138532
Census Tract 7706.02,17031252000,min30,8.775538432
Census Tract 8061.04,17031252101,min30,8.875587364
Census Tract 8025.06,17031252102,min30,9.16353734
Census Tract 8025.05,17031252201,min30,9.594070505
Census Tract 8024.04,17031252202,min30,10.02982926
Census Tract 8030.17,17031260100,min30,8.818948018
Census Tract 8047.14,17031260200,min30,8.537870263
Census Tract 8043.10,17031260300,min30,8.76085881
Census Tract 8044.03,17031260400,min30,8.993990812
Census Tract 8206.06,17031260500,min30,9.726090043
Census Tract 8044.06,17031260600,min30,9.635010712
Census Tract 8047.16,17031260700,min30,8.8627104
Census Tract 8062.01,17031260800,min30,9.467097352
Census Tract 8206.04,17031260900,min30,9.082148841
Census Tract 8241.16,17031261000,min30,9.666607577
Census Tract 8240.05,17031270500,min30,10.13643019
Census Tract 8241.14,17031271200,min30,9.312739018
Census Tract 8238.06,17031271300,min30,9.340153843
Census Tract 8240.03,17031271400,min30,9.289714254
Census Tract 8241.22,17031271500,min30,9.33469888
Census Tract 8241.17,17031271800,min30,9.317649719
Census Tract 8319,17031280100,min30,11.09232732
Census Tract 8045.06,17031280400,min30,10.06765279
Census Tract 8241.19,17031280800,min30,9.740702168
Census Tract 8241.20,17031280900,min30,9.560192196
Census Tract 8395,17031281900,min30,11.03565255
Census Tract 8326,17031282700,min30,9.538379693
Census Tract 8369,17031282800,min30,9.671248224
Census Tract 8412,17031283100,min30,9.757930588
Census Tract 8419,17031283200,min30,9.530272135
Census Tract 8358,17031283800,min30,9.575100817
Census Tract 8388,17031290900,min30,9.189151588
Census Tract 8423,17031291200,min30,9.239315712
Census Tract 8155,17031291600,min30,9.619071603
Census Tract 8432,17031292200,min30,9.153941653
Census Tract 8434,17031292400,min30,9.233363032
Census Tract 8426,17031292500,min30,9.193111026
Census Tract 8032,17031300500,min30,9.146978326
Census Tract 8033,17031300600,min30,9.286701724
Census Tract 8089,17031300700,min30,9.264575624
Census Tract 8090,17031300800,min30,9.380462754
Census Tract 3018.03,17031300900,min30,9.371760288
Census Tract 8091,17031301100,min30,9.48063405
Census Tract 8092,17031301200,min30,9.527504783
Census Tract 8093,17031301600,min30,9.281294772
Census Tract 2210,17031301701,min30,9.066408306
Census Tract 2211,17031301702,min30,9.324733142
Census Tract 2428,17031301801,min30,9.165339948
Census Tract 2429,17031301802,min30,9.246544585
Census Tract 2430,17031301803,min30,9.170076525
Census Tract 2431,17031310200,min30,11.29206051
Census Tract 2432,17031310300,min30,10.36765884
Census Tract 2433,17031310400,min30,10.23382913
Census Tract 2434,17031310500,min30,10.08394559
Census Tract 714,17031310600,min30,9.901572997
Census Tract 1104,17031310700,min30,9.948907474
Census Tract 1506,17031310800,min30,9.950012102
Census Tract 1507,17031310900,min30,9.634318255
Census Tract 1508,17031320100,min30,9.125416446
Census Tract 1511,17031320400,min30,10.24726991
Census Tract 1512,17031320600,min30,10.32211932
Census Tract 2415,17031330100,min30,10.03748466
Census Tract 2411,17031330200,min30,10.09197815
Census Tract 2416,17031340300,min30,10.37080252
Census Tract 2413,17031340400,min30,10.56079481
Census Tract 2414,17031340500,min30,10.37848118
Census Tract 2435,17031340600,min30,10.03492313
Census Tract 2502,17031350100,min30,9.672221299
Census Tract 2503,17031350400,min30,9.694732703
Census Tract 2504,17031351000,min30,9.069451384
Census Tract 2505,17031351100,min30,9.381993229
Census Tract 715,17031351400,min30,9.956835223
Census Tract 718,17031351500,min30,10.23699826
Census Tract 801,17031360200,min30,8.981453706
Census Tract 803,17031380100,min30,9.216684146
Census Tract 804,17031380200,min30,9.344839405
Census Tract 1601,17031380500,min30,10.00281891
Census Tract 1602,17031380700,min30,9.904029157
