variable,id,group,value
Census Tract 8241.23,17031242300,min60,8.102356105
Census Tract 8044.05,17031242400,min60,8.102356105
Census Tract 8311,17031242500,min60,8.102356105
Census Tract 8315,17031242600,min60,8.102356105
Census Tract 8316,17031242700,min60,8.102356105
Census Tract 8312,17031242800,min60,8.102356105
Census Tract 8310,17031242900,min60,8.102356105
Census Tract 8430,17031243000,min60,8.102356105
Census Tract 8431,17031243100,min60,8.102356105
Census Tract 8429,17031243200,min60,8.102356105
Census Tract 8435,17031243300,min60,8.102356105
Census Tract 8420,17031243400,min60,8.102356105
Census Tract 8080.02,17031243500,min60,8.102356105
Census Tract 301.01,17031250200,min60,7.992733504
Census Tract 307.01,17031250300,min60,7.992457238
Census Tract 701.03,17031250400,min60,7.992457238
Census Tract 8071,17031250500,min60,7.987294005
Census Tract 8072,17031250600,min60,7.992457238
Census Tract 8073,17031250700,min60,7.992457238
Census Tract 8074,17031250800,min60,7.992733504
Census Tract 8075,17031251000,min60,8.102356105
Census Tract 8077,17031251100,min60,8.102356105
Census Tract 8079,17031251200,min60,7.992733504
Census Tract 8080.01,17031251300,min60,7.992733504
Census Tract 8043.11,17031251400,min60,8.102356105
Census Tract 8083.01,17031251500,min60,8.102356105
Census Tract 8083.02,17031251600,min60,8.102356105
Census Tract 8086,17031251700,min60,8.102356105
Census Tract 8087.02,17031251800,min60,8.102356105
Census Tract 7702.02,17031251900,min60,8.102356105
Census Tract 7706.02,17031252000,min60,8.102356105
Census Tract 8061.04,17031252101,min60,8.102356105
Census Tract 8025.06,17031252102,min60,8.102356105
Census Tract 8025.05,17031252201,min60,8.102356105
Census Tract 8024.04,17031252202,min60,8.102356105
Census Tract 8030.17,17031260100,min60,8.102356105
Census Tract 8047.14,17031260200,min60,8.102356105
Census Tract 8043.10,17031260300,min60,8.102356105
Census Tract 8044.03,17031260400,min60,8.102356105
Census Tract 8206.06,17031260500,min60,8.102356105
Census Tract 8044.06,17031260600,min60,8.102356105
Census Tract 8047.16,17031260700,min60,8.102356105
Census Tract 8062.01,17031260800,min60,8.102356105
Census Tract 8206.04,17031260900,min60,8.102356105
Census Tract 8241.16,17031261000,min60,8.102356105
Census Tract 8240.05,17031270500,min60,8.102356105
Census Tract 8241.14,17031271200,min60,8.102356105
Census Tract 8238.06,17031271300,min60,8.102356105
Census Tract 8240.03,17031271400,min60,8.102356105
Census Tract 8241.22,17031271500,min60,8.102356105
Census Tract 8241.17,17031271800,min60,8.102356105
Census Tract 8319,17031280100,min60,8.102356105
Census Tract 8045.06,17031280400,min60,8.102356105
Census Tract 8241.19,17031280800,min60,8.102356105
Census Tract 8241.20,17031280900,min60,8.102356105
Census Tract 8395,17031281900,min60,8.102356105
Census Tract 8326,17031282700,min60,8.102356105
Census Tract 8369,17031282800,min60,8.102356105
Census Tract 8412,17031283100,min60,8.102356105
Census Tract 8419,17031283200,min60,8.102356105
Census Tract 8358,17031283800,min60,8.102356105
Census Tract 8388,17031290900,min60,8.102356105
Census Tract 8423,17031291200,min60,8.102356105
Census Tract 8155,17031291600,min60,8.102356105
Census Tract 8432,17031292200,min60,8.102356105
Census Tract 8434,17031292400,min60,8.102356105
Census Tract 8426,17031292500,min60,8.102356105
Census Tract 8032,17031300500,min60,8.102356105
Census Tract 8033,17031300600,min60,8.102356105
Census Tract 8089,17031300700,min60,8.088764619
Census Tract 8090,17031300800,min60,8.077718195
Census Tract 3018.03,17031300900,min60,8.077718195
Census Tract 8091,17031301100,min60,8.077718195
Census Tract 8092,17031301200,min60,8.101357824
Census Tract 8093,17031301600,min60,8.077718195
Census Tract 2210,17031301701,min60,8.088764619
Census Tract 2211,17031301702,min60,8.077718195
Census Tract 2428,17031301801,min60,8.102356105
Census Tract 2429,17031301802,min60,8.102356105
Census Tract 2430,17031301803,min60,8.102356105
Census Tract 2431,17031310200,min60,8.102356105
Census Tract 2432,17031310300,min60,8.102356105
Census Tract 2433,17031310400,min60,8.102356105
Census Tract 2434,17031310500,min60,8.102356105
Census Tract 714,17031310600,min60,8.101357824
Census Tract 1104,17031310700,min60,8.102356105
Census Tract 1506,17031310800,min60,8.102356105
Census Tract 1507,17031310900,min60,8.101357824
Census Tract 1508,17031320100,min60,8.101357824
Census Tract 1511,17031320400,min60,8.102356105
Census Tract 1512,17031320600,min60,8.102356105
Census Tract 2415,17031330100,min60,8.101357824
Census Tract 2411,17031330200,min60,8.101357824
Census Tract 2416,17031340300,min60,8.101357824
Census Tract 2413,17031340400,min60,8.102356105
Census Tract 2414,17031340500,min60,8.101357824
Census Tract 2435,17031340600,min60,8.101357824
Census Tract 2502,17031350100,min60,8.101056517
Census Tract 2503,17031350400,min60,8.101056517
Census Tract 2504,17031351000,min60,8.101056517
Census Tract 2505,17031351100,min60,8.101056517
Census Tract 715,17031351400,min60,8.101357824
Census Tract 718,17031351500,min60,8.101357824
Census Tract 801,17031360200,min60,8.087465031
Census Tract 803,17031380100,min60,8.087465031
Census Tract 804,17031380200,min60,8.101056517
Census Tract 1601,17031380500,min60,8.101357824
Census Tract 1602,17031380700,min60,8.101056517
Census Tract 1603,17031381200,min60,8.101056517
Census Tract 1604,17031381400,min60,8.101056517
Census Tract 1607,17031381500,min60,8.101056517
Census Tract 2213,17031381800,min60,8.101056517
Census Tract 2215,17031381900,min60,8.077416889
Census Tract 2214,17031390100,min60,8.071434687
Census Tract 2506,17031390200,min60,8.071434687
Census Tract 2507,17031390300,min60,8.072781721
Census Tract 2508,17031390400,min60,8.073584323
Census Tract 2510,17031390500,min60,8.071434687
Census Tract 2511,17031390600,min60,8.068040998
Census Tract 514,17031390700,min60,8.056206707
Census Tract 601,17031400300,min60,8.097113303
Census Tract 603,17031400400,min60,8.073584323
Census Tract 608,17031400500,min60,8.087465031
Census Tract 1608,17031400800,min60,8.073584323
Census Tract 1609,17031410100,min60,8.051410274
Census Tract 1610,17031410200,min60,8.053372463
Census Tract 1611,17031410500,min60,8.053372463
Census Tract 1612,17031410600,min60,8.053372463
Census Tract 1613,17031410700,min60,8.053372463
Census Tract 1701,17031410800,min60,8.053372463
Census Tract 2216,17031410900,min60,8.053372463
Census Tract 2421,17031411000,min60,8.053372463
Census Tract 2420,17031411100,min60,8.053372463
Census Tract 2512,17031411200,min60,8.053372463
Census Tract 2513,17031420100,min60,8.028908854
Census Tract 513,17031420200,min60,8.033170973
Census Tract 6007,17031420300,min60,8.053372463
Census Tract 6009,17031420400,min60,8.053372463
Census Tract 8212,17031420500,min60,8.053372463
Census Tract 6720,17031420600,min60,8.071434687
Census Tract 7109,17031420700,min60,8.053372463
Census Tract 7110,17031420800,min60,8.053372463
Census Tract 7111,17031421200,min60,8.068040998
Census Tract 7112,17031430101,min60,7.865704151
Census Tract 7115,17031430102,min60,7.852422474
Census Tract 7113,17031430200,min60,7.863448455
Census Tract 7114,17031430300,min60,8.017095104
Census Tract 2705,17031430400,min60,8.053372463
Census Tract 2712,17031430500,min60,7.869398002
Census Tract 2713,17031430600,min60,7.851952308
Census Tract 2714,17031430700,min60,7.851952308
Census Tract 3501,17031430800,min60,7.857632389
Census Tract 3504,17031430900,min60,8.01661154
Census Tract 3510,17031431200,min60,7.859337236
Census Tract 3514,17031431301,min60,7.846468802
Census Tract 3602,17031431302,min60,7.851952308
Census Tract 8139,17031431400,min60,7.794514904
Census Tract 8226.01,17031440101,min60,8.033170973
Census Tract 8227.01,17031440102,min60,7.875491311
Census Tract 8227.02,17031440201,min60,8.053372463
Census Tract 8228.01,17031440202,min60,8.033170973
Census Tract 8230.02,17031440300,min60,8.053372463
Census Tract 8140,17031440600,min60,8.053372463
Census Tract 8141,17031440700,min60,8.031974579
Census Tract 8142,17031440800,min60,7.865704151
Census Tract 8143,17031440900,min60,8.01661154
Census Tract 8144,17031450300,min60,8.017095104
Census Tract 8231.01,17031460100,min60,7.794089324
Census Tract 8233.02,17031460200,min60,7.840996001
Census Tract 8233.03,17031460301,min60,7.859337236
Census Tract 8235,17031460302,min60,7.844725846
Census Tract 8145,17031460400,min60,7.859337236
Census Tract 8146,17031460500,min60,8.017095104
Census Tract 8148,17031460600,min60,7.870885109
Census Tract 8149,17031460700,min60,7.857632389
Census Tract 8150,17031461000,min60,7.875491311
Census Tract 8151,17031470100,min60,7.806940924
Census Tract 8236.02,17031480100,min60,8.017095104
Census Tract 8236.04,17031480200,min60,7.851952308
Census Tract 8236.05,17031480300,min60,7.844725846
Census Tract 8237.02,17031480400,min60,7.859337236
Census Tract 1605.01,17031480500,min60,8.016843597
Census Tract 8152,17031490300,min60,8.029663544
Census Tract 8153,17031490400,min60,8.017095104
Census Tract 8154,17031490500,min60,8.017095104
Census Tract 8237.04,17031490600,min60,8.033170973
Census Tract 8237.05,17031490700,min60,8.029159828
Census Tract 8241.08,17031490800,min60,8.015920068
Census Tract 8158,17031490901,min60,7.808081192
Census Tract 8159,17031490902,min60,7.852422474
Census Tract 8160,17031491000,min60,7.851952308
Census Tract 8162,17031491100,min60,7.819080802
Census Tract 8245.07,17031491200,min60,7.744052108
Census Tract 8246.02,17031491300,min60,7.794514904
Census Tract 8247.01,17031491400,min60,7.760950931
Census Tract 8247.02,17031500100,min60,7.806940924
Census Tract 8252,17031500200,min60,7.770957448
Census Tract 401,17031500300,min60,7.784200228
Census Tract 403,17031510100,min60,7.851952308
Census Tract 8163,17031510200,min60,7.844725846
Census Tract 8164.01,17031510300,min60,7.770957448
Census Tract 8164.02,17031520100,min60,7.795164135
Census Tract 8166,17031520200,min60,7.794950177
Census Tract 8167,17031520300,min60,7.770957448
Census Tract 8255.03,17031520400,min60,7.819080802
Census Tract 8255.04,17031520500,min60,7.709750533
Census Tract 8255.05,17031520600,min60,7.709750533
Census Tract 8257,17031530100,min60,7.730331101
Census Tract 6603.01,17031530200,min60,7.709750533
Census Tract 2207.01,17031530300,min60,7.727354116
Census Tract 633.02,17031530400,min60,7.667900542
Census Tract 2522.01,17031530501,min60,7.652326254
Census Tract 6603.02,17031530502,min60,7.672869383
Census Tract 7302.02,17031530503,min60,7.676784709
Census Tract 8133.02,17031530600,min60,7.700919972
Census Tract 8137.02,17031540101,min60,7.649153779
Census Tract 8133.01,17031540102,min60,7.682777591
Census Tract 8024.03,17031550100,min60,6.910872797
Census Tract 8030.16,17031550200,min60,7.298165781
Census Tract 8037.01,17031560100,min60,8.077718195
Census Tract 8041.08,17031560200,min60,8.076886701
Census Tract 8047.15,17031560300,min60,8.076886701
Census Tract 8356,17031560400,min60,8.076886701
Census Tract 8400,17031560700,min60,8.055013411
Census Tract 8364,17031560800,min60,8.076886701
Census Tract 8361,17031560900,min60,8.077718195
Census Tract 8346,17031561000,min60,8.077718195
Census Tract 8436,17031561100,min60,8.076585394
Census Tract 619.02,17031570100,min60,8.077416889
Census Tract 301.02,17031570200,min60,8.077416889
Census Tract 301.03,17031570300,min60,8.075214901
Census Tract 307.06,17031570400,min60,8.075214901
Census Tract 306.01,17031570500,min60,8.055013411
Census Tract 812.02,17031580100,min60,8.077416889
Census Tract 633.03,17031580200,min60,8.077416889
Census Tract 2209.01,17031580300,min60,8.077416889
Census Tract 2106.02,17031580400,min60,8.077416889
Census Tract 2206.02,17031580501,min60,8.077416889
Census Tract 2206.01,17031580502,min60,8.076069855
Census Tract 404.01,17031580600,min60,8.077416889
Census Tract 2522.02,17031580700,min60,8.077416889
Census Tract 2521.02,17031580800,min60,8.07223729
Census Tract 7706.01,17031590500,min60,8.101056517
Census Tract 8061.03,17031590600,min60,8.101056517
Census Tract 8026.10,17031590700,min60,8.087465031
Census Tract 8026.09,17031600400,min60,8.101357824
Census Tract 8046.10,17031600600,min60,8.101056517
Census Tract 7702.01,17031600700,min60,8.101357824
Census Tract 8043.08,17031600900,min60,8.101056517
Census Tract 8206.05,17031610300,min60,8.073867867
Census Tract 8363,17031610400,min60,8.077416889
Census Tract 8345,17031610800,min60,8.101056517
Census Tract 8359,17031611000,min60,8.073584323
Census Tract 8360,17031611100,min60,8.073584323
Census Tract 8362,17031611200,min60,8.073584323
Census Tract 8344,17031611300,min60,8.07223729
Census Tract 8343,17031611400,min60,8.062986137
Census Tract 701.01,17031611500,min60,8.062986137
Census Tract 1105.01,17031611600,min60,8.053372463
Census Tract 301.04,17031611700,min60,8.053372463
Census Tract 814.01,17031611800,min60,8.062986137
Census Tract 4301.02,17031611900,min60,8.056206707
Census Tract 7709.02,17031612000,min60,8.071434687
Census Tract 8241.21,17031612100,min60,8.073584323
Census Tract 4301.01,17031620100,min60,8.047522776
Census Tract 8041.09,17031620200,min60,8.052956597
Census Tract 8045.07,17031620300,min60,7.909329164
Census Tract 8046.11,17031620400,min60,7.881949654
Census Tract 8240.04,17031630100,min60,8.069232699
Census Tract 8240.06,17031630200,min60,8.062986137
Census Tract 2521.01,17031630300,min60,8.042822769
Census Tract 105.01,17031630400,min60,8.030105247
Census Tract 207.01,17031630500,min60,8.053372463
Census Tract 102.01,17031630800,min60,7.865371888
Census Tract 7608.01,17031630900,min60,7.865371888
Census Tract 8390,17031640100,min60,7.909329164
Census Tract 4402.01,17031640300,min60,8.050700901
Census Tract 5401.01,17031640400,min60,8.052757714
Census Tract 8020.04,17031640500,min60,8.076585394
Census Tract 8020.03,17031640600,min60,8.050700901
Census Tract 8030.13,17031640700,min60,7.873280715
Census Tract 8026.08,17031640800,min60,7.889635549
Census Tract 8030.15,17031650100,min60,7.858457126
Census Tract 8030.14,17031650200,min60,7.883638496
Census Tract 8340,17031650301,min60,7.873280715
Census Tract 8339,17031650302,min60,7.823625203
Census Tract 8192,17031650400,min60,7.773568993
Census Tract 8156,17031650500,min60,7.785646779
Census Tract 8180,17031660301,min60,7.856790567
Census Tract 8120,17031660302,min60,7.856790567
Census Tract 8294.02,17031660400,min60,7.85798696
Census Tract 8113.02,17031660500,min60,7.81161037
Census Tract 8028.02,17031660600,min60,7.856558511
Census Tract 8198.01,17031660700,min60,7.862470648
Census Tract 8198.02,17031660800,min60,7.851952308
Census Tract 8199,17031660900,min60,7.830037109
Census Tract 8200,17031661000,min60,7.828437996
Census Tract 8274,17031661100,min60,7.760871257
Census Tract 8276,17031670100,min60,8.071434687
Census Tract 2827,17031670200,min60,8.053372463
Census Tract 2828,17031670300,min60,8.053372463
Census Tract 4003,17031670400,min60,8.053372463
Census Tract 4005,17031670500,min60,8.033170973
Census Tract 4008,17031670600,min60,8.033170973
Census Tract 4101,17031670700,min60,8.053372463
Census Tract 4105,17031670800,min60,8.053372463
Census Tract 4106,17031670900,min60,8.053372463
Census Tract 4601,17031671100,min60,8.053372463
Census Tract 8051.05,17031671200,min60,8.033170973
Census Tract 8277,17031671300,min60,7.874004205
Census Tract 8278.02,17031671400,min60,7.868656804
Census Tract 8278.04,17031671500,min60,7.874004205
Census Tract 4503,17031671600,min60,8.029159828
Census Tract 4602,17031671800,min60,8.017095104
Census Tract 8051.06,17031671900,min60,8.017095104
Census Tract 8051.07,17031672000,min60,7.857632389
Census Tract 8051.08,17031680500,min60,8.072781721
Census Tract 6404,17031680600,min60,8.053372463
Census Tract 6405,17031680900,min60,8.073584323
Census Tract 6406,17031681000,min60,8.053372463
Census Tract 6407,17031681100,min60,8.053372463
Census Tract 6408,17031681200,min60,8.056206707
Census Tract 6501,17031681300,min60,8.053372463
Census Tract 6502,17031681400,min60,8.033170973
Census Tract 2804,17031690300,min60,8.070851748
Census Tract 8114.01,17031690400,min60,8.071434687
Census Tract 8113.01,17031690500,min60,8.071434687
Census Tract 7506,17031690900,min60,8.071434687
Census Tract 8126,17031691000,min60,8.071434687
Census Tract 8030.08,17031691100,min60,8.071434687
Census Tract 8051.10,17031691200,min60,8.053372463
Census Tract 8051.11,17031691300,min60,8.053372463
Census Tract 8051.12,17031691400,min60,8.053175859
Census Tract 8052.01,17031691500,min60,8.053372463
Census Tract 8203,17031700100,min60,7.759201407
Census Tract 8204,17031700200,min60,7.797374284
Census Tract 8209.02,17031700301,min60,7.803584928
Census Tract 8210.01,17031700302,min60,7.79614634
Census Tract 8278.05,17031700401,min60,7.734973661
Census Tract 8280,17031700402,min60,7.786223816
Census Tract 8281,17031700501,min60,7.792210694
Census Tract 8282.02,17031700502,min60,7.743588688
Census Tract 2831,17031710100,min60,8.053372463
Census Tract 2838,17031710200,min60,8.029159828
Census Tract 4107,17031710300,min60,7.869398002
Census Tract 4108,17031710400,min60,7.851952308
Census Tract 8290,17031710500,min60,7.857632389
Census Tract 4109,17031710600,min60,8.016843597
Census Tract 4110,17031710700,min60,7.874004205
Census Tract 4111,17031710800,min60,8.033170973
Census Tract 4112,17031710900,min60,8.033170973
Census Tract 4606,17031711000,min60,7.859337236
Census Tract 4607,17031711100,min60,7.852422474
Census Tract 4604,17031711200,min60,7.846468802
Census Tract 4605,17031711300,min60,7.803293682
Census Tract 4610,17031711400,min60,7.857632389
Census Tract 8292,17031711500,min60,8.017095104
Census Tract 8293.01,17031720100,min60,7.732339639
Census Tract 8293.02,17031720200,min60,7.813834447
Census Tract 8294.01,17031720300,min60,7.789697517
Census Tract 8052.02,17031720400,min60,7.711955369
Census Tract 8053.01,17031720500,min60,7.672722421
Census Tract 8053.02,17031720600,min60,7.708820612
Census Tract 8054.01,17031720700,min60,7.730331101
Census Tract 7704,17031730100,min60,7.865704151
Census Tract 8001,17031730201,min60,7.803293682
Census Tract 8003,17031730202,min60,7.851952308
Census Tract 8129,17031730300,min60,7.794728863
Census Tract 8130,17031730400,min60,7.851952308
Census Tract 8131,17031730500,min60,7.869398002
Census Tract 8005,17031730600,min60,7.851952308
Census Tract 8211.01,17031730700,min60,7.846468802
Census Tract 8211.02,17031740100,min60,7.652201769
Census Tract 8213,17031740200,min60,7.589856623
Census Tract 8210.02,17031740300,min60,7.409859125
Census Tract 8284.01,17031740400,min60,7.672344877
Census Tract 8284.02,17031750100,min60,7.770957448
Census Tract 8285.04,17031750200,min60,7.767125633
Census Tract 4201,17031750300,min60,7.70607284
Census Tract 4202,17031750400,min60,7.726367905
Census Tract 4204,17031750500,min60,7.767551213
Census Tract 4207,17031750600,min60,7.770957448
Census Tract 8054.02,17031760801,min60,7.992457238
Census Tract 8055.01,17031760802,min60,7.983194891
Census Tract 8296,17031760803,min60,7.984916085
Census Tract 4208,17031770201,min60,7.947274944
Census Tract 4701,17031770202,min60,7.951549349
Census Tract 4801,17031770300,min60,7.822247878
Census Tract 4802,17031770400,min60,7.711305617
Census Tract 4803,17031770500,min60,7.974133296
Census Tract 4804,17031770601,min60,7.841139079
Census Tract 8055.02,17031770602,min60,7.978956614
Census Tract 8056,17031770700,min60,8.102356105
Census Tract 8300.01,17031770800,min60,7.974048993
Census Tract 8300.06,17031770901,min60,7.986150865
Census Tract 6504,17031770902,min60,7.984916085
Census Tract 6505,17031800100,min60,7.325402387
Census Tract 6604,17031800200,min60,7.368075368
Census Tract 8006,17031800300,min60,7.465162978
Census Tract 8010,17031800400,min60,7.335883024
Census Tract 8011,17031800500,min60,7.473301212
Census Tract 8012,17031800600,min60,7.411315398
Census Tract 8114.02,17031800700,min60,7.531787015
Census Tract 8134,17031800800,min60,7.589321441
Census Tract 8132,17031800900,min60,7.794668747
Census Tract 8214.01,17031801000,min60,7.582201507
Census Tract 8057.02,17031801100,min60,7.473911698
Census Tract 8058.02,17031801200,min60,7.388433782
Census Tract 8214.02,17031801300,min60,7.37838564
Census Tract 8216,17031801400,min60,7.694600212
Census Tract 8217,17031801500,min60,7.57612369
Census Tract 2909,17031801601,min60,7.266281505
Census Tract 2912,17031801603,min60,7.605973929
Census Tract 4212,17031801605,min60,7.530144916
Census Tract 8060.01,17031801606,min60,7.67242994
Census Tract 8060.03,17031801607,min60,7.678576751
Census Tract 8013,17031801608,min60,7.65719076
Census Tract 8014,17031801701,min60,7.530631154
Census Tract 8016.03,17031801702,min60,7.513174711
Census Tract 8017.01,17031801800,min60,7.513884525
Census Tract 8060.04,17031801901,min60,7.512161468
Census Tract 8063,17031801902,min60,7.506411848
Census Tract 8064,17031802002,min60,7.65719076
Census Tract 8065.01,17031802003,min60,7.579184625
Census Tract 2715,17031802004,min60,7.681849094
Census Tract 2922,17031802100,min60,7.62486249
Census Tract 2924,17031802200,min60,7.639417322
Census Tract 2925,17031802300,min60,7.612227899
Census Tract 8067,17031802402,min60,7.426612735
Census Tract 8068.01,17031802403,min60,6.857861743
Census Tract 8068.02,17031802404,min60,6.848409059
Census Tract 8069,17031802503,min60,6.85522125
Census Tract 8070,17031802504,min60,7.217587801
Census Tract 8019.01,17031802505,min60,7.577061782
Census Tract 8019.02,17031802506,min60,7.433456675
Census Tract 8021,17031802605,min60,7.495454545
Census Tract 8022,17031802607,min60,7.43928238
Census Tract 2718,17031802608,min60,7.355569025
Census Tract 2801,17031802609,min60,7.586333503
Census Tract 3012,17031802610,min60,7.583823118
Census Tract 3006,17031802701,min60,7.530144916
Census Tract 3007,17031802702,min60,7.678576751
Census Tract 3011,17031802801,min60,7.432852463
Census Tract 4805,17031802802,min60,7.589959373
Census Tract 4903,17031802900,min60,7.369307869
Census Tract 4905,17031803005,min60,7.29669591
Census Tract 8027.02,17031803007,min60,6.8576384
Census Tract 5202,17031803008,min60,7.368448975
Census Tract 5203,17031803010,min60,7.092166226
Census Tract 5204,17031803012,min60,7.342770539
Census Tract 5205,17031803013,min60,7.092166226
Census Tract 5206,17031803014,min60,7.442609538
Census Tract 6605,17031803015,min60,7.421440658
Census Tract 6606,17031803016,min60,7.35294579
Census Tract 6607,17031803017,min60,7.378325471
Census Tract 6608,17031803100,min60,7.379144049
Census Tract 6609,17031803200,min60,7.505143884
Census Tract 6610,17031803300,min60,7.440514943
Census Tract 8023,17031803400,min60,7.528912353
Census Tract 8024.02,17031803500,min60,7.535987421
Census Tract 8025.03,17031803603,min60,6.779427946
Census Tract 8025.04,17031803604,min60,7.057390401
Census Tract 2809,17031803605,min60,7.338124863
Census Tract 3016,17031803606,min60,7.34927066
Census Tract 4906,17031803607,min60,7.471610358
Census Tract 4907,17031803608,min60,6.337804711
Census Tract 4908,17031803610,min60,6.849881109
Census Tract 4910,17031803611,min60,7.057589417
Census Tract 4911,17031803612,min60,7.342973191
Census Tract 5302,17031803701,min60,7.23302095
Census Tract 5303,17031803702,min60,7.342973191
Census Tract 5304,17031803800,min60,7.538734658
Census Tract 5306,17031803901,min60,7.363366014
Census Tract 5601,17031803902,min60,7.601758479
Census Tract 6702,17031804000,min60,7.662368231
Census Tract 6703,17031804102,min60,7.342598319
Census Tract 6704,17031804104,min60,6.280011855
Census Tract 6611,17031804105,min60,6.886077082
Census Tract 6701,17031804106,min60,7.663658247
Census Tract 6706,17031804108,min60,7.671293761
Census Tract 6707,17031804109,min60,7.602175237
Census Tract 6708,17031804201,min60,6.723369186
Census Tract 6709,17031804202,min60,5.982031012
Census Tract 8027.01,17031804305,min60,6.329569591
Census Tract 2609,17031804306,min60,6.02899067
Census Tract 2610,17031804308,min60,6.531956379
Census Tract 2819,17031804309,min60,6.529886062
Census Tract 3102,17031804310,min60,6.237981919
Census Tract 3103,17031804311,min60,6.763281544
Census Tract 3104,17031804403,min60,6.114862387
Census Tract 3105,17031804404,min60,5.913736078
Census Tract 4912,17031804405,min60,5.906067476
Census Tract 4913,17031804406,min60,5.888603282
Census Tract 4914,17031804505,min60,6.960374012
Census Tract 5001,17031804506,min60,6.299991461
Census Tract 5002,17031804507,min60,5.923042673
Census Tract 5003,17031804508,min60,7.132532068
Census Tract 5602,17031804509,min60,6.529886062
Census Tract 5603,17031804510,min60,7.13293136
Census Tract 5607,17031804511,min60,7.562546593
Census Tract 5608,17031804603,min60,7.752135153
Census Tract 5609,17031804606,min60,7.947059795
Census Tract 5610,17031804607,min60,7.950929235
Census Tract 8017.02,17031804608,min60,7.661279801
Census Tract 8357,17031804609,min60,7.74401397
Census Tract 103,17031804610,min60,7.759285498
Census Tract 104,17031804611,min60,7.520820852
Census Tract 106,17031804701,min60,7.259880746
Census Tract 201,17031804705,min60,7.259108912
Census Tract 2808,17031804706,min60,7.232620537
Census Tract 4203,17031804709,min60,7.439332556
Census Tract 8066,17031804710,min60,7.154040839
Census Tract 8065.02,17031804711,min60,6.831011794
Census Tract 8059.02,17031804712,min60,6.796322301
Census Tract 1002,17031804713,min60,7.523246584
Census Tract 8048.05,17031804714,min60,7.470072566
Census Tract 202,17031804715,min60,7.468763528
Census Tract 8042.02,17031804716,min60,7.256673274
Census Tract 8047.01,17031804803,min60,7.937077787
Census Tract 8036.05,17031804804,min60,7.666424273
Census Tract 1302,17031804805,min60,6.965076603
Census Tract 8043.06,17031804806,min60,7.257020932
Census Tract 204,17031804807,min60,7.594881412
Census Tract 802.02,17031804808,min60,7.221810209
Census Tract 2402,17031804809,min60,7.733233666
Census Tract 8241.05,17031804810,min60,7.663351021
Census Tract 6118,17031804901,min60,7.613254495
Census Tract 8299.01,17031804902,min60,7.705964741
Census Tract 602,17031805001,min60,7.609407691
Census Tract 2212,17031805002,min60,7.763924371
Census Tract 8265,17031805105,min60,7.763082514
Census Tract 8253.02,17031805106,min60,7.67242994
Census Tract 8241.07,17031805107,min60,7.761720109
Census Tract 8302.02,17031805108,min60,7.688599054
Census Tract 612,17031805109,min60,7.684240473
Census Tract 8082,17031805110,min60,7.598870665
Census Tract 302,17031805111,min60,7.9683428
Census Tract 303,17031805112,min60,7.9683428
Census Tract 304,17031805201,min60,7.688382034
Census Tract 309,17031805202,min60,7.67396252
Census Tract 310,17031805301,min60,7.78939306
Census Tract 8236.03,17031805302,min60,7.769475146
Census Tract 8224,17031805401,min60,7.802180045
Census Tract 8157.02,17031805402,min60,7.779473482
Census Tract 6006,17031805501,min60,7.950440753
Census Tract 8179,17031805502,min60,7.924255882
Census Tract 8119,17031805600,min60,7.97982486
Census Tract 4206,17031805701,min60,7.983194891
Census Tract 1101,17031805702,min60,7.986975273
Census Tract 314,17031805801,min60,7.980291976
Census Tract 409,17031805802,min60,7.9805262
Census Tract 502,17031805901,min60,7.98290412
Census Tract 503,17031805902,min60,7.831374968
Census Tract 8116,17031806001,min60,7.830927825
Census Tract 8186,17031806002,min60,7.970766254
Census Tract 8048.07,17031806003,min60,7.963795095
Census Tract 8018,17031806004,min60,7.841139079
Census Tract 8004,17031806102,min60,7.667706161
Census Tract 717,17031806103,min60,7.761939924
Census Tract 318,17031806104,min60,7.761939924
Census Tract 8190,17031806201,min60,7.971590661
Census Tract 8245.06,17031806202,min60,7.971590661
Census Tract 8239.03,17031806300,min60,7.933544307
Census Tract 8157.01,17031806400,min60,7.971590661
Census Tract 8029,17031806501,min60,7.9805262
Census Tract 317,17031806502,min60,7.980291976
Census Tract 6104,17031806600,min60,7.9805262
Census Tract 6714,17031806700,min60,7.58832316
Census Tract 506,17031806801,min60,7.794668747
Census Tract 505,17031806802,min60,7.855956364
Census Tract 8239.04,17031806900,min60,7.811469755
Census Tract 8201.03,17031807000,min60,7.876319139
Census Tract 8058.01,17031807100,min60,7.58832316
Census Tract 716,17031807200,min60,7.700851665
Census Tract 8285.05,17031807300,min60,7.862802746
Census Tract 8300.04,17031807400,min60,7.89927834
Census Tract 8285.03,17031807500,min60,7.862802746
Census Tract 8020.02,17031807600,min60,7.87250502
Census Tract 8262.02,17031807700,min60,7.90165626
Census Tract 4904,17031807800,min60,7.922989019
Census Tract 8184.01,17031807900,min60,7.923265285
Census Tract 8016.05,17031808001,min60,7.905623332
Census Tract 8007,17031808002,min60,7.882225131
Census Tract 623,17031808100,min60,7.911480794
Census Tract 8231.02,17031808200,min60,7.807346725
Census Tract 6304,17031808301,min60,7.863030339
Census Tract 101,17031808302,min60,7.867164144
Census Tract 8228.02,17031808400,min60,7.765524318
Census Tract 8279.02,17031808500,min60,7.86862845
Census Tract 8299.02,17031808600,min60,7.645243026
Census Tract 8084,17031808702,min60,7.377169379
